,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X000898.SZ,X601158.SH,X000883.SZ,X000709.SZ,X000825.SZ,X600490.SH,X000629.SZ,X600489.SH,X600315.SH,X600547.SH,X000831.SZ,X000539.SZ,X600352.SH,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X000027.SZ,X002470.SZ,X000937.SZ,X600578.SH,X000960.SZ,X000959.SZ,X600808.SH,X600516.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0459063915167503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548479633633541,0.00536234924521232,0,0.0557887658267028,0,0,0,0,0.0150081757283592,0.0108844095163203,0,0,0,0,0,0,0,0,0,0.0512896519002608,0,0.017613477673705,0,0,0,0.0196353537536556,0,0,0,0,0.0119461120728903,0,-0.00791061745235991,0,0,0,0,0,0,0
X600028.SH,0,0,0.0558111914150438,0.130872978929711,0.0411038836869593,0,0,0,0,0,0,0,0,0,0,0,0.012756375952582,0,0,0.0453384948719351,0,0.0679033831453229,0,0,0.00524806546599512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369805117787891,0,0.0304283132810762,0,0,0,0.104598027509801,0.0160096352694775,0,0,0.0336203757392415,0,0,-0.0187814970343255,0.0297452734683642,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0888893877504704,0,0,0.0789896861806068,0,0,0,0.021775156736356,0.0742777743672784,0,0,0,0.0291572712204779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183873289008384,0,0,0,0.0667773060690045,0.0231175986093919,-0.0631787617397293,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0587850604181584,0.0555912542913994,0,0,0,0.154251017794968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813254198716922,0,0,0,0,0,0.00646254380271838,0,0.0827099009634016,0,0,0.0296328520483526,0,0,0,0,0,0,0,0,0,0,0,0.0272152656378069,0,0,0,0,0,0,-0.00123263266310062,-0.00209589830736974,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0984597333125157,0,0,0,0,0,0.0285348260135986,0,0.0120030008522278,0,0,0,0,0.220037416963757,-0.0143744566541899,0.113910631933158,0,0,0,0,0,0,-0.0355438365157356,0,0,0,0,0.0425794984316853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673170389694796,0,0,0,0,0.010430117876919,0.017884229440279,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.16941962104471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10543089610289,0,0,0,0,0,0,0,0.070243676489069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310368270418121,0.271607806477751,0,0.0658588742145954,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.10119361102617,0,0,0,0.0138257281050641,0,0,0,0.00126391346411216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046126989178211,0,0,0,0.114867005138765,0,0,0,0,0,0,0,0,0,0,0.147787673619942,0,0,0,0,0,0.117268940290945,0,0,-0.000110512828506869,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109364691244898,0,0,0,0,0.00904092509413866,0,0.0318892551400212,0,0.145305347887606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203309975104033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.026289734634987,0,0,0,0,0.0284650254665494,0,0,0,0,0,0.0750716737663926,0,0,0,0,0,0.0502661263376797,0,0.0123655717938281,0,0,0,0,0,0,0,0.0690814976388324,0,0.242946092928441,0,0.0519972474749255,0,0,0,0,0.0719217594551541,0,0,0,0.0280208151848494,0,-0.00550345710861017,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656350821730017,0,0,0,0,0,0,0.136459415520734,0,0,0,0,0,0.167381675402998,0,0,0,0,0,0,0,0,0.154270471804003,0.129817952167488,0.0734191405033265,0,0.0780993015287808,0,0,0,0,0.0509503512063816,0.063393047991163,0,0,0,-0.0181594831950852,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0264956686239135,0,0,0,0,0,0,0,0,0,0,0,0,0.0571401165988598,0,0.0114278082925,0.0477206228592929,0.102986489814637,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.115317463686235,0,0,0,0,0,0,0,0.0790295378153258,0.0611714228162191,0,0,0,0,-0.000799467043954906,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176329729467452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535726444850905,0.171775084202875,0,0,0,0,0,0,0,0,0,0.0538802053115032,0,0,0,0,0,-0.0206674300092009,0.0315824107419966,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151129672812962,0,0,0,0,0,0,0.0128104327504249,0,0,0.0150693733555521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386126075496799,0,0.109817407551905,0.011076895833973,0.0409476118004367,0,0.0466284251538243,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.203420365396763,0,-0.0218002912987262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33008561788241,0,0,0,0.126737755318998,0,0.163626135025286,0,0.00153098254587915,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0139267513208017,0,0,0,0.135005999572878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929862393188172,0,0,0,0.101751193195767,0.0692494121800149,0,0,0.0383395434902393,0,0,0.211592198393986,0,0.0372366379572447,0,0,0.0454532274264378,0.122088981407421,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.109034431433398,0,0,0,0,0,0,0,0.119107892611658,0,0,0,0,0.0017785269354602,0,0.0670078809883501,0.0652496833314537,0,0.0250674576354911,0,0,0,0,0,0,0.196060835729593,0,0,0,0,0,0,0,0,0.0304845798494282,0,0,0.093379555518881,0,0,-0.00329342572178877,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128993045529442,0,0.0467166599123511,0,0,0,8.67361737988404e-19,0.0708766435921381,0,0.129293433325373,0,0,0,0,0,-0.0335747363007971,0,0,0,0,0,0,0,0,0.13273733922949,0,0,0.0482797838344371,0.136566189617099,0,0,0,0,0,0,0,-0.085295545257126,0,0.00738679881897951,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014125567716033,0,0.0696926242278391,0,0,0,0,0.00174242252714256,0,0.00642315059591414,0,0,8.67361737988404e-19,0,0,0,0,0,0.0173018639463408,0,0,0,0,0.0549486997794763,0,0.0191013458775128,0,0.0277852517240839,0.100739520232835,0,0,0.0178358179618024,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.122218389282493,0.303030545614761,0,0,0,0,0.0422988147059651,0,0,0,0.0732661435623983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252257271711521,0,0,0,0,0,0,0,0.0163188675406226,0,0.0296390597972185,0.0516734796588701,0,0,0,0,-0.0026248626922004,-0.00074614373519541,0,0,0,0,0,0
X002353.SZ,0,0.0905685434348625,0,0,0,0,0,0,0,0,0,0.308864133771475,0,0,0,0,0,0,0,0,0,0.00743691561976984,0,0,0,0,0,0,0,-0.101453150764091,0,0,0,0,0,0,0,0,0.0334864141345146,0,0,0,0,0,0.118875401738196,0.00760498797809741,0.0171061484273651,0,0.214160336532359,0.0647103333976907,0,-0.0135871142988285,0.0716212542101298,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085274795358062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996070807383644,0,0,0,0,0,0,0,0,0,0,0.12483436933426,0,0,0,0.245015193079292,0,0,0,0,4.33680868994202e-19,0.0288525252557087,0,0,-0.0325969217131057,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518890366098733,0.127671023483923,0,0,0,0,0,0,0,0,0.160561688572279,0.144543831842303,0,0,0,0,0,0.00597931697572238,0,0.0234213063850304,0,0,0.188459690597868,0,0,-0.0249025357807677,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320893967069066,0,0,0,0,0,0.152659308430907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124282461217744,0,0,0.00249828162527284,0,0.0563461685808188,0.0284533748919099,0,0.060343944798474,0,0,0.00790362512968443,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671270579241632,0,0,0,0,0.0729807827764411,0,0,0.0732280501236782,0,0,0.0695492910808706,0.0207654998242402,0,0,0,0,0,0,0,0,0,0,0.0270526713438268,0.0559442760687243,0,0,0.0293253759133692,0,0,0,0,0,0,0,0.0231779500875329,0,0.000928755557463277,0.0278544320376077,0,0,0,0,0,0
