,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600886.SH,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X000877.SZ,X600795.SH,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600803.SH,X600489.SH,X600027.SH,X600176.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600985.SH,X600219.SH,X000408.SZ,X000629.SZ,X600688.SH,X600801.SH,X300037.SZ,X600157.SH,X002128.SZ,X601168.SH,X000723.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.854743003517193,0,0,0.0445394461377849,0,0,0,0,0,0,0,0.0778613684108796,0,0,0,0,0,0,0,0,0,0,0,-0.021700241223505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.530039192767379,0,0,0,0,0.110958788331744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548592243291574,0.0632530214917661,0,0,0,0,0,0,0,0.00973130261449009,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390236412000356,0,0.00595385525910239,-0.00194296168467337,0,0,0,0,0,0
X601088.SH,0.070526593343373,0.0307094029211882,0,0,0.055609542912577,0,0,0.244746264678703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120292028569381,0,0.0599241745026229,0,0.111928123946989,0,0,0,0,0,0,-0.0296988148260357,0,0,-0.0361764071439779,0,0,0,0,0,0,0,0,0.0452682643335647,0.0167397360080122,0.0117696329614518,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0333402341156802,0.162363970627479,0,0,0,0,0.0799694177293727,0,0,0,0,0.0212469884068834,0,0.0746742550224602,0.045314679942965,0,0,0,0.0499661287159905,0,0.0204683516779373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471866210021881,0,0,-0.0580787292640457,0.0136671963620519,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0543571771552206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689317626968607,0.0039897270284971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219207571098628,0,0,0,0,0.111041843827532,0,-0.000587786811426962,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194610889232158,0.251970426957822,0,0,0,0,0,0,0,0,0,0.101590352566295,0,0,0,0,0,0,0.128386895716781,0.100438550264963,0,0,0,0,0,0.157173205963976,0,0,0.147496730276709,-0.164497566688067,0,0,0,0,0,0,0.00363113329699839,0.0267199659411288,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0235712069916461,0,0,0,0,0.0368824513987393,0,0,0,0,0,0.0838480255827712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287400093206202,0,0,0.127104292464192,0,0,0,0,0,0,0,0,0,0.473875860883139,-0.0552474349391938,0,0,0,-0.0959962120649324,0,0,-0.00222638526929318,-0.00591572417149723,0,0,0,0,0,0
X601898.SH,0.121668645133878,0,0,0,0.16429251251758,0.0581284001931969,0,0,0,0,0,0,0,0,0.0230171477828184,0,0,0,0,0,0,0,0,0,0,0,0.132537766757352,0.0648758695534879,0,0,0,0,0,0,0,0,0,0,0.169538484498999,0,0,0,0,0,0,0,0,0.111333843972182,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.185107422377207,0,0,0,0,0,0,0,0,0,0,0.268280256906117,0,0,0,0,0,0,0,0,-0.122375288013918,0,0,0,0,0.797250417633021,0,0,0,-6.93889390390723e-18,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.00804750630313614,0,0,0,0,0,0,0,0.000200975189956812,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0692686267442097,0,0,0,-0.0503061774310917,0,0,0,0,0,0,0,0,0,0,0,-0.00140947757034414,0,0,0,0,0.0917412516471739,0.546568020466943,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,-0.0227401613221438,-1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0570010518129698,0,0,0,0,0,0,0,0,0,0,0.173347021301287,0,0,0,0,0,0,0,0,0,0,0,0,0.0809987997317226,0.391799256432847,0,0,0,0,0,0,0,0,0,0,0,0.0486312381601748,0,0,0.0979921946868948,0,0,0,0,0,0.00973292610295762,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.102455274317149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117093516216902,0,0,0,0.0936965804040005,0,0,0,0,0,0,0,0,0,0,0.0764898526042016,0,0,0,0,0.0546616637373286,-0.0433722915385867,0.0241754046856364,0,0,0,0,0,0,0
