,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600352.SH,X600021.SH,X002470.SZ,X600660.SH,X601918.SH,X000792.SZ,X600489.SH,X600098.SH,X600623.SH,X600863.SH,X600022.SH,X600808.SH,X000629.SZ,X600547.SH,X300072.SZ,X600307.SH,X600578.SH,X600008.SH,X002353.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.699811990102608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206412916581561,0,0,0,0,0,0,0,0,0,0.024393503015593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417961025015954,0,0.068511450400501,0.00454610979260428,0,0,0,0
X600028.SH,0.0685600417614929,0,0.00444596165724603,0,0,0,0,0.0405830441534655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944862379587613,0,0,0,0,0,0,0.0752752084879396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556806132474358,0,0,0,0,0,-0.00488882882022995,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.191520435911994,0.0718571057441041,0,0,0,0,0.223382327816375,0,0,0,0,0,0,0,0.283026393911697,0.0014560742401602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398404892214522,0,0,0,0,0,0,-0.0244689547477837,0.0345125921495699,0,0,0,0,0,0
X600011.SH,0,0,0.0658147114567687,0,0,0,0,0,0,0,0,0.401131600223572,0.138695368267369,0,0,0,0,0.0542670437737961,0,0,0.0883305022371508,0,0,0,0,0,0.0536969797437501,0,0,0.0412815647376752,0,0,0.019973455544251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199485551675999,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0132405735017812,0,0,0,0,0,0,0,0,0,0.253499044088289,0,0,0.0511360221063205,0.180181569855497,0,0,0,0,0.0688412241493279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166849919039932,0,-0.00864722719607547,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00545858933279327,0,0,0.141146145622883,0,0,0,0.127229919383941,0.0728982143198001,0,0,0,0.216824261235456,0,0,0,0,0.0576770340322243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384467309019669,0,-0.0236628967921823,0,0,0,0,0,0,0
X600585.SH,0,0,0.0142436742938108,0,0,0.147992588003878,0,0,0,0,0,0,0,0,0,0,0,0.187534365262664,0.0678973977029661,0,0,0,0,0.106543663873384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0439498326115581,0,-0.0097777981837439,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.348963896696441,0,0,0,0,0,0,0,0,0,0.0314951042167882,0,0.183594423642964,0,0,0,0,0,0,0.103388776230282,0,0,0.151743273098481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357367392185112,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00545773560129515,0,0,0,0.181175490661319,0.258967270804174,0,0,0,0,0,0,0.0356149237866779,0.173227675276053,0.0718420356618676,0,0,0,0,0,0,0.00565016530267301,0,0,0,0.00484714029433151,0,0,0,0,0,0,0,0,0,0.0104835677074993,0,0,0,0.0615646066730812,0,-0.0129378714455123,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.151520288748621,0,0,0,0,0,0,0.0390981637422847,0,0,0,0.0698110059300162,0,0,0.0794591625338357,0,0,0,0,0,0,0.0136043507572631,0,0,0,0,0,0.00646399861668702,0.172417213323735,0,0.0728026625516046,0,0.0373301875805903,0.00888058761953142,0,0.151387388999147,0,0,0,0,0,-0.0151448547153808,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259580703961966,0,0.456632642946679,0,0,0,0,0,0,0.125559071969429,0,0,0,0,0,0,1.73472347597681e-18,0.0586912510799886,0,0,0,0,0,0,0,0.182422560907842,0,0,0,-0.0196045493541153,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0880788962443697,0,0,0,0,0.0425362599286727,0,0,0.278676415472679,0,0,0,0,0,0,0,0,0.0352778218719685,0,0,0.309000845119307,0,0,0,0,0,0,0,0,0.0418025545389145,0,0,0,0,0,0,-0.0338371217135117,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.489996204105054,0,0,0,0,0,0,0,0,0.0646513276282083,0,0,0,0,0,0,0,0,0.110516457768867,0,0,-6.93889390390723e-18,0,0,0,0.165568044308516,0,0,0,0,0,0,0,0,0,0,0,-0.0190225301567348,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174118568950752,0,0,0,0,0,0,0,0.0405255295752341,0,0,0,-0.0468357902241148,0,0,0.0763620895584037,0,0,-0.241226051596051,0,0,0,0,0,0,0.103794836848934,-0.0451528942189151,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.472590387304898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166062584684679,0,0,0,0,0,0.0631060574931466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.109925264972154,0,0.0666616417676937,0,0,0.0704107156162496,0,0,-0.021539632068244,0,0,0,0,0,0,0,0,0.136802106915301,0,0,0,0,0,0,0.15238845337028,0,0,0,0,0,0,0,0,0.00863638460373687,0,0,0,0,0,0,0,0,0.0669787121306725,0,0.265560293223935,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0518545797461994,0,0.0686794081038015,0,0,0,0,0,0.101360281704085,0,-8.67361737988404e-19,0.0629240522340421,0,0.0323666077506869,0.0952617081501987,0,0,0,0,0,0,0,0.0290716171947094,0,0,0.120055492961308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230656631674347,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0951242857690302,0,0,0,0,0,0.117313371640913,0,0,0,0,0,0,0,0,0,0,0.210296700241362,0.0103401143894767,0,0,0.130987589347673,0,0,0,0,0,0,0,0,0,0.0257119371751765,0,0,0,0,0,0,0,0,0.0554914816412453,0,0.125713129088615,0,-0.0162443941607166,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0163060114211952,0,0.158593842386357,0,0,0,0,0.0221530156243938,0,0,0,0,0,0,0.219988265392657,0,0,0,0,0,0,0,0,0,0,0,0,0.101483502107778,0,0,0,0,0.0408111389998177,0,0,0,0.239227539117874,0,0,0,0,0.0165252488801192,0,0,0,0,0,0,0
X600583.SH,0,0,8.67361737988404e-19,0,0,0,0,0.0401962611084671,0,0,0,0,0,0,0,0,0.114082018889647,0.0766790059530508,0,0,0,0,0.00779026008774896,0,0,0,0,0.0141075054848158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940134224847932,0,0.273147603014488,0,-0.036818552412535,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.019815698787305,0,0,0,0,0,0,0.0199959155707374,0.10917652968979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165219257952478,0,0.0427549665821505,0.176256922319427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213983280358493,0,-0.042085707767103,0,0,0,0,0,0,0
