,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600176.SH,X601898.SH,X600010.SH,X600801.SH,X000786.SZ,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600426.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X002466.SZ,X600803.SH,X002353.SZ,X600219.SH,X600315.SH,X600529.SH,X002075.SZ,X600486.SH,X000027.SZ,X300037.SZ,X002409.SZ,X000723.SZ,X600612.SH,X601158.SH,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.00482038553279684,0,0.0413697598872513,0,0.0643471441922084,0,0,0,0,0.12833317561134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178106519151947,0.0622901168126974,0,-0.0409732285941742,0,0,0,0,0,0,0,0,0,0,0,-0.0137018093037546,0.0073228267075262,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0437047427736405,0,0.0564605497955819,0,0.0364315148805003,0,0,0,0,0,0,0.0024850599496559,0.0130344099259464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690807688638909,0.0263522978403512,0,0,0,0,-0.0239883254500035,0.017104800341783,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0380788688731194,0,0,0.0578102015153067,0,0,0,0,0,0,0,0,0,0.311670619604335,0.0625231896090079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398780811368138,0,0,0,0,0,0,0,0,0,0,0,-0.00559972876240684,0.0124293836066419,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00424751635674997,0,0,0.0121292463269971,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0970348102810779,0.0198477083322095,0,0,0,0.114782795092196,0,0,0,0.081138449307801,0,0,0,0,0,0,0,0,0,0,0,0.020679267610259,0,0.130901241140151,0,0,0,0,-0.0239305613227509,-0.0033685757267703,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.112451927269702,0,0.0240046932116657,0.203479806336043,0,0,-0.0179546802027095,0,-0.172357236947795,0,0,0,0,0.13328403648819,0,0,0,0.0730798769623928,0,0.134689064466181,0,0,0,0,0,0,0,0.0818015271775155,0,0.0160228573865269,0,0.20890442472375,-0.156891978732736,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388182756857825,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0766972975026443,0,0,0,0,0,0,0.0434144452230181,0.0812506650047928,0,0.0180404015415444,0,0,0,0,0,0,0,0,0,0,0.0560908590347093,0,0,0,0,0,0,0,0,0,0,0,0.02403184812613,0.0638205156645384,0,0,0,0,0,-0.0323901255560646,0.00887669496355009,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.080975981915385,0,0,0,0.00480388902387215,0,0,0,0,0,0,0,0,0.474635313541536,0,0,0,0.0142182695344931,0,0,0,0.0326716878103817,0,0,0,0,0,0,0.0174748357228697,0,0.0868897368506126,0,0,0,0,0,0,0,0,0.232388902359965,0,0,0,0,0,-0.0199397555928202,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0541324482877981,0,0,0,0,0,0,-0.0381446586369258,0,0,0,0,0,0,0,0,0.0333256619584912,0,0,0,0.213480671564319,0,0.07263178768809,0,0,0,0,0,0,0,0,0,0,0,0,0.00730524617188587,-0.0392538164081177,0,0,0.175198108702748,0.139376356665519,0,0,0,0,0,0,0,-0.0233668327672872,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.100279117964471,0,0,0,0,0.109536786266629,0,0,0,0,0,0,0,0,0,0,0.161008448912339,0,0,0,0.214105332955137,0,-0.016917067190638,0,0,0,0,0,0.102609321827469,0,0,4.33680868994202e-19,0,0,0.176833742273584,0.00269267321081723,0,0,0,0,0,0.119914973010276,0,0,0,0,0,-0.0221541843455151,0.0325583740570361,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.141040361316271,0,0,0,0,0,0.164904502279033,0,0,-0.0382759377909202,0,0,0,0.0583378884415085,0,0,0,0.0531034368270364,0.435775073128714,0,0,-8.67361737988404e-19,-0.051405496866387,0.00209821287540546,0,0,0,0,-0.0109972911689965,0,0,0,0,0,0.0172168337547806,0,0,0,0,0,0.0485584849205634,0.0203840750107343,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.159103402088661,0,0,0,0,0,0,0,0,0,0,0,0,0.0436346292106921,0,0,0.0680636568878462,0,0,-0.061220911276104,0,0,0,0,0,0,0,0,0,0,0,0,0.0745099219952116,0,0,0,0.0752042390261203,0,0,0.106698051340666,0.057316362519104,0,0,0,0,0,0,-0.0102659033939477,0.0293764831334494,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0690872775363706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106870025110256,0,0,0,0,0,0,0,0,0,-0.0313665158517259,0,0.5024960892399,0.12049623487743,0,0,0,0,0.0322521657996765,0,0,0.226269524032259,0.170775581040293,0,0,0,0,0,0,-0.0557243939626847,0.0172550601230009,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0519750539832499,0,0,0,0,0,0.0259431505190226,0,0,0.00505155020579948,0,0.109555611397079,0,0.133071964800874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063604936642334,0.0524654678811249,0.0126420741842497,-0.0247857898062602,0,0,0.0768664511178098,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.0486100671664074,0,0,0,0,0,0,0.0202822967424448,0,0.207582727341017,0.0237240784911836,0,0,0,0,0,0,0,0.132690143898045,0,0,0,0,0,0,0,0.267244294629448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110341282861393,-0.028425401051758,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0440470261023493,0,0,0.0266201297468905,0,0,0,0.0696806302674067,0,0,0,0,0,0,0.00979274053857229,0,0,0.286969450380873,0,0.0325508741029279,0,0,0,0,0,0,0.0178859817178888,0,0.0200024514042981,0,0,0,0,0.0304809048096865,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269862171447626,0.020930206559228,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.051140745236701,0,0,0,0,0,0,0.387931448848873,0,0,0,0,0.0311667845248873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260877342392824,0,-0.0177060212176774,0.0252361539844329,0,0,0,0,0,0,0,0,0,0,0,0.0162200610233691,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187837086556043,0,0,0,0,0,0,0,0,0,0,0.0574161102501479,0,0,0,0.0104432049851598,0,0,0,0,0,0,0,0,0,0,0.0648775773016116,0.0738616198140405,0,0,0,0.101642626909756,0,0,0,0,0,0,0,0.0300761326316312,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.142734385025656,0,0,0,0.317881806877034,0,-0.298297783057346,0,0,0,0.0877189333413057,0,0,0,0,0,0,0.286890951549386,0,0.0539712497910512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243738984934204,-0.019497254552179,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0967223817842918,0,0,0,0.276089167065721,0,0,0,0.0142708221170303,0.164239050116576,0.0684385448923009,0,0,0,0,0,0,0,0.0869694984600035,0,0,0,0,0,0,0,0.101519579552266,0,0,0.00282268426232977,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0480963440699409,0.00644778958152976,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.214301890573716,0,0,0,0.0773353409383906,0.0418488822996225,0,0,0,0,0,0,0,0,0.085683763295535,0,0,0,0.105312398430481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245358816142003,0.0272461778020746,0,0,0,0.0959594250675884,0,0.0319477789949986,0,0,0,0,0,-0.0490240490860411,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.934273835133708,0,0,0,0.0203055158382365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109731117696347,0,0.0946252019450714,0,0,0,0,-2.16840434497101e-19,-0.0110096259504826,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177282513067167,0,0,0,0,0.130198364432389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546606968249908,0,0,0,0,0,0.00567300537194555,0,0.0248300075210788,0.0483168922421315,0,0,0,0,0,-0.0139985237288112,0.047004934191,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.0263253468047726,0.149101967123047,0,0.160412580789103,0,0,0,0,0,0.089905804341372,0,0,0,0,0.099416367403647,0,0,0,0,0,0,0,0,0,0,0.00369609529963006,0,0,0,0.0292427704402752,0,0,0,0.0201133068166957,0,0,0.0447494562695109,0,0,0,0,-0.0198011650323669,0.00582569536033541,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0304492804951136,0,0.0452812370016793,0,0.313986817077138,0,0,0,0,0,0,0,0,0.0281660840707497,0,0,0,0,0,0,0,0,0,0,0.0277539386672522,0,0,0,0,0.0290227476735804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.218045211502542,0,0,0.206454308839571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313098636636693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163635884873843,0,0,0,0.188045121508396,0,0,0,0,0,0,-0.0323195356169342,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.001114997786515,0,0,0,0,0,0,0,0.160546274266063,0,0,0,0,0.0301153197522071,0,0.0204256465441945,0.0939543742186235,0,0,0,0,0,0,0,0,0,0,0.0527591564685382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314735780808696,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.136358419360746,0,0,0,0,0,0,0.0526342388664088,0,0,0,0,0,0.244270651140962,0,0,-0.0456161066726615,0,0,0,0,0,0,0,0.112242454776172,0,0,0,0,0,0,0,0,0,0,0,0,0.222468540209836,0,0,0.186340495126372,0,0,0,0,0,0,0.0176370629793648,-0.000755872911747207,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0712750358075674,0.0571304028504557,0,0.123894046364609,0,0,0.156005061231012,0,0,0.0759383192511003,0,0,0,0,0,0,0,0,0,0,0,0,0.0213202006171637,0.0355770233307455,0,0,0,-0.00819583899752382,0,0,0.0784694090382941,0,0,0,0,0,0,0,0,-0.00294702206172649,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23383484944156,0,0,0,0.0599079882293146,0,0,0,0,0,0,0,0,0.443599662378422,0,0,0,0,0,0,0,0,0,0,0,0,0.0467173018566171,0.112209626935912,0,0,2.16840434497101e-19,0,0,0,0,0,-0.110310298240282,0,0,-0.00192499566863936,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0956938058842925,0,0,0,0.0356460328109367,0,0,0,0,0,0,0.0532066405037043,0,0,0.0899378708268718,0,0,0.124328635099395,0,0,0,0,0,0.0092275259090764,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0118339592900364,0,0.0599398259892375,0,0,0,0,0,0.0149867904198874,0.0504229795827368,0,0,0,0,0,0,0,0,0,0.14837035499811,0,0,0,0,0,0,0,0,0,0,0.055589176105385,0.0172838041217655,0,0.0688676452860029,0,0.112011520081363,0,0.135488875833504,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.0113620784987862,0,0,0,0.0451690852281389,0,0,0.0389831984574776,0.110410097733587,0,0,0,0,0,0,0,0,0.0375600731871902,0,0,0,0,0,0.00565270115541185,0,0,0,0,0,0,0,0,0,0.0551903968197066,0.0499690340264128,0,0,0,0,0,0,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0.162507566271981,0,-3.46944695195361e-18,0,0.172036195680013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232594349697527,0,0,0,0,0,0,0,0.0902243883427692,0.0806614156755777,0.0594638804748237,0.093534154461998,0,0,0,0,0,0,0,0,0,0,0,-0.0443833160090818,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,-0.0644307240728987,-4.33680868994202e-19,0,0.169118803590389,0,0,0,0,0,0,0.131634525311287,-0.0714004510117908,0,0,0,0,0,0,0.143626860015013,0,0,0,0.0775769483047802,0,0.0666890905148982,0,0,0,0,0,0,0,0,0,0.113592665415606,0,0,0,0,0,0,0,0,0,0,-0.0170216559708612,0.00381873911569492,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.664111167889377,0,0,0,0,0,0,0,0,0,0,0,0,0.0632241231179885,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0786672948699203,0.075954327165156,0.230889750696771,0,0,0,0.015249166312505,0,0,0,0,0,0,0.0426790013562224,-0.0192910675823542,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0.0106432843460503,0.19728531747376,0,0,3.46944695195361e-18,0.207317580367983,0,0,0,0,0,0,0,0,0,0,0,0.0314621424676974,0.0645493539317043,0,0,0,0,0,0.046506017052734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354287790176023,-0.00211132204980577,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0.23755842722771,0,0,0,0,0,0,0.225698559921508,0,0.0215419289716937,0,0,0.109560557055616,0,0,0,0.134170439792475,0,0,0,0,0,0.0627591197038308,0,0,0,0.0588087541263803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.039045940315848,0,0,0,0,0,0,0,0,0.079729797178536,0,0,0,0.0486527038486037,0,0.159002690761258,0,0.131572908937156,0,0,0.0395756019121545,0,0.131505228701869,0,0,0,0,0,0,0,0.0354304972683241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0,0,0,0,0.00904653225954143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140737254648985,0,0,0.126341270106642,0,0.206757190495266,0,0.213872568662455,0,0.0900593683002091,0,0,0,0,0,0.0535629501104052,0.0291319063073642,0,0,0,0,0,0
X600529.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.305371705125551,0,0,0,0,0.035978183527823,0,0,0.0476123802937788,0,0,0,0.130553174643131,0,0,0,0,0,0.270802139619359,0,0.00626132903466738,0,0,0,0,-0.238358642281213,0.349328804512337,0,-0.0778652637224574,0.435490848568556,0,0,0.23047985616583,0,0,0,0,0,0,-0.123158735807428,-0.0786725084553659,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,-0.266864406459731,0,0,0.284425784350242,0,0,-0.11901486779552,0,0,0,-0.319201680224758,0,0,0,0,0,0,0.0390047650065315,0,0.0882243927840232,0,0.387600207688264,0,0,0,0,0,0,0.256147838640344,0,0,0.100058634567768,0,0,0,0,0,0.0383649755846927,0,0,0,0,0,0,-0.0177114745325123,0.00149438239733182,0,0,0,0,0,0
