,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X300072.SZ,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X600660.SH,X600188.SH,X601992.SH,X600027.SH,X600157.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X002466.SZ,X601158.SH,X000959.SZ,X600299.SH,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X000539.SZ,X000983.SZ,X000825.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X002460.SZ,X601699.SH,X600021.SH,X600098.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.191139869493539,0,0,0,0.0358785419148021,0,0,2.16840434497101e-19,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102147942327695,0,0,0,0,0,0,0.0674259003662936,0,-0.00666933779191028,-0.00961209454806287,0.00226152585602125,0,0,0,0,0,0
X600028.SH,0.575454500298184,0,0,0,0,0,0,0,0,0.146553931499225,0,0,0,0,0.00750108686472688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00890676058215045,0,0.014335726750936,0,-0.0057044885465264,0,0.142685559737254,0,0,-0.0680210403444408,-0.0121413661554812,0.00902453488996209,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.162253658182356,0,0,0,0,0,0,0,0,0,0,0,0.0157856969538133,0,0,0,0,0,0,0.106060239901377,0,0.0101982854526145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174694050002209,0.0398327177346253,0,0,0,-0.022408035768128,0.00770107439931452,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0143555458247126,0,0,0,0.0949690898293052,0,0,0,-0.0554324214643652,0,0,0,0,0.375737621370287,0,0,-0.203512034404894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936111945375238,0,0,0,-0.0246047723282576,0,0.0735620402428696,0,0.0904148955850843,0,-0.00823426003929166,0.00194303186282159,0.0435781191717065,0,0,0,0,0
X600011.SH,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00802276462584759,0,-0.0625160317045446,0,0,0.162041748182339,0,0,0,0,0,0.33491301956186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598130443161641,0,0,0,0,0,0,0.000653796615386357,0.0155339733921536,0,0,0.237464974123341,0,0
X600585.SH,0,0.0250079898111221,0,0,0,0,0,0,0.233892297596022,0,0,0.0265661241889439,0,0,0,0,0.1164669241645,0.0283472020593935,0.103250745358219,0,0,0,0,0.0759375400877374,0,0,0,0,0,0,0,0,0,0,-0.25793168241006,0,0,0,0,0,0.0950853981884252,0,0,0,0,0,0,0,0,-0.128859629701414,-0.0110190756555989,0.00360645524365755,0,0,0,0,0,0
X600010.SH,0,0,0,0.0301137215236874,0,0,0,0,0,0,0,-0.0147891703246989,0.0547971689564809,0,0,0.0759136205362826,0.0117402425602203,0,0,0,0,0,0,0.171962340525847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163568064911077,0,0,0,0,0,0,0.0619034793077677,0,-0.0116660178852315,0.00128280957352148,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.16515989602135,0,0,0,0,0,0,0,0,0,0,0.0560146570576526,0,0,0.0599998147104003,0.0199931274296522,0,0,0,0,0.220178252277864,0,0,0,0.00110739210088754,0,0,0.0945405682178047,0,0,-0.0236766903673065,0,0,0,0.0411604210948569,0.0583075766723287,0,0,-0.00583275643357207,0.000405315846620421,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0493096809172632,0,0.298002093643704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820385969441356,0,0,0,0,0,0,0,0,0,0.347507065762995,0,0,0,0,0,0,0,0,0,0.106190086368378,0,0,-0.151082874920155,-0.00904454843772907,-0.000264951141032462,0,0,0,0,0,0
X600688.SH,0,0.475356946962499,0,0.0140793029979963,0,0,0,0,0.0331508844564029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378303967526954,0,0,0,0,0,0,0,0,0,0,0,-0.0294398549872661,0.0686670528777223,0.0160888191055139,0,0,-0.102434581047663,0,0.00176496804630905,0,0,0,0,0,0
X300072.SZ,0,0,0,0.0269640843614696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133277811552267,0.0328068183165351,0,0,0,0,0,0,0,0.0590112024915951,0,0,0,0,0,0,0.20715816865438,0.0892163364287424,0,0,0,0,0,-0.026813581038666,0,0.0810039212362799,0,0,0,0,0,0,0.195339894938169,0.0053516608126302,0.00577670084010706,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76933287039906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183655021352454,0,0.0353645132943868,0,-0.0525079778946044,0,0,0,0,-0.0912702716492434,-0.01814821288843,0.00922983758750853,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.156818984163181,0,0,0,0,0,0.0678573541392477,-0.121365402617785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356328691664051,0,0,0,0,0,0.0778709392671684,0.0385790449314502,0,0,0,0.0687552011380803,0.370908975341478,-0.0603362792759841,0,0,0,-0.00110523228630752,0.000473150327200746,0,0,0,0,0,0
X600795.SH,0,0,0,-0.0212306000974684,0.104119742083146,0,0,0,0,0,0.0494249420549396,0.00699623892822722,0,0,0,0.00315571944415742,0,0,0.0195623703021469,0.0421889520101577,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218938435248893,0,0,0,0,0,0,-0.0401589249176569,0.0348201977797803,0,0,0,0.127568562292418,0,0.0449763737804315,0,0,-0.00756956513237854,0.00394011972299442,0,0,0,0,0,0
X600309.SH,0,0,0,-0.0847623801580887,0,0,0,0,-0.0534329821862155,0,0,-0.0113977878049001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311780263247616,0,0,0.280468005609543,0,0,0,0,-0.0626283355985154,0.135423365088518,0,0,0,0,0,0,0,0,-0.0212780414334433,0,0,0,0,0,0,0
X601991.SH,0,0,0,-0.042987024017636,0,0,0.148251402484767,0,0,0,-0.0615963097156721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103838734407259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491503276155475,0.0916063494835593,0.124251706151221,0,0.115376845264736,0,0,0.00650609091855223,0,0,0.0175872954021406,-0.0130255093515173,0,0,0,0,0,0
X600660.SH,0,0.15132606016478,0,0,0,0,0,0,0,0,0,0.0318283400118227,0,0,0.0902208577259745,0,0,0,0,0,0,0,0,0,0,0,0.0325762580309047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238976557636694,0,0,0.0836629114534509,0,0.0334754506440416,-0.073413056942846,0,0,-0.00416848896594465,0.00835694414130318,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11035351248755,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.136352814303823,0,0,0,0,0,0,0,0.404677766667097,0.0098696300071553,0,0,0,0,0.0767283705710432,-0.0481740267776855,0,0,0,0.0132064711210935,-0.00372447498278651,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,-0.126827583229131,0,0,0,0,0,0.133436085250504,0,0,0,0,0,0,0,0,0,0,0.374200445658867,0.0987323805044296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530802320423256,0,0,0,0,0.0564151153873082,0,0,0,0,0.0487830977097602,-0.0232152923344941,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.074383356784947,0,0,0,0.0338689526472486,0,0,0,0.0278077069440505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672132617892941,0.020865635397829,0.00445657831912653,0,0,0,0,-0.0490497418131972,0,0,0.00698747821886278,0.0019391864562657,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0505480299213414,0,0,0.0334162435409484,0,0,0,0,0,0,0,0,0,0,0.0997273467926993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275820184989043,0.158133703170121,-0.00647944285655952,0,0,0,-0.00631108243760305,0.00534577428567546,0,0,0,0,0,0
X600886.SH,0,0.13815292469498,0.0482438054061985,-0.00230984401068294,0,0,0,0,0.0751574095266736,0,0,0,0,0,0.0783703316824882,0,0.0396112125835026,0,0,0,0,0,0,0,0,0,0,0,0,0.0384391116145344,0,0,0,0,0,0,0,0,0,0,0,0.0563091667083405,0,0.0105739313481269,0,0.0824885335337584,0,0,0,0,-0.00109646230984062,0.000786172475231832,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.051400862440803,0,0,0,0,0,0,0,0,0,0,0.0973245204898051,0,0,0,0.0687085690927068,0,0,0,0,0,0.0606506455573752,0,0,0.0674820758171353,0,0,0.0421556384932021,0,0.0406959479590017,0,0,0,0,0.0475773832125019,0.0124038541183521,0,0,-0.0121499993929494,0.00541873707010674,0,0,0,0,0,0
