,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X000301.SZ,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X002271.SZ,X600803.SH,X600426.SH,X601991.SH,X000983.SZ,X600362.SH,X600176.SH,X600027.SH,X000723.SZ,X000629.SZ,X601699.SH,X600096.SH,X600348.SH,X000408.SZ,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X002353.SZ,X000933.SZ,X300073.SZ,X002080.SZ,X600157.SH,X600985.SH,X600549.SH,X600295.SH,X000807.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0234384474903071,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625797701862686,0.279718254582427,0,0,0,0,0,0.0489376852316963,0,0,0,0,0,-0.0633059901528962,0,0,0,0,-0.00041263305070723,0,0,0,0,0.0706178338193027,0,0,0,0,0,0,0,-0.0369268932688157,0,0
X601088.SH,0,0,0,0.0507180459475759,0.27040432387279,0.160488271640625,0,0,0,0.231660849855043,0,0.186993780557348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177452429069876,0,0,0,0,-0.0149195971787424,0,0,0.0198855950644955,0,0,0,0,0,0,0.0744909262286776,0,0,0,0,-0.0427717640908373,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0650354857974383,0,0,0,0,0,0,0,0.0134383479244279,4.33680868994202e-19,0,0,0.00706067060590337,0,0,0,0,0,0.000345964640992647,0,0,0,0,0.0420188905523063,0,0,0,0,0,0,0,0,0,0,0,0,0.00842890240085284,0,0,0,0,0,0,0,0,0.0103746043301098,0,0,0,0,0,0,0,-0.0389614185055228,0,0
X600309.SH,0,0.0580015142774145,0,0,0.0675691062730597,0,0,0,0,0.0772642432685025,0,0.0548854326788808,0,0,0,0.00569536393534675,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0293408915316737,0.0499518464123784,0,0.00458107756839727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.565048789827857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220632656610989,0,0,0,0,0,0,0.0279730872473144,0,0,0,0,-0.015024491514991,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00974184896869044,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.681638510402984,0,0.0265745849089332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0934305614820798,0,-0.166188188534342,0,0.0114872619068054,0,0.226836065174368,0.179363247152258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229449950618018,0,0,0,0,0,0,0
X002460.SZ,-0.0725353978672497,0,0,0,0,0.349984147583857,0,0,0,0,0.0437925670162915,0,0,0,0,0,0.0284582184996996,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.116155638156876,0,0,0,0,0,0,0.159327397369717,0,0,0,0,0,0.0728789783810945,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0185269698251708,0,0,0,0.0141216807534253,0,0
X600585.SH,0,0,0,0,0.150381882152898,0,-0.00818525460889373,0,0,0,0,0.0648327661810876,0,0,0,0,0,0,0,0,0,0,0.0386050865586269,0,0,0.0621734418775596,0,0,0,0,0,0.0498721927184469,0,0.0610022605647413,0,0,0,0,0.257552792537444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198988512906664,0,0,0,-0.037559405173246,0,0
X000792.SZ,0,0,0,0,0.0173100689832328,0.242503309029835,0,0,0,0,0,0.109713691986733,0,0,0,0,0.0808103978652598,0,0,0,0,0,0,0.00368189462194964,0,0,0,0,0,0,0,0,0,0,0.102653592049956,0,0,0,0,0.23918167993285,0,0,0,0,0,0,0.0552886799283683,-0.0381613478302445,0,0,0,0,0,0,0,0,-0.0360842437092889,0,0
X601898.SH,0,0.0566433352136852,0,0,0.0326890855030949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390901348087554,0,0,0,0,0,0,0.15691514096021,0,0,0,0,0,0,0.231679539681317,0,0,0,0,0.045229743780381,0,0,0,0,0,0,-0.0235544434033138,0,0,0,0,0,0
