,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600886.SH,X600660.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X600801.SH,X000786.SZ,X600188.SH,X600489.SH,X600111.SH,X600352.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X600027.SH,X600176.SH,X600426.SH,X600299.SH,X601992.SH,X600529.SH,X600612.SH,X002080.SZ,X600315.SH,X600126.SH,X600219.SH,X002353.SZ,X002409.SZ,X000301.SZ,X000723.SZ,X000027.SZ,X000932.SZ,X600516.SH,X002075.SZ,X000883.SZ,X601158.SH,X000898.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00583413448791959,0,0,0,0,0,0,0,0.00714043090953342,0,0,0.11357219856971,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0105818168306428,0,0,0,0.112350878759294,0,0,0.048494819158089,0,0,0.0361052549467195,0,0,0,0,0,0,-0.00242010881358971,-0.0080278285794693,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0671738525976493,0,0,0,0.0705754577722727,0,0,0,0,0,0.00165932208801755,0,0.0083105046314042,0,0.0418625456832576,0,0,0.0793993055847071,0,0,0.0530164512903393,0,0,0,0,0,0,-0.00570783007743648,0.00825674362078507,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0639059897871757,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.239685977015858,0,0,0,0,0,-0.010602701806625,0,0,0.145212373030046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262614586755707,0.00725284628571117,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.106823476105457,0,0,0,0,0,0,0,0,0,0.446428609064938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502778349615423,0,0,0.0484455727229841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192154426952171,-0.00232837065162126,-1.0842021724855e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0287764542551532,0.043526650381156,0,0,0.168483697129536,0,0,0,0,0.063317223675817,0.0791108700140793,0,0,0,0,0,0,0,0,0,0,0.245018384351818,0,0,0,0,0,0,0,0,0,0.0766437548722644,0,0,0,0,-0.0235878315110564,0,0,0,0,0,0,-0.00666959008396734,-0.000318262290149832,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0782722129308529,0,0,0,0,0,0,0,0,0,0,0,0.630362860982529,0,0,0,0,0,0,0,0,0,0,0,0.02920263273203,0.138713961764639,0,0,-0.0454114268319357,0,0,0,0,0,0,0,-0.0533041547507847,0,0,0,0,0,-0.0697271271262539,-0.00437130737335187,-0.0136877834686072,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234164401175216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16893839575657,0,0,0,0.0108158030305997,0,0,0,0,0,0.00603592417162157,-0.00702215195326074,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486932753975798,0,0,0,0,0,0,0.0218957507975778,0,0,0,0,0,0,0,0,0,0,0,-0.0423693995085662,0,0,-0.00464362912981294,0.0125622232102564,0,0,0,0,0,0,0.00177736720116267,0,0,0,0,0,0,-0.015394469294538,-0.0148476399823016,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0898227493750107,0.0100731304533544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249770298354625,0,0,0,0,0,0,0.068115363991237,0,0,0,0,0,0,0.0403648418553665,0,0,0.0717896904694195,0,0,0,0,0,0,0,0,0,0.0270997199777206,0,0,0,0.200812839234655,0,-0.0148051108690038,-0.0190010667759929,0,-0.0846219023063194,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978847141229084,0,0,0,0,0,0,0.296049392390533,0,0.160078744782496,0.0203398603975762,0,0,0,0.0622850327275975,0,0,0.0732910306312541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0439556866316924,0,0,0,0,0,0,0,0,0,0,0.0995180539586803,0,0.0217206068870371,0,0,0,0,0,0,0.0254525996010156,0,0.0220704554925446,0,0,0,0,0,0,0,0.0536407278732534,0,0,0,0.0262183522537884,0,0,0,0,0,0,0,0,0,0,0,-0.0100106453837036,0.0220065628608336,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486477199429605,0,0,0.146066892849717,0,0,0,0.035323963957602,0,0,0,0,0,0,0,0,0,0,0,0,0.00834665686249211,0,0.00499840909427192,0.0107549821978126,0,0.0234328350098241,0,0,0,0,0,0,0,0,0,0,0,0,0.00427780382855942,-0.00376405943754855,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0215450690725859,0,0,0,0,0.011195745526009,0,0,0,0,0,0,0.0887247760126867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493966302141285,0,0,0.0872335634051018,0.0659185044428996,0,0,0.0294567134890628,0,0,0,0,0,0,0,0,0.00988928352024366,0,0,0,0,0,0,0
