,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X002460.SZ,X000983.SZ,X601991.SH,X600426.SH,X601699.SH,X000301.SZ,X002128.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X000630.SZ,X002466.SZ,X000877.SZ,X600219.SH,X601168.SH,X600985.SH,X600176.SH,X000408.SZ,X000883.SZ,X600096.SH,X002353.SZ,X600348.SH,X000027.SZ,X600282.SH,X600612.SH,X000932.SZ,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0484196017358791,0.584470349308585,0,1.73472347597681e-18,0,0,0.0226778720190258,0,0.157576010922911,0,0,0,0,-0.0743109574186135,0,0.0640159518406991,0,0,0,0,0,0,-0.0460528825913083,0,0,-0.113782037312671,0,0,0.0507142313992027,0,0,0.000466305164577345,0,0,0,0,0,0.0425740253752429,-0.116482568300776,0,0,0,0,0,0,0,0,0,0,0,0.0311452551399751,0,0,0,0,0,0,0
X601088.SH,0.302982996089164,0,0,0,0.150356392256951,0,0,0,0,0,0,0,0,0,0,0.0445469221046479,0,0,0,0,0,0,0,0,0.0447383223813258,0,0,0.129413432897965,0,0,0,0,0,0,0,0,0,-0.0600208887541449,0,0,0,0,0.013191870820119,0.0614142756586364,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0135438939214797,0,0
X600028.SH,0.457473378583921,0.0576560186269317,0,0,0,0,0.106269049604672,0,0,0,0,0,0,0,0,0,0,0,0.0154852868194806,0,0,0,0,-0.152891016616172,0,0,0,0,0,0,-2.16840434497101e-19,0.00648648858064418,0.0233090976393208,0,0,0,0.0082182273688111,0,0,0,0.0423384727184673,0,0,0,0,0,0,0,0,0,0,0,-0.000152630073732586,0,0,0,0,0,0
X600309.SH,-0.0592850673059305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985815426213519,0,0,0,0,0,0,0,0,0,0,0.0862700054735925,0,0,0,0.0793254549858015,0,0,0,0,0.0251967569911706,0,0,0,0,0,0,0,0,0,0,0.0732344654287252,0,0,0,0,0,0,0,0,0,0.088005778071639,0,0
X600188.SH,0,0,0,0,0,0.0286526151197066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208109160830412,0,0,-0.21966891131309,0,0.0386558723386696,0,0,0,0,0,0.28191019295721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0139136633956048,0,0,0,0.0393205783712372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833552663605949,0.0280527979750097,0,0,0,0,0,0,0,0.178697295168707,0,0.0350555734455184,0,0,0,0,0,0,0,0,0.323243117223292,0,0,0,0,0,0.00304915410848546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0887301430600909,0,0,0,0.0424980813462811,0,0,0,0,0,0,0,0,0,0,0,0,0.196550165458579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248476950767205,0,0,0,0,0,0,0,0,0.105810773170398,0,0.353011932935424,0,0,0.0359994112394439,0,0,0,0,0.00614369617447586,0,0
X600011.SH,0.0954162000514197,0,0,0,0,0,0,0,0,0,0,0,0,0.267244229155508,0,0,0,0.0226010297465403,0,0,0,0,0,0,0,0.353782532733261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274844191521665,0,0.0149977277710557,0.0804207536213038,0,0,0,-0.0633315119288355,0,0
X600886.SH,0,0,0,0,0,0,0,0.0895072456320225,0,0,0,0,0,0.158979299066595,0,0,0,0,0,-0.115149520179141,0,0,0,0,0,0.0555629786490617,0,0,0,0,-0.0592588269287172,0,-0.0989856081452833,0,-0.0236967098031912,0,0,0,0,0,0,0,0,0,0.102634189562602,0,0,0,0,0,-0.116311410546065,-0.0135346622739432,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826554097763559,0.0198299184561957,0,0,0.0430434502386838,0,0,0,0,0,0,0.0286962864642228,0,0.325826152901573,0.132677923274199,0.279899616039801,0,0,0.0773060697361673,0,0,0,0,0,0,0.023275721027865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0469940222066878,0,0,0,0.184449639706874,0.600319101138443,0,0,0,-0.0696732948715201,0,0,0,0,0,0,0,0,0,-0.0311332410547671,0,0.1276971379616,0,0,0,0,0,0,-0.0647515175157755,0,0,0,0.0149489293683426,0,0,0,0,0,0,0,-0.00555279054357425,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.128930511955503,0,0,0,0,0.13609337444534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435011180954787,0,0,0.127622281972399,-0.0730923249066271,0,0.0459081988046423,0,0,0,0,0,0,0,-0.0749878274146818,0,-0.0199285986660594,0,0,0,0.0111650717420573,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121774881067977,0,0,0,-0.0771307348508425,0,0,0.282744459279874,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0271571641308048,0,0,-0.0451654688225047,0,0,0,0.0270295841015097,0,0,0,0,0,-0.0837544286433309,0,0,0,0.0202180581930618,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.252608554445176,0,0,0,0,0,0,0,0,0.0759635608907345,0.351342885591241,0,0,0.0439259501510743,0,0,0,0,0.0900150119918534,0,-0.059569750939702,0,-0.00808846811558945,0,0,0,0,0,0,0,-0.0481203578873899,0,0,-0.00360634678983991,0,0,0,0,0,0,0,0,0,0,0,-0.00984083034151701,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0491230513519885,0,0,0.110499620163646,0,0,0.0471104336757435,0,0,0,0,0,0,0.131752532631557,0,0,0,0,0.0998118411947973,-0.0670248090312857,0,0,0,0,0.202149181266739,0,0,0,0,0,2.16840434497101e-19,0,0,-0.00188929929454143,0,0.243084635215322,0,0,0,0,0,-0.0340811547196559,0,0,0,0,-0.0152621931542041,0,0
X600362.SH,0,0,0,0.0499026724829581,0,0,0,0,0,0,0.125014985814494,-0.0890657897370712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338546654099301,0,0,0.56806408446495,0,0,0,0.242119901081268,0,0,0.0436863499091067,0,0,-0.0256885291563654,0,0,0,0,0,0,0,0,-0.028800928387735,0,0,0,-0.00966712486901551,0,0
X600489.SH,0,0,0,0,0,0,0,0,-0.0522186461728064,0,0.650684361017767,0,0,0,0,0,0,0,0.118397300013754,-0.104381759540989,0,0,0,0,0,0,0,0.0690501628334193,0,0,0,0,0,0,0,0.0202756968794295,0,0.0308467430115515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322390157564859,-0.0390645456455713,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708504026379731,0,0,0,0,0,0,0,0,0,0,0,0.268165793557929,0,0,0,0,0,0,0.0779287274987302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108107771121623,0,0,0,0,0.0193948056075321,0,0,0,0.0232923490171968,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0840161770080035,0.239239316841656,0,0,0,0,0.000766507278791751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14243436430899,0,0,0,-0.0444415548912083,0,0,0,0,0,0
