,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X000408.SZ,X600886.SH,X600011.SH,X000786.SZ,X600219.SH,X000825.SZ,X000723.SZ,X000932.SZ,X600399.SH,X300037.SZ,X601991.SH,X600803.SH,X002080.SZ,X600795.SH,X000959.SZ,X000831.SZ,X002409.SZ,X000898.SZ,X000807.SZ,X002145.SZ,X600352.SH,X600486.SH,X002407.SZ,X000027.SZ,X600549.SH,X600489.SH,X600801.SH,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0506380126921517,0,0,0,0.0394421197093495,0,0,0,0,0,0.0298504812894034,0,0,0.0428137731011496,0,0,0.0225334366132041,0,0,0,0,0,0,0.0908668199131954,0,0,0,0,0,0,0,0.0506462831976355,0,0,0.00890852245109819,0,0,0,0,0,0.0335314464292143,0,0,0,0.0433182167791357,0,0,0,-0.000275002257459048,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0391579617103495,0,0.0568603800565528,0,0,0,0.0484067881913077,0,0.0832669616993254,0,0,0,0,0,0,0,0.0102797402913995,0,-0.0469448567591216,0,0,0,0,0,0,0,-0.0225998246352062,0,0.00475142612488158,0,0,0,0,0,0,0,0,0,0,0,-0.0123592393874752,0.022660766855016,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00453978193142478,0,0,0.0608059013161633,0,0.0880917082212258,0,0,0,0,0,0,0,0,0,0.11255560037071,0,0,0,0,0.10642373090891,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0938367463256464,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0405424068278633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508860447526493,0.0222868804727942,0,0.211264663673801,0,0,0.0236791533527336,0,0,0,0.0771296473816096,0,0,0.00785213177924629,0,0,-0.0503888630400986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877446723971038,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.328034772517483,0,0,0,0,0.072030673678855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783636606367054,0.0177658168791427,0,0,0.360726866343753,0,0,0,0,0.0510598171367342,0,0,0.0177569375232089,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0341255064685744,0,0,0,0.00263647267512083,0,0,0,0,0,0,0,0,0,0,0.0311782951021861,0.0239252774429958,0,0,0,0,0,0,0,0,0,0,0,-0.00603184533930686,-0.01350662497843,0,0,0,0,0,0,0,0,0.561888158134188,0.00675747881371029,0,0,0.0293760387303901,0.0525907064589383,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.00504498702860722,0,0,0,0.0790101364517853,0,0,0,0,0,0,0,0,0,0,0,0.0407957309592887,0,0,0,0.197910540738238,0,-0.0693686372746559,0,0,0,0,0,0,0,0.347931475616273,0,-0.0272425619517485,0,0,0.0269315575324576,0,0,0,0,0,0,0,0.014032669648592,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.00875514606117993,0,0,0,0,0,0,0,0.0375475100537583,0,0,0,0.0581410799013585,0,0,0,0,0,0,0,0,0,0,0,0,0.085427817615352,0.0762295531334148,0,0,0,0,0,0.202349974811299,0,0,0,0,0,0,0,0,0.575945725346181,0,0,0,0,0,0.0570570918704814,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.116652504800693,0,0,0.32590173059146,0,0.181728827778588,0,-0.0707336391826535,0.203350338783424,0,0.311830852077721,0,0,-0.171592918541123,0,0,0,0.100536433940031,0,0,0,0,0.180447477584128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522385322454343,0,0,0,0,0,0,0,-0.0553415861700905,0,0,0,0,0,0,0
X002271.SZ,0,0,0.190772309040503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055766979214333,0.0219567317106214,0,0,0,0,0.0863550392210226,0,0,0.0350811496481527,0,0,0,0,0,0.0170490606740182,0,0,0,0,0,0,0.0733871562862775,0,0,0,0,0,-0.0467039374310817,0,0,0.0989857450873262,-0.0783292578467732,0,0,0,0,0,0
