,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X600011.SH,X000708.SZ,X000877.SZ,X600010.SH,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600176.SH,X000629.SZ,X600426.SH,X600362.SH,X000408.SZ,X000786.SZ,X600096.SH,X601991.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X002080.SZ,X600348.SH,X600027.SH,X600160.SH,X600141.SH,X600219.SH,X601699.SH,X600378.SH,X002407.SZ,X600157.SH,X600801.SH,X000155.SZ,X002353.SZ,X600549.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0457457467814763,0,0,0,0,0,0,0,0,0,0.0480536067700943,0,0,0,0,0,0,-0.015256661293713,0,0,0,0.195992894361408,0.0439517353897212,0,0,0.0886737634317425,0,0,0,0,0.0145753226102258,0,0,0,0,0,0,0,0,0,0.00390354937045289,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.115475098466217,0,0.0804571854175246,0,0,0,0.165093462034569,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287271584824698,0,0,0,0,0,0,0,0,0,0,0,0.0613995655966185,0,0,0,0,0.196717009552716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154344846927068,0,0
X600028.SH,0,0,0,0.0138734851813103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111815709265577,0,0,0.0100282763772028,0,0,0,0,0,0,0,0.0384337705371912,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0151529658894692,0,0,0.0773162771411396,0,0,0.0230229421614272,0,0.0413552590748336,0,0,0,0,0,0,-0.00246630974360561,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.00238742613658472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588572854915662,0,0.0167153479610341,0,0,0,0,0.247348468993045,0.0108622235013042,0,0,0,0,0.0550886038198916,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.599223146676245,0,0,0,0,0,0,0,0,0.0282837118730526,0,0,0,0,0,0,0,0,0,-0.0308291148247486,0,0,0,0,0.0811420673709885,0,0,0,0,0,0.106706570446537,0,0,0,0,0,0,0,0.143355118098531,0,0,0.0400832712012249,0,0,0.0496370207720809,0,0,0,0,0,0,0.0927130290221535,0,0
X002460.SZ,0,0,0,0,0.151297055051334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699431492966856,0,0,0.111662090656884,0,0,0,0,0,0,0,0,0,0.0286648651165512,0,0,0.128333113061697,0,0,0,0,0.114740605244428,0,0.0497440003431744,0,0.0923366512676945,0,0,0,0,0,0,0,0,0,0,0,0,0.0175413845849453,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.430538442927999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264470594328306,0,0,0.196414016106098,0,0,0,0.0391882387642058,0,0,0,0,0.101812664857736,0,0,0,0,0,0,0,-0.0327777238434558,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0149395065650163,0,0,0.0214713999721533,0,0,0,0,0,0,0.0959844807903353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494408050997548,3.46944695195361e-18,0,0,0,0,0.101957330109621,0,0.0135831121598292,0,0,0,0,0,0,0,0,0.341888419784481,0,0,1.73472347597681e-18,-0.0261036699668575,0,0,0,0,0,0,-0.0091081500052322,0,0
X000792.SZ,0,0,0,0,0.146931043547562,0.255350636761443,0,0,0,0,0,0,0,0,0,0.0845635341426722,0,0,0,0,0,0.040553794183619,0,0,0.100430716247942,0,0,0,0,0,0,0,0,0,0,0.0307274738019446,0.0448430383217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523348179904807,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960847268148795,0,0,0.0312183729726254,0,0,0.0272828601513377,0,0,0.0188094623776116,0,0,0,0.0991758108444298,0,0.00723649952066937,0,0,0,0.0432653414516707,0,0,0,0,0,0.129683270083061,0.0808678737951988,0,0,0,0,0,0,0,0,0,0.0255696416911916,0,0,0,0,0,0,0
X601898.SH,0,0.147295800373507,0,0,0,0,0.0608932709788033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202044117973175,0,0,0.36783847631029,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0605696842670217,0,0,0,0,0,0,0,0,0.0294223080415953,0,0
X600111.SH,0,0,0,0,0,0.162475415816585,0,0,0,0,-0.0642530418317753,0,0,0.0747197004747492,0,0,0,0,0,0,0,0.00492964781119754,0,0,0,0.0860567074810387,0,0.241510124051102,0,0,0,0,0,0,0.117043914710096,0.151002986852604,0,0,0,0,-6.93889390390723e-18,0,0.240335495232056,0,0,0,0,0,0.18788399707149,0,0,0,0,0,0,0,0.0442993791583231,0,0
X600660.SH,0,0,0,0,0,0,0.0509716200168903,0,0,0,0,0,0,0,0,0.0186405765270862,0.208568741631021,0,0,0,0,0,0,0,0.0415086248052424,0,0,0,0,0,0,0.061645376795826,0,0.00960113581409821,0,0,0.0489332782874635,0,0,-0.165261350630811,0,0,0,0.0819425756752849,0,0,0.133867927914674,0,0,0.0997182807912134,0,-0.0422590431752681,0,0,0,0,-0.0228175750578034,0,0
X002271.SZ,0,0,0,0,-0.00859292850876872,0,0,0,0,0,-0.121339982162158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88455177486625,-0.0439165105490422,0,-0.14103392741897,0,0,0,0,0.285763889558719,0,0,0,0,-0.0508272269522897,0,0,-0.130086578238025,0,0,0,0,0,0,0,0,0,0,0,0.0351139724412727,0,0
X000301.SZ,0,0,0,-0.00935487370023574,0,0,0,0,0,0,0,0,0,0,0,0,0.0950517991763839,0,0.0741373175849359,0,0,0,0,0,0,0,0,0.450331095082137,0,0,0,0,0,0,0,0.000779557966349806,0.0277407691546086,0,0,3.46944695195361e-18,0,0,0,0.071943192594855,0,-0.0840285115840853,0.14134335029718,0,0,0.0113477928602177,0,0,0,0,0,0,0.139740499600937,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0336173055600806,0,0,0,0,0,-0.205977232080994,0,0,0,0.157933266236363,0,0,0,0,0,0,0,0,0,0,-0.0288907874271028,0,0,0,0,0,0,-0.00428060142690439,0.842939459958107,0,0,0,0,-0.0144394564307452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670795480379625,0,0,0,0,0,0.0457616599727445,0,0,0,0,0,0,0.156118748953758,0,0,0.00819810367454039,0,0,0,0,0,0,0,0.0904026223852587,0,0.0638169518566606,0,0,0,0,0.0587236952787538,0,0
X000877.SZ,0,0,0,0.0843163945713138,0,0,0,0,0,0,0,0.0887226913624505,0,0,0,0,0,0,0,0,0,0.0564489260369193,0,0,0,0.0497764028315299,0,0,0.146359495410645,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187455129757322,0,0
