,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X600157.SH,X000709.SZ,X600111.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X600299.SH,X600008.SH,X002271.SZ,X000883.SZ,X600352.SH,X600176.SH,X600219.SH,X000792.SZ,X000408.SZ,X000630.SZ,X600578.SH,X000539.SZ,X000027.SZ,X600583.SH,X000786.SZ,X600808.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00112917477791788,0,0,0.0227625924784431,0.156485602432529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228984934974274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254696133283942,0,0,0,-0.0163828372834496,0.00375689144123025,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162856271180773,0,0,-0.142085357890528,0,0,0,0,0,0,-0.0446093301924643,0,0,0,0,0,0,0.00555877798597887,0.0230169181304387,0,0,0.071895396206877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285519050927704,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.000153831368472639,0.0188981252836827,0,0,0,-0.0191548060372404,0,0.0248878264313167,-0.00103039085132695,0,0,0,0.00980911207486773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201153517783592,0,0.0108004980876593,0,-0.00934675513914313,-0.0162021190803226,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068813091046902,0,0,0,0,0,0,0,0,0.110334945798758,0.089559657940359,-0.0442969315795924,0,0,0.00647915183913507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676515046594041,0.0244035015617408,0,-0.0178204505306047,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0307824109269655,0,0,0,0,0,0,-1.0842021724855e-19,0,0.229411294166037,0,0.00506239308824998,0,0,0.0267629085508162,0,0,0,0,0,0,0.0195146703263747,0,0,0,0,0,0,0,0,0,0,0,0,0.149417970903458,0,0,0,0.0105244433196549,0.0212965103352163,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120049164519523,-0.108143259206501,0,0,0.13433690445111,0,0,0,0,0,0,0.11724821452489,0,0,-0.0343025578412852,0,0,0,0,0,0.0079913029766239,0,0,0,0,0,0.154153933817581,0,0,0,0,0,-0.000706721181176678,0,0,0,0,-0.0280513311123235,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.00659996019245661,0,-0.0619894383401691,0,0,0,0,0,0,0,0,0.0795292439023738,0,0.164823172018852,0,0,0,0,0,0,0,0.0733736606573087,0,0,0,0,0,0,0,0,-0.0483996710109628,0,0.000404377792090236,0,0,0,0.0875682032212372,0,-0.00483152271187596,-0.0356619543357674,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0233923794714358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177161118073327,0,0.117461036138342,0.0226693485684655,0,0,0.0353107133664684,0.0143366620566209,0,0,0,0,0,0,0.0490171072570292,0,0,0,0,0,0,0,0.0563212054728125,-0.00775513422765059,0,0.174999630163784,0,-0.0077431159598487,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0569831321293907,-0.0768523382202704,0,0.185861710726719,0.0671269766554911,0,0.314110486426534,0,0,0,0.233518807170775,0,0,0.0422769144414651,0,0,0,0,0,0,0,0,0,0.100597863652461,0,0,0,0,0,0,0,0,0,0.0103219164236889,0,0,0,0,0,0,-0.0206568857030915,-0.0259148830022964,0,0,0,0,0,0
X600688.SH,0,0.257572374673206,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0239989533871719,0.0319815013028583,-0.0114478291264105,0,0,0,-0.0272104428122039,0,0,0,0,0,0,0.0145843549049998,0,0,0,-0.0178459184770649,0,0,0,0,0,0,0,0,-0.0399750606017996,0,0,0,0,0,0,0,0,0,0,-0.0181475544388004,0,0,0,0,0,0,0
