,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X600111.SH,X002460.SZ,X600188.SH,X601991.SH,X600660.SH,X600516.SH,X600547.SH,X300072.SZ,X600886.SH,X000709.SZ,X000898.SZ,X000792.SZ,X600157.SH,X600027.SH,X000408.SZ,X600339.SH,X000807.SZ,X600489.SH,X600219.SH,X000959.SZ,X600549.SH,X000723.SZ,X600808.SH,X600352.SH,X000983.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000883.SZ,X002271.SZ,X600299.SH,X000630.SZ,X600008.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0325857155855125,0,0.0236866190614866,0.0318135496072934,0.0141954042189363,0,0,0.0246500916798799,-0.00628265758550501,0,0,0,0,0,0,0,0,0.0106788938049279,0,0,0,0,0,0,0,0,0,0,0,0,0.00882519156909746,0,0,0,0,-0.0141698988955695,0,0,-0.0124811858879671,0.0285277466513332,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0739591021589598,0,0,0.0405930439673042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160675207379143,0,0,0,0,0.0535522952520701,0,0,0,0,0,0,0,0,0,0,0,0.00413914229326481,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0867928493588707,0,0,0,0,0,0,0,0,0,0.414943193292837,0,0.0285287504067054,0,0,0,0,0.020630826937864,0,0,0,0,0,-0.0987962163052366,0,0,-0.0618351097789459,0,0,0,-0.0133724151606297,0,0.0403459788514239,0,0,0,0,0.0695141186570046,0,0,0,0,0,0,0,0,0,-0.0121006278336224,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0902133431735987,0,0,0,0,0,0,0,0,0.0437443655772847,0,0,0,0,0,0,0,0,0,0.114403484264755,0,0,0,0,0,0,0,0,0,0,0,0.358858908274534,0,0,0,0,0,0,0,0,0,0,0,-0.0329603847698412,-0.025767603140504,0.0212253782847387,0,0,0,0,0,0
X600585.SH,0,0.282144429580385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221913923162932,0,0,0,0,0,-0.141647809418937,0,0,0.183470051599823,0,0.125793824031836,0,0,0,0,0,-0.00051846939928971,0,0,0,0,0,0,0.122996619353643,0,0,0,0,0,-0.0325437336313249,0.0360630761877795,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293183739913787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113064419197081,0,0.178642412174608,0,0.137357132477439,0.0558842042810626,0,0,0,0,0,0,0,0,0,-0.00927802279465299,0.00934293096642462,0,0,0,0,0,0
X601600.SH,0,0,0,0.190234127872117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185370663123123,0,0,0,0.148332188276337,0,0.147363876669873,0,0.121684507543674,0,0,0,0,0,0,0,0,0,0,-0.0195332300610068,-0.0150724333583863,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222136696031688,0,0,0.138087752303862,0,0.0981032210390087,0.0290464035208914,0,0,0,0,0,-0.0821788084342658,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0892924049041188,0,0,0,0,0,0,0,0,0,-0.0157639541705326,0.0187954940167322,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0820572215078,0,0,0,0,0,0,0.0186931639502472,-0.0029515560539024,0,0.00673391182397359,0.011506072572937,0,-0.0140838416373692,0,0,0,0,0,0,0,0,0.0944258849855639,0,0,0,0,0,0,0,0,0.0880728055663897,0,-1.35525271560688e-20,0,0.0422593543180462,0,0,0,0,0,0,0,0,0.00835896127876329,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0574955778453288,0,0,0,0,0,0,0,0.136805980975677,0,0,0,0,0,0,0,0,0,0,0.1703885588822,0,0,0,0,0,0,0,0,0,0.117063675958542,0,0.101507183066698,0,0.0349831449316325,0,0,0,0,0,0,0,0,0,0,0.0112919659417847,0.00241753695212972,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603455845791866,0,0,0,0,0,0,0,0.0119638908256978,0.0329694772269614,0.041791776537865,0,0,0,0,0,0,0,0,0.054137293070128,0,0,0,0,-0.0444306271071925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.108925624448595,0,0,0,0,0.0783510027066545,0,0,0,0,0,0,0,0,0.0995365005527877,0.0999189702517767,-0.0319457213816037,0,0,0.0366529459999089,0,0,0,0,0,0,0,0,0,0,0,0,0.0572428488971998,0,0,0,0,0.584522617426174,0,0,0,-0.00916705545227826,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0816928246017017,0,0,0,0,0,0,0,0,0,-0.084699929926298,0,0,0,0,0,0,0,0,-0.0946847203264355,0.0383847011772319,0.134861713691598,0,0,0,0.0182926345487961,0,0.0270671454686529,0,-0.0315216738737132,0,0,0.0558518421424508,0,0,0,0,0,0,0,-0.0308767276420721,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0240168009289808,0,0,0,0,0,0,0,0,-0.0934043057843813,0,0,0,0.0123375301208672,0,0,0,0,0.044982160413034,0,0,0,-0.0154734643337182,0,0,0,0,0,0,0.0738519232019182,0.0221846012553333,0.0588899789384217,0,0,0,0,0,0,0,0,0,0,0,-0.00508014546288348,-0.0206068077015878,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0332873898008385,0,0,0,0,0,0,0,0,0.0396471517123291,0,0.487999749508525,0,0,0,0,0,0,0,0.0464921498681034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498514387518361,0.0982427241219271,0,0,0,0,0,0.154043756513907,0,0,0,-0.0106718764108944,-0.00746827953759275,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656813756309892,0,0,0,0.0915534025988202,0,0.102529496321383,0,0.227806776354477,0,0,0,0,0,0,0.0905394735111283,0,0,0,0.254898602724883,0,0,0,0.0512450340980567,0,0,0,0,0,0,0,0,0,0,-0.0229879039938297,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.663420698977288,0,0,0,0,0.107847593262115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123000827483063,0,-0.086031776604001,0,0,0,0,0,0,0.272762694698248,0,-0.0847757232338586,0,0,0,0,0,0,0,0.0257631258465483,-0.21815916351582,0,0.0143645911294419,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159003535502893,0,0.15251902561782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619364593941946,0,0,0,0,0,0.0544005565948346,0,0.359225466766519,0.0972283315254562,0,0,0,0,0,0,0,0,0,-0.0167140492255066,0.0269609679425545,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566169896850919,0,0.0903047308620269,0.016054651528676,0,0,0,0,0,0,0,0,0,0,0,0.0344709286397384,0,0,0.0448929238509871,0,0.0452182631413609,0,0,0.147500489948152,0,0,0,0,5.42101086242752e-20,0.00575150290372924,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.159924904294337,-0.0429464200186347,0.0881046801411678,0.00436765374271721,0,0.116703445185598,2.16840434497101e-19,0,0,0,0,-0.140882501943399,0.0371186726577232,0.122985463809185,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0389499248705521,0,0,0,0,0,0,0,-0.0331660803456941,0,0,0,0,0,0,0,0,0,0,0,0,0.0271458634707504,-0.0264814853369429,0,0,0,0,0,0
X600516.SH,0,0,0.327041230430826,0,0,-0.124023896842472,-0.236203535496896,0,0,0,0.428678607676208,0,0,0,0,0,0,0,0,0.196631363936993,0,0,0,0,0,0.175115461748842,0,0,0,0,0,0.19026407186048,0,0,0,0.394146945610178,0,0,0,0,0,0,0,0,0,0,0,0.0871796165159569,0,0,-0.0945202268095327,-0.0177744445006748,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291793256344965,0,0,0,0,0,0,0,0,0,0,-0.00719790571566944,0,0,0,0.0395667617969042,-0.00681599483094026,0.691252584515018,-0.0231192719314,0,0,0,0,0,0,0,0,-0.093525593057804,0,0,-0.0196416586271877,0,0,-0.0446138208563072,-0.0130104652488114,-0.0195526325577577,0.0108822800378215,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.13519134196686,0,0,0,0,0.201646388297377,0,0,0,0,0,0,0,0,-0.0555137275254505,0,-0.0183708540330292,0,0,0,-0.318198753413103,-0.103688374155542,0,0,-0.0754780092097762,0,0,0,0,0,-0.170800841957122,0,0,0,0,0,0.172503815297876,0,0,0,-0.00504530868674735,0.0953123926833493,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0209092847469952,0,0.00719947753968814,0,0,0,0.0102254754313516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017798557012784,0,0,0,0,0.0471693064447842,0,0.0890103689137832,0,0,0,-0.0870199256542155,-0.0290382162900024,0.000111421869785105,0,0,0,0,0,0.0561217705521605,0,0,0,0,0,0,0.00987457712943329,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.24908863130124,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0786311312936569,0,0,0,0,0,0,0,0,0,0,0.0236134214329507,0,0,0,0,0,0,0,0.244308833896367,0,0,0.121588298800676,0,0,0.0543843533764966,0,0.00912634498222747,0,0,0,0,0,0,0,-0.0117376010428886,0.0321060951277816,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0741487409556739,0,0,0.173889183997746,0,0,0,0.018651138034052,0,0,0,0.0335256208940103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150304922318012,0,0.458176189943376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347228361243035,0,0,0,0,0,0,0
