,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X601898.SH,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X000786.SZ,X600011.SH,X600886.SH,X600426.SH,X600176.SH,X601991.SH,X600803.SH,X600795.SH,X000408.SZ,X000027.SZ,X600352.SH,X600219.SH,X000825.SZ,X002080.SZ,X600315.SH,X002353.SZ,X600489.SH,X000898.SZ,X600688.SH,X000932.SZ,X300037.SZ,X600801.SH,X000807.SZ,X000830.SZ,X002409.SZ,X000959.SZ,X600399.SH,X600486.SH,X601699.SH,X600027.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.050653278178921,0,0,0,0,0,0.0839668135676632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303643946491602,0,-0.0561105341438061,0,0,0,0,0,0,0,0,0,-0.0510038134705948,0.0775758480372853,0,0,0,0,0.0182547203772636,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0337601334053049,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.129355527574679,0,0,0,0,0,0,0,0,0,-0.00903754474363098,0,0,0,0,0,0.0187272177439949,0,0,0,0,0.0435121925250755,0,0,0.065376383313231,0,0,0.0568520099117601,0,0,0,0,0.00344812426097661,0,0,0.0799023284132876,0,0,0,-0.0183451259209219,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407011971787814,0,0,0,0.213163987549897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415508725188414,0,0,0.0276420739232093,0,0.0285063645138099,0,0.0105515536266318,0.0141100435132841,0,0,0,-0.000584608191947362,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806965414232886,0,0,0.041444296437512,0,0,0.249164077051438,0,0,0,0,0,0,0,0,0,0,0.0185068686250906,0,0,0,0,0,0,0,0.0169369967487313,0.238887447112106,0.0212767696000129,0,0,0.121027384465888,0.0367827238714165,0,0,0,-0.0343662465914264,-0.0218623438254464,0,0,0,-0.00955240234551539,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311776874234929,0,0,0,0,0,0.0039553563005203,0,0,0,0.0105136493518244,0,0,0,0,0,0,0,0,0,0,0.0494997978378808,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.110714121672857,0.132857407280428,0,0,0,0.00448884129311709,0,0
X002460.SZ,0,0,0,0,0,0,0,0.188764854000675,0,0,0.0761477788063814,0,0.423708461349664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188401742583181,0,0,0,0,0,0,0,0.0666091089537914,0.114335036332585,0,0.156521402336945,0.0777253553641288,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204721751934171,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446120135499819,0,0,0,0,0.0544615346809061,0,0,0,0,0,0,0,0.12064499492664,0,0,0,0,0.201262780508758,0,0.0964377003016988,0,0,0.123962401785,0,0,0,0.101322516223251,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.050898032499842,0,0,0,0,0,-0.0581358833216449,0.165186445662937,0,0,0.0797978456533489,0,0,0,0.0664956631557895,0,0,-0.0292908435882228,0,0,0.0587103129248135,0,0.0253158637583431,0,0,0,0,0,0,0,0,0,0,0,0.269554930135509,0,0.0467423826603409,0,0.125506229130506,-0.0554624787745672,0,0,0,0,-0.115981368405204,0,-0.0438575622954152,0,0,0,0,0,0,0
X002271.SZ,-0.0432074419085067,0,0,0.166557119071824,0,0,0,0.0171027083369826,0,0,0,-0.00663597060228301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130098132738232,0.0350946251053927,0,0,0.0589179782552741,-0.0629905032534786,0,0,0.055447882465091,0,0,-0.108691550724514,0,0,0,0,-0.0215735106372776,0,0,0.113058368249609,0,0,-0.0378197395496404,0,0,-0.0310499941729868,0,0,0,0.0389055359431562,0,0
X000708.SZ,0,0,0,0,0,0.017891409032158,0,0,0,0,0,0,0.0260166930355656,0,0,0.0116473467069491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191414553793875,0,0,0,0,0,0,0,0,0,0,0.0690039054992382,0,0.0368547947503048,0,-0.0988079173428305,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.10733310846515,0,0.0408679377865652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279504023634288,0,0,0,0.0300689163688924,0,0,0,-0.0241701836756093,-0.0804209322963725,0,-0.102526692876736,0,4.33680868994202e-19,0,0,0,0,0,0,0.09957156621186,0,0,0,0.153281484864043,0,0,0,0,0,0,0,0,0.0173881180018835,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0437993037665685,0,0,0,0,0.391030953502999,0,0,0,0,0,0,0,0,0,-0.0959651376412277,0,0,0,0,0,0.0384803116682753,0.0502988383573131,0,0,0,0,0,0,0.259206199741777,0,0,0,0,0.00677316136953707,0.205548415962972,0,0,0,0,0,0,0,0,0.0234697360386382,0,0
