,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X002466.SZ,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600011.SH,X600426.SH,X600176.SH,X600219.SH,X000786.SZ,X600886.SH,X000408.SZ,X000723.SZ,X600803.SH,X600399.SH,X000932.SZ,X601991.SH,X600795.SH,X000959.SZ,X000825.SZ,X000831.SZ,X002080.SZ,X000807.SZ,X300037.SZ,X000898.SZ,X002409.SZ,X600352.SH,X600801.SH,X600489.SH,X600486.SH,X601699.SH,X002407.SZ,X600808.SH,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0778058426740649,0,0,0,0,0,0,0.000153607425139117,-0.00129844971731709,0,0,0,0,0,0.0599554660476793,0,0,0,0,0,0,0,0,0,0,0,0.0370314960160186,0,0,0,0,0,0,0.0100766370397084,0,0,0,0,0.00354344052730239,-0.0196550152498291,0,0.0690612074065575,0,0,0.0794009590801109,0,0,0,0.0246592643875699,0,0.0031123318760984,0,0,0,0,0,0,0
X600028.SH,0.258491794264735,0,0,0,-0.0662740622667234,0,0,0,0,-0.0112865825984354,0,-0.000726939886765997,0,0.0476379732297697,0,0,0,0,0,0,0,0,0.0644248570781089,0,0,0,0,0,0,-0.0170403377372678,0,0,0,0.0180275940834008,0,0,0,0.051819352008457,0,0,-0.00899047293927295,0,0.0498714270337462,0,0,0.00955610981162598,0,0,0,0,0,-0.0051246993971543,0.0444804437192429,0,0,0,-0.0148338533224546,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0141147378521633,0,0,0,0,0,0,0.0571605150603466,0.184422251653951,0.0229796973014259,0,0,0,0,0,0,0.104840978711859,0.0854581139996296,0,0,0,0,0,0,0,0,0,0,0,0,-0.126374287620036,0,0,0,0.000526228665578207,0,0,0,0,0,0.0188269416239707,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0716891238809501,0.0754767659636792,0,0,0,0,0,0,0,0,0,0,0.150932656911597,0,0,0.0598116309452129,0,0,0,0,-0.0694630492417457,0,0,0,0,0,0,0,0.0147994812489951,0.00403397232687996,0,0.0399783786561235,0,0,0,0,0,0,0,0,0.059316513155958,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.319196378111286,0,0,0,-0.100649474894045,0.127065246190118,0,0,0,0,0,0,0,0,0,0,0.111631695658118,0,0,0,0,0,0,0,0,0,0,0,0,0.172923298315157,0,0,0.134777085513509,0,0,0,0,0.0419531503162619,0.270214360216123,0,-0.160189308951662,0,0,0.0113079402327731,-0.0269188282340191,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589846623433448,0,0,0,0,0,0,0,0.00495966038251244,0,0.108235532583975,0,0,0,0,-0.0111953405583571,0,0,0,0,0,0,0,0,0,0,0,0,0.427839699825087,0,0,0,-0.0149813031279704,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117836745545311,0,0,0,-0.0663473358111675,0,0,0,0,0,0,0,0,0,0,0,0.046692083138719,0,0,0.0693915007903464,0,0.0166397421884674,0,0,-0.0702371658096151,0.25857087385506,0,0,0,0,0,0,0,0.152696677184125,0,0,0,-0.000651515406622164,0,0,0,0,-0.0767900517035969,0,0
X002466.SZ,0,0,0,0,0.190411740254842,0,0,0,0,0.335194881127102,0.0945189337575856,0,0,0,0.0995819237538861,0.336993243322418,0,-0.121829514430845,0,0,0,0,0,0,0,0,0.285031164570784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700196595031307,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.291612925828699,0,0,0,0.00312134647918456,0,0,-0.0187007719285702,0,0,0.252959837100998,0,0,-0.0478008941547943,0,0,0,0,0,0,0,0,0,0,0,0.143246432453502,0,0,0,0,0,0.204476210784612,0,0,0.163647242234715,0,0,0,0,0,0,0,0.153031714007252,0,0,0,0,0.0181716476972935,0.0785308957673685,0,0,0,0,0,0
X002271.SZ,0,0,0,0.182272819592982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289807041669768,0,0,0,0,0.0165226506213527,0,0,0,0.0174399125379028,0,0,0.0565300081296677,0,0,0,0.140989581720145,0,0,0,0,0,0,0,0,0,0,0.0926270425819859,-0.0430631064564183,0,0,-0.027696604451217,0,0,0.111629233014791,-0.12679665662258,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11352328711501,0,0,0,0,0,0,0,0.179069407251493,0,0,0,0,0,0.0353631413209568,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.296400396317901,0.0467708504004336,0,0,0.0695649363755272,0,0,0,0.0253616198944305,0,0,0,0,0,0.11072254757337,0,0,0.14757821308547,0,0,0,0,0.0793347923733931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0.342723460371375,0,0,0,0,0,0,0,-0.0682793583158468,0,0,0,0,0,0,0,0,0,0.0840277608202858,0.0917889988807903,0,0,0,-0.00284397082162597,0,0,0,0,0,0,0.25171811898428,0,0,0,0,0,0,0.0206125041871405,0,0,0,0,0,-0.0190706952077442,0,0,0,0,0.0959585044108191,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.195275386258882,0,0.230308777751218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222107432632309,0,0,0,0,0,0.0195721940404041,-0.028743930067954,0,0.320433015515277,0,0,0.0610155963108898,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0651707295392609,0.178087935171025,0,0,0,0.027306190221457,0,0,0,0,0,0,0,0,0,0,0,0.0700210031182976,0,-0.0117009766593687,0,0,0,0,0,0,0,0,0,0,0.337768846603447,0,0,0,0,0,0,0,0,0.0208643447202286,0.0955666064465104,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0714101676860837,-0.180068520666233,0,0,0,0,0,0,0,0,0,0,0,0,0.08430558288579,0,0,0.175987991900913,0,0.0182295427725608,0,0,0,0,8.67361737988404e-19,0,0,0,-0.114443748646486,0,0,0,0,0,-0.0784208826360767,0.179405362443686,0,0.169866947791844,0,0,0,0.0224701390503228,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126722574660195,0,0,0,0,0,0,0,0.192039051548855,0.0493463008409074,0,0,-0.0976778614501754,0,0,0,0,0,-0.115200430782418,0.332970439318117,0,0.0804108253551973,0,0,0,0.0595672192047772,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.102008308683651,0,-0.018955239933163,0,0,0,0,0.191837350977938,0,0,0,0,0,0.102829273919344,0,0.0911252581105849,0,0,0,0,0,0,0,0,0,0,0.236626036033811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489326771137641,0,0,0.0273319760705335,-0.0172622880350519,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.00286207808703621,0,0,0,0,0,0,0,0,0,-0.000930660961042547,0.10721019756204,-0.00501601275161639,0,2.16840434497101e-19,0,0,0,0,0,-0.0355069894065571,0,0,0.0379297830298304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264885513024951,0.0388069103925014,-0.0310908176915462,0,0,0,0,0,0.00726232639684339,-0.0111088207453001,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0439187485688805,8.67361737988404e-19,0,-0.070163703789817,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370220340852141,0,0,0,0.00307433679734688,0,0,0,-0.00873376174274509,0.0198196437116642,0,0,0,-0.00643246856289569,0.157013053994003,0,0,0,0,0,0,0,0.110397161355945,0,0.00531842715471048,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.322233800611888,0,0,0,0,0,-0.126891206746404,0,0,0.121277941410095,0,0,1.73472347597681e-18,0,-0.0027557119857926,0.228700995367965,0,0,0,0,0,0,0,0,0.071659726177709,0,0.200673287524516,0,0,0,0,0,-0.0191640890256142,0,0,0,0.0953801590455007,0,0,0,0,0,0,0,0,0,-0.0152335057733034,0,0.0147052957710676,0,0,0,0,-0.187944586292915,0,0
X600176.SH,0,0,0,0,0,0,0,0.0909555157948973,0,0,0,0,0,0.0701579741827922,0,0,0,0,0,0,0,0,0,0,0.075895199112486,0,0,0,0,0,0,0,0,0.125382225613767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,-0.0515556103450356,0,0,0,0.120706776442802,0.376293574540167,0,0,0.0597010866273518,0,0,0,0,0,0,0,0.0686535878370636,0,0,0,0,0,0,0,0,0,0,0.0868867097059404,0,0,0.00329315327090238,0,0,0,0,0,0,0,0,0,0,0.0101189862712289,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0613483166838582,0,0,0.157834416564185,0.0103899532585383,0.023817680391369,0,0,0,0,-0.0665973503162322,0,0,0,0,0.00693568255325275,0,0,0,-0.00319389951020632,0,0,0,0,0,0,0.0279882147348913,0,0,0,0,0,0,0,0,0.32345022933259,0,0,0,0,0,0,0,0,0,-0.0230605858331151,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00185086413463381,0,0.030548829323067,0,0,0,0,0,0,0,0,0,0.0790833343940179,0,0.115979645372004,0,-0.0847964765377631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501525849077533,0,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0.270536961516874,0.175305249429407,0,0,0,0,0.221592374030347,0,0,0,0,0,0,0,0,0.152882496868304,-0.227017172596179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173228593460019,0,0.072673508153282,0,0,0.268798993507581,0,-0.088411901566028,0,0,0.0871384357342386,-0.416935453974997,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0.282906409247994,0,0,0,0,0,0,0,0,0,0,0,0,0.0677010395421323,0,0,0,0,0,0,0,0,0,0.0354413598499216,0,0,0,0,0,0,0,0.0651629600737364,0,0,0.20687495557977,0,0,0,0,0,0,0.0619785768719829,0,0,0,0,0,0,0.100722247820621,6.93889390390723e-18,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0.00254175193087947,-0.0511561551887597,0,0,0,0,0,0.105847282104555,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.08803668262739,0,0,-0.0462107264631144,0,0,0,0,0,0,-0.027382661155626,0.020965569184169,-0.0430134728819464,0,-0.0101030720814734,0,0,-0.0591157273490577,0.0331348085585377,0,0,0,0,0,0,0,-0.0652899928734599,0,0,0,0,0,0
X600399.SH,0,0,0,0,0,0,-0.0783830509086481,0,0.203522586816086,0,0,0,0.00482179506607659,0,0,0,0.160611654012214,0,0,0,0,0.0641125538410621,0,-0.0936112357025864,0.140657549631072,0,0.103206887948673,0,0,0,0,0,0,0,0,-0.0461602059826643,0,0,-0.0854916157596703,0,0.0920426446039192,0,0,0,0,0.0694606463410804,-0.0276878821878709,0,0,0.0521569342930829,0,0.0652229520631033,0,0,0,0,0.188933138697831,0,0
X000932.SZ,0,0,0,0,0.0896801040946482,0,0,0.041260471892775,0,0,0,0,0,0.0179466529583739,0,0,0,0.103810388525846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438820171265935,0,0,0.0333507479311817,0,0.26640236422723,0,0,0,0,0,0,0.00821411380609708,0.15419382625429,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0148426435672901,0,0,0,0,0,0,0.0663292302204854,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0208884397153878,0,0,0,0,0,0,0.0323619949287498,0,0,8.67361737988404e-19,0,0,0,0.0972826480373672,0,0,0,0.020739361564847,-0.0414939476477274,0,0,0.191237091506655,0,0.000576517518950906,0,0,0,0,0,0,0
