,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600188.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X002466.SZ,X600516.SH,X300072.SZ,X600027.SH,X600547.SH,X601992.SH,X600111.SH,X002460.SZ,X600176.SH,X000553.SZ,X600352.SH,X002110.SZ,X000786.SZ,X600299.SH,X600808.SH,X000709.SZ,X600801.SH,X000932.SZ,X000883.SZ,X600426.SH,X601158.SH,X601699.SH,X000408.SZ,X600219.SH,X600339.SH,X601003.SH,X600315.SH,X000539.SZ,X002271.SZ,X600782.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.056115546721809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676913038445125,0,0,0.0388086047125083,0,0,0,0,0,0,0,0,0.00121329251736839,0,0.108608250281362,0,0,0.0877019384844296,0.0590118892354281,0,0,0,0.0343502100832809,0,0.00364790902962518,-0.0231755255392258,0,0,0,0,0,0
X600028.SH,0.0429066226043301,0,0.281753892188517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0798349672659581,0,0,0,-0.0119604167585775,0,0,0,-0.0449363809220092,0,0,0,0,0.0721439201060634,0,0,0,0,0,0,0.0306469366946019,0,0,0.00264033764896958,0.00301609932232039,0,0,0,0,0,0
X601088.SH,0,0.149806492769437,0,0.0480988393129837,0,0,0,0,0,0,0,0.456455029365919,0,0,0,0,0.0285278309708144,0,0,0,0,0,0,0,0,-0.0119175749286445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315600345990308,0,0,0,0.0519577733102417,0,0,-0.0140381658433322,-0.0191158341562646,0,0,0,0,0,0
X600585.SH,0,0,0.0781183540282779,0,0,0,0,0,0,0,0,0.0143293460130563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699489026478378,0.160106935327872,0,0,0,0.178966229868832,0,0,0.0122132392650475,0,0,0,0,0.0244551662538843,0,0,0,0.052580932926678,0,0,0.0028103653722716,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166864820554525,0.18542653241365,0,0,0,0.116412031056566,0,0,-0.0106893874052804,0,0,0,0.122322652006252,0.0743907992813012,0,0.0141435509039822,0.0121986500947928,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220022371162578,0.0857212512477188,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0384200976260866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780205267322486,0,0.422389944505984,0,0,0,0.0510144697932574,0,0,0,-0.0766090473610738,0,0,0,0,0,0,0,0,0,0,0.127356563521643,0,0,0,0,0,0,0,0,-0.0016789568424413,0.00850347716648727,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143510322758443,0,0,0,0,0,0.168773022259166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302729497218905,0.0179422802348913,0,0,0.148245410718534,0,0,0.134370288045091,0,0.0312735149272086,0.00434936758891919,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208572222492383,0.0751878519481625,0,0,0,0,0.00505721516052843,0,0,0.0474502564652255,0.133317224321035,0,0,0.0579307726722232,0,0,0,0,0,0,0,0,0,0,0,0,0.118978568683481,0,0,0,0.066588804507614,0,0,0,0.0355402469412011,0,-0.00667854204269875,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0515223209393878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153584955844864,0.0299212309482106,0,0.059114289483807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15305778568166,0,0,0,0,0.103787258516513,0,0.00377092855360749,0.00215309612601849,0,0,0,0,0,0
X600660.SH,0,0.0970161525209071,0,0,0,0,0,0,0,0,0,0.0625910172228879,0,0,0,0,0,0,0.0261970407731771,0,0,0,0,0,0,0.0339270680968911,0.144563582781094,0,0.0349111091265474,0,0,0.00448609174980997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12079992003201,-0.00141210432539687,0.00530150136611465,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130005046760238,0,0,0,0,0,0,0,0,0,0.470784114421435,0,0,1.73472347597681e-18,0.0571882121651142,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600688.SH,0,0.231705752174102,0,0,0,0,0,0.0335663703525584,0,0,0,0,0,0.0103500226233736,0,0,0.275163089454759,0,0.0413238449007102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164860487766267,0,0,0.0140739158828483,0,0.0243713998960307,-0.005766870148835,0.0131637816968236,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.136515586285177,0.0597677357683175,0,0,0.0612378147817807,0,0,0,0,0,0,0,0,0,0,0,0.172163192808666,0,0,0,0,0.0391841562979186,0,0,0,0,0,0,0,0,0,0,0.261154630378379,0,0,0,0,0,0,0,0.0569978737025295,0,0,0.0146059651480806,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189068225837504,0,0,0,-0.087935458473197,0.134077710835785,0,0.156771117989951,-0.0345392937147811,0.0721301007638364,0.0900815913949613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287491592400121,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0322915133590062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119419532763463,0,0,0,0,0.126081626010739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440422109864349,0,0,0,0,0.00422478113369013,0,-0.00636812896288212,0.00472071092979502,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.106520562449545,0,0,0,0,0,0,0,0.390109481140643,0,0,0,0,0.052238646037158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125632692824035,0,0,0,0,0,0,0.0533741058928361,0,0,0.00130412658071366,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442342884187539,0,0,0.136378527970118,0,0,0,0,0,0.0587568391079151,0,0.0216854361983363,0.117104366453461,0,0,0,0,0,0,0,0.184857164878897,0.0234962824766933,0,0,0.114786466331917,0,0.00931937984255552,0.0164994038134191,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0292876701013277,-0.165452204040915,0,0,0,0,0,0,0,0,0,0,0,0.0538857695888988,0,0,0,0,0,0.765275420694911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568415092878963,0.0156566591351057,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178946331521621,0,0,0,0,0,0,0,0,0,0,0,0,0.0519683062612715,0.124238880188632,0.103330067556358,0,0,0,0,0,0,0,0,0.347213436496663,0,0,0,0,0,0.134938444850503,0,0,0,0,0,-0.0189041708952673,-0.0193271030714905,0,0,0,0,0,0
