,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000301.SZ,X000708.SZ,X600027.SH,X002466.SZ,X000786.SZ,X000807.SZ,X601991.SH,X600219.SH,X000983.SZ,X600176.SH,X000408.SZ,X002128.SZ,X600426.SH,X601699.SH,X000630.SZ,X601168.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X000883.SZ,X600352.SH,X600995.SH,X600688.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0721423678185899,0.520039032993392,0,0,0.0899786765998172,0,0,0,0.0720635946722053,0,0,0,0,0.0111478351307714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321257550548533,0,0.0045087693279224,0,0,0,0,0,0,0,0,-0.00613335094251913,0.00888204392509738,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.370055443922714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699568905810477,0,0,0,0,0,0,0,0,0,0,0,0.0156215864351187,0,0,0,0,0,0,0,0,0,0,0.0168969681960405,-0.00785476513284733,0,0,0,0,0,0
X600028.SH,0.345929247094214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194484404867893,0,0,0,0,0,0,0,0,0,0,0.0542922843176353,0,0,0,0.0122359242787283,-4.33680868994202e-19,0,0.00727837292127708,0,0,0,0,0,0,0,0,-0.00725265893008941,0,0,0,0,-0.030202069869143,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495915933140861,0.0244880316841349,0,0,0,0,0,0.0553395571763694,0,0,0.0946777087867586,0,0,0,0,0,0.089132522205535,0,0,0,0,0,0,0,0.0218735174062976,0,0.0190938846493209,0,0,0,0,0.00356533618321263,0,0,0,0,0,0,-0.0512304364323481,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579150767213551,0.152750805712092,0,0,-0.00675175960013183,0.218038605559601,0,0,0.0915620779081484,0,0,0,-0.111547143572558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1001785852726,0,0,0,0,0,0,0,0,-0.0596213018462563,0,-0.0140213326331942,0,0,0.128354111136801,0,0,0,0
X601898.SH,0,0.470024132842624,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0334571231994325,0,0,0,0,0,0,0,0,0,0,0.259450555065314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100870371543146,0,0,0,0,0,0,0,0,0,0,0,0.032835665172221,-0.00896149406830843,0,0,0,0,0,0
X600019.SH,0,0.0740762926414751,0,0,0,0.244675713565294,0,0,0,0.170633940754456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405054851267322,0.0804412730819417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259744339796284,0,0,0,0,0,0,0.0595222995481567,0,0.0147353555499739,-1.0842021724855e-19,0,0,0,-0.0235777138297618,0,0
X600188.SH,0,0,0,0.0847991004106206,0.0170532432605936,0.230850361944507,0,0,0,0,0,0,0,0,0,0,0.0938418948852477,0,0,0,0,0,0,0,0.116093560797831,0,0,0,0,0,0,0,0,0,0.138141082163944,0.00947997375413856,0,0,0,0,0,0.0196822480677121,0,0,0.033684496773742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004835944636278,0.0544383819677242,0,0,0,0,0,0,0.0750496809419557,0,0,0,0,0,0,-0.00918991592156173,0,0,0,0,0,0,0,0,0.210322402029865,0.105446039687367,-0.0635126521506275,0,0,0,0,0.0960331584406316,0,0,0,0,0,0,0.023329524320842,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0910707158640895,0,0,0,0,0,0,0.0494826095220781,0,0,0,0,0,0,0,0,0.0127183381507546,0.300974464738723,0,0.407410967335577,0,0,0,0,0,0,0,0,0,0,0.0602105816820524,0,0,0,0.151058558597027,0,0,0,0,0,-0.0451992412342411,0.0131229283069509,-0.0103366888078875,0,0,0,-0.0371298442070196,0,0
