,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600547.SH,X600176.SH,X600886.SH,X600516.SH,X600111.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600352.SH,X002271.SZ,X600027.SH,X000792.SZ,X600299.SH,X000553.SZ,X000825.SZ,X000408.SZ,X601158.SH,X601699.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X600583.SH,X000959.SZ,X600426.SH,X600160.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.333547475275165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778387941704646,0,0,0,0,0,0,0,0,0.102238979408367,0,0,0,0,0,0,0,0.00865269024125543,0,0,0,0,0,0,0,0,0.0574466479910618,0,0,0.02434950471855,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.329418931660627,0,0.0336355378524527,0,0,0,0,0,0,0,0.0443509572560547,0.182833602246931,0,0,0,0,0,0,0,0.113188372187051,0,0,0,0,0,0.128627533492256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330146089007327,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.123606175906267,0.056759203412484,0,0,0,0,-0.0473711979383049,0.130205107299369,0,0,0,0,0,0,0,0,0.0345995672091406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331495408293161,0,0,0,0,0,0,0,0,0,0,0,0.0117699030913893,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.280455330224281,-0.00466994754388585,0,-0.0633636431627215,0,0,0.363062724008061,0,0,0,0,0,0,0,0,0,-0.0797072219874792,0,0,0,0.0946468892691951,0.0113501525190285,0,0,0,0,-0.0106681304380106,-0.100727077085674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298276601622708,-0.0280727188931682,0,0,0,0,0,0
X600585.SH,0,0,0,0.209056591967137,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.00571790481866193,0,0,0,0,0,0.133321087407045,0,0,0,0,0.162223046780807,0,0,0,0,-0.075814329609664,0,0,0,0,0,0.313135786875435,0,0,0,0,0,0,0,0.00298624457650786,0,0,0,-8.30807991514848e-05,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0292693459283089,0,0,0,0,0,0,0,0,0,0.00869473954782793,0,0.0355400493855387,0,0.0548647137490408,0,0,0,0,0.0128062025530421,0.091039002789789,0.201104022831267,0.105147410144781,0,0.0483209088954365,0,0,0,0,0,0,0,0,0,0.0255438047824683,0,0,0,0,0,0.00641871090596768,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0122185447824093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785266433229866,0.0650467910092417,0,0,0.0256716298629549,0,0,0,0,0,0,0,0,0.0152657254212567,0,0,0,0,0,0,0.0451541415952938,0,0,0.0911452536382802,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.102060697730504,0,0,0,0,0,0,0,0,0.166437238003553,0,0,0,0,0,0,0,0,0,0,0,-0.080595931344739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138668115888288,-0.682507290669612,0,0,0.120046047443605,-0.19295812617766,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155206265524385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457679954334285,0,0,0,0,0,0.205697137641561,0,0,0,0,0,0.188270792962939,0,0,0,0.0328767579962196,0,0.000637361834471045,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0565484806701574,0,0,0,0,0,0,0,0,0,0,0,0.400073548598614,0,-0.09025259658708,0,0,0.212353087246199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00461067739105451,0,0,0,0,0,0,0
