,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X000723.SZ,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X000786.SZ,X600299.SH,X002271.SZ,X000629.SZ,X600489.SH,X002110.SZ,X601158.SH,X600219.SH,X000990.SZ,X600808.SH,X000553.SZ,X000883.SZ,X600985.SH,X000630.SZ,X000027.SZ,X600157.SH,X000825.SZ,X600583.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0251098468539191,0,0,0,0.0686568267292289,0,0,0,0,0,0,0,0,0,0.10079216290442,0,0,0.0127863444207975,0,0,0,0,0.0174053338001309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612147497556272,0,0,0,0,0,0,0,0,-0.0120259911647721,-0.0105811402206055,0,0,0,0,0,0
X600028.SH,0,0,0.0568323246989028,0,0,0.0152566909608505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171151712731479,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295228634744586,0,0,0,0,0,0,0.00152532361320932,0,0,0.134367243302734,0,0,0.00441244325038586,-0.0402839263944049,0,0,0,0,0,0
X601088.SH,0,0,0,0.121237083158437,0,0,0,0,0,0,0,0,0,0,0,0,0.133984799993832,0,0,0,0,0,0,0,0,0,0,0,0,0.023912648817383,0.0111563144758185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642650882256381,0,0,0.0888064458774238,0,0,0,-0.0480238234683307,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0503697270766599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492882540327936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195744847760952,0,0,0,0,0,0,0
X600019.SH,0,0,0.0741880346370093,0,0,0,0,0,0,0,0,0,0.0460267560006911,0,0,0,0.0532140777056097,0,0,0.0927122305915219,0,0,0.0727920636479765,0,0,0,0,0,0,0,0.0995470569832007,0.0109641181433631,0,0,0,0,0,0,0,0,0,0,0.0904996233302916,0,0,0.0810010795426351,0,0,0,0,0,0.0108538360904902,-0.00690180003397442,0,0,0,0,0,0
X600309.SH,0,0,0,0.0203777871334935,0,0,0,0,0,0,0,0.0479391989239723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17501969517876,0,0,0,0,0.186432117234596,0,0,8.67361737988404e-19,0.0555171541470576,0,0,0,0,0,-0.0345495252059437,0,0,0.254101066788425,0,0,-0.0270716096415926,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0178537296908428,0,0,0,0,0,0,0.0311179821130726,0,0,0,0,0,0.389248489573005,0,0,0.363773780653513,0,0,0,0,0,0,0,-0.0160170782418085,0.086874252146949,0,0,0,0,0,0,0,-0.0353385862268782,0,0,0,0,0,0,0,0,0,0,0,0,0.031871719412457,0,0,0,0,0.0539767139600199,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0680777904766871,0,0.0265297080561087,0,0,0,0,0,0,0,0.0704439660693515,0,0,0,0,0.105235337338426,0.00541297472631586,0,0,0,0,0,0.00352932775493328,0,0.0534490869406716,0,0,0,0.192404326747374,0,0,0,0,0,0,0,0.188935569946297,0,0,0,0,0,0,-0.0208971912073765,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451899905362984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101256748222649,0,0,0.663080527847896,0,0,0,0.0147805883587723,0,-1.73472347597681e-18,0,-0.00988481381236903,0,0,0.032522220498854,0,0,0,0,-0.0387417874484645,-0.00836052388344208,0,0,0,0,0.020014732912246,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0143538549083783,0,0,0,0,0,0,0.183610595385437,0.0411262190821568,0,0.0377480590438093,0,0.0392779871815366,0,0,0,0,0.0358458957376431,0,0,0,0,0,0,0,0.259293865182582,-4.33680868994202e-19,0,0,0,0,0,0,0.020996954635208,0,0,0.148764707152368,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.184643852687466,0,0,0,0,0,0,0,0,0,0.228312173597667,0,0,0,0,0.0692523598291435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545121237622029,0,0,0.0220408752228472,0,0,0,0,0,0,0,0,0,0,-0.0114030302284995,0,0
X600352.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0554523642843332,0,0,0,0,0,0,0,0,0,0.223442033423918,0,0,0,0,0,0,0,0.102748530615422,0,0.110428012177509,-0.00341884483040614,0,0,0,0,0,0,0,0,0,0.232249144601715,0,0,0,0,0,0,0,-0.0840000310726132,0.206717939774361,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.13930870565374,0,0,0,0,0,0,0.28783918173219,0,0,0,0,0,0,0,0,0,0,0.152322053821716,0,0,-0.0172808669170803,0.291942489806732,0,0,0,2.16840434497101e-19,0.0247062820870283,0.710572494598431,0,0,0,0,0,0,0,0,0,0,0,0,0.177968436275829,0,0,0,0,0,0.0666162773276035,0,0,0.258254930494147,0,-0.0971388524463547,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797574514405453,0.0381481083629041,0,0,0,0.0771808898347879,0,0,0,0,0,0,0,0,0.132295052912831,0,0,0,0.114142317282399,0,0,0,0,0,0,0,0.0526963428808022,0.0568837140469032,0,0.0209182137548369,0,0,-0.00139130955964797,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.13282898584496,0,0,0,0,0,0,0.0187876764068051,0,0,0,0,0,0,0,0,0,0,0,0,0.163119302741828,0,0,0,0,0.00225505140235396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476148817741295,0,0,0,0,0,-0.0228428849857221,0.0221155208760965,0,0,0,0,0,0
