,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X600176.SH,X000723.SZ,X002466.SZ,X002353.SZ,X600516.SH,X600583.SH,X000898.SZ,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0157278012717699,0,0.0323704783252493,0.134688574182279,0,0,0,0,0,0,0.0159306939559808,0,0,0.160457047196278,0,0,0,0,0.0275099902202714,0,0,0,0,-0.00936993084972936,0,0.0409329795093229,0,0,0,0,0.0296772779000708,0,0,0,0,0,0,0,0,0,0,0,0,0.00103529249604254,0,0,0,0,0,0,-0.0349516323640491,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0329635575753342,0.0653003231613661,0,0,0,0,0,0,0,0,0,0.0325245628108348,0,0,0,0,0,0,0,0,0.119163096489608,0,0.0391238814307099,-0.0713635227263497,0,0,0.0468817571343842,0,0,0,0,0,0,0,0,0,0,0,0,-0.031823622956413,0,0,0.0415287630577736,0.00448986147860404,0.00116811525747429,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.102729594057093,0,0,0.000361604561461116,0.00650265696398806,0,0,0,0,0,0.119334447675685,0.0582083052648046,0,0,0,0,0,0,0,0,0,0,0,0,0.0287541095545416,-0.0100777413698292,0.0039898983789042,0,0,0,0.0779318818254605,0.0371073463860445,0,0,0,0,0,0,0.0505206808911283,0,0,0,0,0,0,0,-0.0130960490786491,-0.00654390212755937,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.071696030638867,0,0,0,0,-0.0102241174493407,0,0,0,0,0,0,0.400714732656175,0,0,0,0,0.0661959630668477,0,0,0,0,0,0,3.46944695195361e-18,0,-0.00867919482365627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135387151112774,-0.024942898495044,0,0,0,0,0,0
X600309.SH,0,0,0,0.074721627833751,0,0,0,0,-0.0637345149087027,0,0,-0.133428947542239,0,0,0,0.0413328128837672,0.159418266534608,0,0,0,0,0,0,0,0,0.255551777104354,0,0,0,0,-0.0227286507260407,0.129214381487591,0,0,0,0,0,0,0,0,0,0,0,0,-0.121713218051087,0,0,-0.113876116074205,0,0,0,-0.0299717090137174,0.0326682278219844,0,0,0,0,0,0
X600019.SH,0,0,0.142485525193064,0,0,0,0,0,0.0330512313595206,0,0,0.0771145932499287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076828291984511,0,0.0342038525718688,-0.00454897781488887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771765280767702,0,0.0119158628237575,0,0,0,0,0.0295064452053899,0,0
X600547.SH,0,0,-0.178756603857038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249526931437741,0,0,0,0,0,-0.0441951498343377,0,0,0,0,0,0,1.10350694551054,0,0,0,0,0.0292691069815679,0,0,0,0,0,0.0983987519703373,0,0,0,-0.0114943992549035,0,0,0,0,-0.0269373159640206,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0605199097425809,0,0.0767706776948305,0,0,0,0,0,0.0246485658483922,0,0,0,0,0,0,0.0116550491529864,0.213226943387884,0.00494604826557349,0,0,0,0,0,0,0.0979023797302969,0,0,0,0,0,0,0,0,0,0,0.0426457832216481,0,0,0,0,0,0.0290101040252387,0,-0.00484449573968193,-0.00301841654210505,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.292172718987709,0,0,0,0,0,0,0,0,0,0.336384608528528,0,0,0,0.0330790999967825,0,0,0,0,0.208486719790111,0.0745569818509137,0,0,-0.0898910195279922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216144072401436,0,0,0,-0.0771208097322452,0,0,0,0,-0.00675758327467514,0,0
X601898.SH,0.187689837638804,0,0,0,0,0,0.0268490262370023,0,-0.00857989393944053,0,0,0,0,0,0,0.434937222507136,0,0,0,0,0,0,-0.200750252360638,0,0,0,0,0,0,0.124597917989345,0,0,0,0,-0.266860495323274,0,0,0,0,0,0,0,0,0.0919251574717652,0,0,0,0,0.200426193980601,0,0,-0.0428193445989375,0.0635817654040229,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.205728581040702,0.0816054030352198,0,0,0,0,0,0,0.138428604822375,0,0,0,0,0,-0.0306714817762083,0,0,0.0402444283898256,0,0,0,0.12388910172562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288145452666025,0,0,0.0482904148513676,0,0.0198506293919037,0,-0.0176219460653585,-0.0250294142636985,0,0,0,-0.0209503987314388,0,0
