,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X600188.SH,X300072.SZ,X601992.SH,X600362.SH,X002466.SZ,X600547.SH,X601991.SH,X600886.SH,X002460.SZ,X600111.SH,X000898.SZ,X000709.SZ,X600516.SH,X600157.SH,X600176.SH,X600027.SH,X000786.SZ,X000553.SZ,X600352.SH,X600808.SH,X000408.SZ,X000792.SZ,X600219.SH,X000959.SZ,X600489.SH,X002271.SZ,X601699.SH,X601158.SH,X000983.SZ,X000723.SZ,X000883.SZ,X600339.SH,X002470.SZ,X002092.SZ,X000630.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.452392306951584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900703278970274,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00282109387761116,0,0.0253018169610287,0,0.0597948428926985,0,0,0.00374399850773111,0,0,0,0,0,0,0,0,0,0.00137248365349307,0,0,0,0,0,0
X600028.SH,0.431956343070293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0723923942638389,0,0,0,0,0,0,0.00982220335050958,0,0,-0.0985719595246538,0,0,0,0.038402233297669,0,0,0,0,0,0,0,0,0.0101749871566529,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0756887992132391,0.021651860471564,0,0,0,0,0,0,0,0.550989061317815,0,0,0,0,0,0,0,0,-0.0174991888410357,0,0,0,0,0,0,0,0.0784258610650574,0,0,0,0.00889796740600167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095375889162611,0,0.0288377380571748,-0.0251410632413578,0,0,0,0,0,0
X600019.SH,0,0,0.155085964320181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206862736723401,0,0.00231361421845241,0,0,0,0,0,0,0.333625529949588,0,-0.0158537966176587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224551803048134,-0.0153437638107962,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13453401114067,0,0,0,0.0242677402188588,0,0,0,0,0,0,0.184720072816949,0,-0.115054805007669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963591820928953,0,0,0.0186718030603882,-0.102780876909503,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466314924776387,-0.0279864930649209,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227593293140117,0,0,0.113527556689677,0,0,0,0,0,0.0704056446840795,0,0,0,0,0.0574684491238132,0,0,0.0623762059883586,0,0.261317318162885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393468909045739,0,0,0,0.00277395450143324,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145399169559349,0,0,0,0,0,0,-0.0812652894808524,0,0,0,0,0,0.0375871097972318,0,0,-0.0942138999362158,0,0,0,0,0,0,0,-0.0112679945006237,-0.116011005995152,0,0,0,0,0,0,0.576105658312606,0,0,0,0.000105979509433482,0,0,0,0,0,0,0
X600011.SH,0,0.0616984737594634,0,0,-0.0405440691792237,0,0,0,0,0.052573796627715,0,0,0,0.0495246392175569,0,0,0,0,0,0,0,-0.0126770420426661,-0.0567993627670943,0,0,-0.00287341114975466,0,-0.0598066478881437,0,0.00468244218432201,0,0,0,0,0,0,0,0,0,0,0,0,0.104304178365923,0,0,-0.0526664071977546,0,0,0.0522438944732437,0,-0.0154554298701193,0.0167678741086573,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233770667549385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322506425167676,0,0.0470053429147683,0,0.0694821319021113,0,0,0,0,0,0,0.156940200873364,0,0,0,0,0,0,0,0,-0.00940397353330627,1.35525271560688e-20,0,0,0,0,0,0
