,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X601600.SH,X600585.SH,X600011.SH,X600547.SH,X600886.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600803.SH,X600160.SH,X600027.SH,X000807.SZ,X000301.SZ,X601991.SH,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X600176.SH,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X002353.SZ,X600157.SH,X600378.SH,X002271.SZ,X600995.SH,X000831.SZ,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.513483695206935,0,0,0,0,0,0.00196876117272181,0,0,0,0,0,0.0793262489631773,0,0,0,0,0.0627067168433168,0,0,0.0678098534619307,0,0,0,0,0,0,0.0315710002789572,0,0,0,0.166523421078207,0,0,0,0,0,0,0,0,0.100829680657043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.381197304207701,0,0,0,0.00358667288040534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.155239518590269,0,0,0,-0.0453593555675187,0,0,0,0,0,0,-0.00695576474066352,0,0,0,-0.0167799086091721,0,0
X600028.SH,0.443696101336188,0,0,0,0.147604177868966,0.186280831370603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965178102166179,0,0,0,0,0,0.0195157396159509,0,0,0,0,-0.00937241391675653,-0.061396115666537,0,0,0,0,-0.120930589871096,0,0,0,0,0,0,0,0,0,0,0.242768774587596,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116656863417507,0,0.426709279106328,0.0867961725376777,0.012982712519243,0,0,0,0,0,0,0,0.154734343035789,0,0,0,0,0,0,0.00790560249056925,0,0,0,0,0,0.00870967780755127,0,0.0605469271329847,0,0,0,0,0,-0.0510278456520693,0,0,0,0,0,0,0
X601898.SH,0,0,0.332892331460041,0,0,0,0.02792137177474,0,0,0.0790737047977056,0,0,0,0,0,0,0,0,0,0.0141483809420525,0,0,0.0940437886150553,0,0,0,0,0,0,0,0,0,0,0,0.0231549555057909,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0696710277835059,0,0,0,0
X600188.SH,0,0,0,0,0.147784939605408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546724041965652,0,0,0.0276762197317034,0,0,0,0,0,0,0,0,0,0.448086143791532,0,0,0,0,0,0,0,0,0,0.0537777033574897,-3.46944695195361e-18,0.12759694688098,0,0,0,0,0,0,0,0,0,-0.0192595991794026,0,0
X600019.SH,0.0800638069244463,0,0,0,0,0,0,0,0.258905587578145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116879707567928,0,0,0,0,0,0,0,0,0,0,0,0,0.128318903922501,0,0,0,0,0,0,0,0.0817220737195717,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988705315182079,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387004038429027,0,0,0,0,-0.220782104908946,-0.0527569804225685,0,0.0396338807615271,0,0,0,0,0,0,0,0,-0.0770050281953243,0.0284748286587869,0.0821726171433047,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160560619036625,0,0,-0.0552977528034083,-0.0458146420765977,0,0,0,0.0720368626165502,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717272901040739,0,0.050780771659688,0,0,0,0.484190368076885,0,0,0,0,0,0,0,0,0.301674063296039,0.233567854563307,0,0,0,0,0,-0.0639853989879025,0,0,0,0,0,-0.0178424972959116,-0.0492262800172179,0,0,0,0.039406628948578,0,0
X600585.SH,0,0,0,0,0.165915366520903,0,0,0,0,0,0,0,0,0.164972025656738,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.127942133370387,0,0,0,0,0,0.0589295985646314,0,0.291283044510625,0,0,0,0,0,0.0275267579671561,0,-0.0283357880460917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304973690026844,0,0
