,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X601991.SH,X000723.SZ,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X601992.SH,X600801.SH,X600027.SH,X000898.SZ,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X000786.SZ,X002460.SZ,X600299.SH,X002271.SZ,X000629.SZ,X600489.SH,X600219.SH,X601158.SH,X002110.SZ,X600808.SH,X000990.SZ,X000883.SZ,X000553.SZ,X000630.SZ,X600985.SH,X000027.SZ,X000825.SZ,X600157.SH,X600583.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0174800210950633,0,0,0,0.0674211959582899,0,0,0,0,0,0,0,0,0,0.124171203276566,0,0.00416065941132388,0,0,0,0,0,0.00654219916490636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045770602313366,0,0,0,0,0,0,0,-0.013014704688782,0,0,0,0,0,0,0
X600028.SH,0,0,0.0821304499122075,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.200144469472644,0,0,0,0,0,0,0,0,0,0.00344805062052135,0,0,0,0,0,0,0,0,0,0.00229915773824673,0,0.00161989719098483,0,0,0,0,0,0,0.115903098290176,0,0,0.00670324002450078,-0.0344979307136765,0,0,0,0,0,0
X601088.SH,0,0,0,0.100295984534713,0,0,0,-1.0842021724855e-19,0,-1.73472347597681e-18,0,0,0,0,0,0,0.165430110883403,0,0,0,0,0,0,0,0,0.0333391927276179,0,0,0,0,0.0241249908136309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490715520660741,0,0.0651186903425018,0,0,0,-0.0460184896692334,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.102200267997535,0,0,0,0,0,-0.00621664805031905,0,0,0,0,0,0,0,0,0,0.493042586284584,0,0,0,0,0,0,0,0,0,-0.0155883458487715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00697991995186584,0,0,0,0,-0.0153865380092006,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.124540017920168,0,0,0,0.0361010923305072,0,0,0.0141289395765055,0,0,0,0,0.153063287121143,0,0,0,0,0,0,0,0.0801285195700152,0,0.0375904128473995,0,0,0,0,0,0,0,0,0,0,0,0.0583157277602128,0,0,0.0891095288072441,0,0,0,0,0.00867089872007862,-0.00736522542134789,0,0,0,0,0,0
X600309.SH,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.056665830918957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173535315566715,0,0.0352601603188384,0,0,0,-0.0987121068645132,0,0.360747726011027,0,0.0856318685030549,0,0,0,0,0,0,0,0,0.10737987940031,0,0,0.00295910872344554,0,0,0,0,-0.0249206322349148,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322521443395266,0,0,0,0,0.38217281020283,0,0,0,0.367879616246253,0,0,0,0,0,0,0.092057273402386,0,-0.00115330274965283,0,0,0,0,0,0,0,-0.0331031178266708,0,0,0,0,0,0,0,0,0,0,0,0.0309152670218727,0,0,0,0,0.0552092740305423,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.089890882923699,0,0.0168089374252565,0,0,0,0,0,0,0,0.0563571916085428,0,0,0,0,0.174427632653128,0,0,0,0,0,0,0.00215804997933077,0,0.0264529318119806,0,0.196896016250728,0,0,0,0,0,0,0,0,0,0,0.160807282054267,0,0,0,0,0,-0.0314856576736752,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347831943825187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11906351978803,0,0,0.595581551823295,0,0,0,0,0.00172128599812849,0,1.73472347597681e-18,0,-0.0138205517354458,0,0,0.0370965178212257,0,0,0,-0.0236829924841491,-0.00279484998816223,0,0,0,0,0.0110749381718318,0,0
X601600.SH,0,0,0,0,0,0,0,0.0385756696440843,0,0,0,0,0,0,0,0,0,0,0,0.112101700915817,0,0.0976979142796563,0,0,0.109233560884961,0,0,0,0,0,0,0,0,0.0567889974491605,0,0.225729714007578,0,0,0,0,0,0,0,0,0,0,0.00761828562856209,0,0.0991409296813231,0,0,0,0,0,0,0,0,0,0
