,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X600176.SH,X600886.SH,X002460.SZ,X000898.SZ,X000792.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000553.SZ,X600027.SH,X000408.SZ,X002271.SZ,X600489.SH,X600339.SH,X601699.SH,X600219.SH,X000983.SZ,X600299.SH,X600808.SH,X000959.SZ,X601158.SH,X002092.SZ,X600583.SH,X000883.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.490179699738401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050583089359805,0,0,0,0,0,0,-0.0208606968038023,0,0.0132091428475288,0,0,0,0,0,0,0,0.0720109430027935,0,0,-0.0118687943573234,0,0,0,0,0,0,0,0,0,0,0,0,0.00930411820987327,0,0,0,0,0,0,0
X600028.SH,0.605468778193405,0,0,0,0.0720430817256949,0,0,0,0,0.135370886364283,0,0,0,0,0,0,0,0,0,0,0,-0.0754810111785903,0,0,0,0,0,0,0,0,0,0,0,-0.0116284328003218,0,0,0,0,0,0,-0.0943309910873903,0,0,0,0,0,0,0,0,-0.00135882648099304,3.3881317890172e-21,0,0,0,0,0,0
X601088.SH,0,0,0,0.170903046480415,0.252158906403534,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0649814292571952,0,0,0,0,0,0,0,0.0824113430540523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00784629174412023,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.245173237263022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143939755092235,0,0,0,0,-0.0237144874443837,0.0997747074167945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277279854427093,-0.0154484103806448,0,0,0,0,0,0
X600585.SH,0,0,0.439295992521911,0,0,0,0,0,0,0,0.0326383934117087,0,0.0461668387233646,0,0,0,0,0.222746894176362,0,0,0,0,0,0,0,-0.227231795862354,0.116858149934575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133389008328255,0.00953367056507795,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0251437653769635,0,0,0,0,0,0,0,0.0709000539157444,0,0,0.0294449066236201,0,0.00664009050110466,0.0107948958388986,0,0,0,0.0734522030397409,0,0.00361594925570893,0,0,0,0,0,0,0,0.300875982675964,0.107865347144049,0,0.0350388928491672,0,0,0,0,0,-0.00692472731850625,0.017155041624679,0,0,0,0,0,0
X600309.SH,-0.290159039343281,0,0,0,-0.0171120298453778,0,0,0,0,0,0,0,0.0770934703643019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178346498341676,0,0,0,0,0.0994924223768174,0,0,0,0,0,0,0,0.18944834501933,0,0,0,-0.0927121206789809,0,-0.0481510321326108,0.0821385772572527,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0638921508666948,0,0,0,0,0,0,0.000598390144515346,0,0,0.0673399079758846,0.0757625869101378,0,0,0,0,0,0,-0.0476866671857151,0,0,0,-0.0252488068751552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831948626577237,0.0170428736522686,0,0,0,0,0,0,0.0415161441935684,0,-0.00766173211173058,-0.00408942638746086,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0506579371491671,0,0,0,0,0,0,0,0.0544244503426378,0,0,0,0,0,0,0.0266056621770663,0,0,0,0,0.00592249986885021,0,0,0,0,0,0,0,0.182731541504918,0,0.192270478073012,0,0,0,0,0,0,0.0029250923795023,0,0,0.00373924115873579,0,0,0,0,0,0
X600688.SH,0,0.0926140504164378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0351879940757255,0,0,0.0166874158336411,0,0,0,0,0,0,0,0,0,0,0.0178650520230879,0,0,0.0563880598283779,0,-0.0266803152690564,0.0260093945684702,0,0,0,0.210563891249467,0,0
