,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600299.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X600352.SH,X000539.SZ,X002466.SZ,X600309.SH,X600623.SH,X000630.SZ,X000792.SZ,X600660.SH,X600098.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600160.SH,X002470.SZ,X600578.SH,X600863.SH,X600489.SH,X000060.SZ,X600315.SH,X600547.SH,X300072.SZ,X601918.SH,X600808.SH,X000629.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.18149838305006,0,0,0,0,0,0,0,0,0,0,0.056879976550317,0,-1.73472347597681e-18,0.00690964732367391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262273204422301,0,0,0,0.0879479277809665,0,0,0.025372277145454,0,0,0,0,0,0,-0.0065605315217806,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.186306243326107,0,0.0210530386411231,0,0,0,0,0,0.00173164548088074,0,0,0,0,0.041895275605714,0,0.0900248424235945,0,0,0,0,0,0,0.0214092650947901,0,0.0226288472144103,0,0,0,0,0,0,0,0,0,0.107467346855224,0,0,0,0,0.0421798018584051,0,0,0,-0.0114882795884628,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.391798953830957,0.0935891241816693,0.0571899050560919,0.112813853349784,0,0,0,0,0,0,0,0,0,0,0,0,0.0931001512227352,0,0,0,0,0,0.0651524788357201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165405017836937,0,0,0,0,0,0,0
X600011.SH,0,0,0.0899547432602182,0,0.0189325426345316,0,0,0,0,0,0,0.414097020341742,0.137633690585268,0,0,0,0,0,0,0.0183990114588945,0,0,0,0,0,0.0102602130764221,0,0,0,1.0842021724855e-19,0,0,0.106772289282155,0,0,0,0,0.0614959828996585,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159069946629387,0.0129613467340677,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203629589140094,0,0,0,0.0166424159158977,0,0,0,0.0792754975584514,0,0,0,0,0,0,0.0453329177531538,0,0.287783917290051,0,0,0,0,0,0,0.137190210440606,0,0,0,0,0,0,0,0,-0.0226467721027827,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23973595831648,0,0.0747912927982438,0,0.000182488525696566,0,0,0,0.0355742963361452,0,0,0,0,0,0,0,0,0,0,0,0.024208949717399,0,0.0156064169677767,0,0,0,0,0,0,0,0,0.105726933191998,0,-0.0266923078828145,0,0,0,0,0,0,0
X600585.SH,0,0,0.0572602748438732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578300632670782,0,0.0193828190416435,0.0630365095575906,0,0.152349824796884,0,0,0,0.055397157863916,0,0,0.0105176733789496,0,0,0,0,0,0,0,0,0,0,0,0.0996272163612432,0,0,0,0,0.00248938431445996,0,0,0,-0.0278327191820969,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.415238031315522,0.0143515047277644,0,0,0,0.142015177189165,0,0,0,0,0,0,0.181070707678871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0545547014336878,0.00466891666316845,0,0.122724830940963,0,-0.0111175134475279,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134696543418492,0,3.46944695195361e-18,0,0,0.191376201941571,0.0142338000830769,0,0,0,0.034194247100832,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00464574186479611,0,0,0,0.0501654317179773,0,0,0,0,-0.0161577792194764,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215502205532986,0,0,0,0.0261619820458174,0,0.0528858303976237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268000613321802,0,0,0,0,0.095057790687998,0,0.124112348817822,0.0829530531219449,0,-0.0141196487207573,0,0,0,0,0,0,0
