,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X600188.SH,X600547.SH,X601600.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600027.SH,X601992.SH,X600111.SH,X000629.SZ,X600176.SH,X002466.SZ,X600516.SH,X002460.SZ,X300072.SZ,X600299.SH,X000709.SZ,X600808.SH,X600801.SH,X000553.SZ,X000825.SZ,X600339.SH,X600352.SH,X002110.SZ,X600426.SH,X600583.SH,X600489.SH,X601158.SH,X000786.SZ,X000301.SZ,X000883.SZ,X000932.SZ,X600219.SH,X601699.SH,X000792.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.196238436005487,0,0,0,0.140911977365041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518078591172432,0,0,0,0.252726057951341,0,0,0,0,0,0,0,0,0,0,0.00691321797130403,0.00273666124346672,0,0,0,0,0,0
X600028.SH,0,0,0.0115033481616165,0.0524034762151367,0.274937416653806,0,0,0,0,0,0,0,0,0,0.0853669597599535,0,0,0,0,0,0,0,0,0,0,0.0570708733169686,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0569447113622382,0.0355741316352513,0,0,0,0,0,0,0,0,0,0,0.00619756945585666,0,0,0,0,0,0,0
X601088.SH,0,0.116719828531482,0,0,0.0369323592299466,0,0.0206636305088089,0,0,0,0,0,0,0,0.0496549255668617,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0689515637107374,0,0.0075962053733182,0,0,0,0,0,0.109698580452186,0,0,0,0,0,0,0.315554828579849,0,0,-0.0176526132048225,-0.0367634445916604,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0206284997862036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185222994746914,0,0,0,0.265627483903889,0,0,0,0,0,0,0,0,0,0.336765265627788,0,0,0,0,0,0.10265982219972,0,-0.0172676796719005,-0.000119826676952289,0,0,0,0,0,0
X600019.SH,0,0,0,0.144827411480527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44531706164087,0,0,0,0,0,0,0,0,0,0,0,0,0.0370804202767179,0,0,0,0,0,0,0,0,0,0,0,0,0.0853385623016845,0,0,0,0,-0.00184404063542454,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00841709373460556,0,0,0,0,0,0,0,0,0.0870642705416535,0,0,0,0.771268025434161,0,0,-0.0630828463782204,0,0.0421794923198439,0,0.00885195302279046,0,0,0,0,0,0,0,0,0.111316606370313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00822327520772004,0.0260275766064084,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.284125944877295,0,0.013979984726187,0,0,0,0,0,0,0,0,0,0,0.16458466697188,0,0,0,0,0.463183300901584,0,0,0,0,0,0,0,0.0607635871716421,0,0,0,0.137331017093829,0,0,0,0,0,0,0,0,0,0,0,0.0195716058972881,0.0533193504247995,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0265218836750913,0,0,0,0,0,0.0597053435823493,0,0.0644088430765812,0,0,0,0.112524147459542,0,0,0,0,0,0,0,0,0.0695355610067953,0,0,0,0,0.0265015905660591,0,0,0.0254516428827383,0,0,0.150488581153107,0,0,0.0743369192828319,0,-0.0188582691359739,-0.0200043198857426,0,0,0,0,0,0
X601898.SH,0,0.120713468058701,0,0,0,0,0,0,0,0,0,0,0.0441138207210391,0,0.218764718856263,0,0,0,0,0,0,0,-0.00529271220621242,0,0,0,0.101046789746571,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.163233172188245,0.0279150771419818,0,-0.00843325898039738,-0.00119433088113185,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0689603806552707,0.101521837251267,0,0,0,0,0,0,0.306859775095022,0,0,0,0,0,0,0,0,0,0,0.146288290688722,0.068864348978561,0,0,0.00053823360848038,0,0,-0.0343017215166459,0,0,0,0,-0.0261031004913739,0.157440114858787,0,0,0,0,0,0,0,0,0,-0.0296955289430515,0.104212086200823,-0.00567596093308688,0,0,0,0,0,0,0
