,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X002271.SZ,X600362.SH,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600176.SH,X600803.SH,X600489.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X002080.SZ,X000629.SZ,X600985.SH,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X600096.SH,X000539.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.798060670256953,0,0,0.00132636382020705,0,0,0,0.197796641624435,0,-0.0437567897059317,0,0,0,0,0,0,0,0,0.0466144929113098,0,0,0,0,0,0,0.00190928194931974,0,-0.0411928771331895,0.0522813173635555,0,0,0,-0.0141114534672065,0.122343872464894,0.000676046107573158,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240042057145799,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.546363612842351,0,0,0,0,0,0,0,0,0,0.0163842494890169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332521956389105,0.0100126190589856,0,0,0,0.115413551268491,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132861356878824,0,0,0,0,0.0165917089143337,0,0,0,0,0,0
X601088.SH,0.0281565375179405,0,0,0,0.173848634901336,0,0,0,0.185777586926636,0,0,0,0,0,0,0,0,0,0,0.0166971252381231,0,0,0,0,0,0,0.0143008263225678,0,0,0,0,0,0,0,0,0,0.0287110036632077,0,0,0,0,0.069254250746154,0.0105632789301038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0164814482722002,0,0,0,0,0,0,0,0,0,0.101036423403942,0,0.0976186677656423,0,0,0,0,0,0,0,0,0.108961497805639,0,0,0,0,0,0,0,0,0,0,0.0567624823593454,0,0,0.1159535014795,0,0,0,0,0,0,0,0,0,0,0,0.0907114218258717,0,0,0,0.0459844696023486,-0.0350079729537072,0,0,0,0,0,0
X600188.SH,0,0,0.511177476560541,0,0,0,0,0,0,0,0.149353475446851,0,0,0,0,0,0,0,0,0,0.153105894187769,-0.100064563153465,0,0,0,0.12046785334827,0.284819870788651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169299709509162,0,0,0,0,0,0,0,0.0382173327341639,-0.0208912151604621,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525148920993106,0,0,0,0,0.010904125952457,0,0.0587011676362665,0,0,0,0,0,0,0,0,-0.183758427865665,0,0,0,-0.0318853206771326,0,0,0,0,0,0.25802243393211,0,0,0,0,-0.0158211884827086,0.0881203399227675,0,0,0.260705053505227,0,-0.00528124191987676,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0350821793626218,0,0,0,0,0,0,0,0,0,0,0,0.0531139568070985,0,0,0,0,0,0,0.0800370114411002,0,0.154573070105195,0,0,0,0,0,0,0.329867013984133,0,0,0,0,0,0,0,0,0,-0.175920949353884,0,0,0,0.113346807284074,0,-0.00736933917920968,0.0475984545247031,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245919134787535,0,0,0,0,0,-0.370611629613748,0,0,0,0,0,0,0,0,0.336433223179723,0,0,0,0.0425445120963227,0,0,0,0,0,0,0,0,0,0,0.0339545823795766,0,0,0.188917014063973,3.46944695195361e-18,0,0,0.0320849865962117,0,0,0,0,0,0
X601898.SH,0.100207446015885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168862263738315,0.0813556258058759,0,0.165764837702325,0,0,0,0,0,0,0,0.148439212973578,0.0302671588397211,0,0,0,0.057389025768159,0.0722447937038583,0,0,-0.095116145297364,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.105717437930886,0,0,0,0,-0.0154749504969571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305041773282408,0,0,0,0,0,0,0,0,0,0,-0.0597738125671331,0,0,0.0622622046536406,0,0,0.00941878480838027,0,0,0,0,-0.010816441541102,0,0,0,0,0,0,0
