,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600362.SH,X600489.SH,X600010.SH,X600176.SH,X601600.SH,X600352.SH,X601991.SH,X600188.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X002466.SZ,X002353.SZ,X000301.SZ,X600219.SH,X600315.SH,X600529.SH,X600486.SH,X000723.SZ,X600612.SH,X002250.SZ,X002075.SZ,X002409.SZ,X000027.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0284148087101035,0.0137407522090789,0,0,0,0,0,0,0.0592100752708307,0.0854304748657239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148012959784042,0.00910661621097166,-0.0102979574047009,0,0,0,0,0,0,0,0,0,0,0.0505973273823688,0,0,-0.00294027993528644,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0432503624174972,0,0,0,0,0,0,0,0,0,0.0105760285426475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100525563274889,0,0.014398588268779,0,-0.000169494058621123,0,0,0,0,0,0,0,0,0.0864559326134172,0,0.0443414157063315,0,0,0.00959358848063448,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0365829562051245,0,0,0,0,0.118226160759841,6.93889390390723e-18,0,0,0,0,0,0,0,0.0228517894551975,0,0,0,0.113131257666729,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0888474275415134,0,0,0,0,0.011440245639255,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0264949280667814,0,0,0.0403592008219535,0,0,0,0,0,0,0,0,0,0,0,0.0912162993457127,0.101089450839906,0,0,0,0.00212049856496244,0,0,0,0,0,0,0.0114335804122838,0.130578009831811,0.0376616482213507,0,0,0,0,0,0,0,0.0896391297990271,0,0.0304475474679769,0,0,0,0,0,0,0,0,-0.000334601959990901,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.148113226591104,0,0.0268563108917034,0.0638429234341171,0.00858236400543401,0,0,0,0,0.234868029069507,0,0,0,0,0,0,0,0,0.131496310714484,0,0,0,0,0,0,0,0,0.0547347749386709,0,0,0.042313789152443,0,0,0,0,0,0,0.00486382432681276,0,0,0,0,0,0,0,-0.0146648238420801,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629745640581258,0,0.0578485885407388,0,0.0588297887571679,0,0,0,0,0,0.0233430822879245,0,0,0,0,0,0,-0.0566317622658631,0,0,0,0,0,0,0.083462434585513,0,0,0,0,0,0,0,0.0707931207228797,0,0,-0.0134502545355126,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0459734565576676,0,0.0239099512744691,0,0,0,0,0,0,0,0,0.103829302974628,0,0,0,0,0,0,0,0,0,0,0,0.161745345860087,-0.021130537049334,0,0,0,0,0,0,0.0871890320449057,0,0,0,0.0310714834373231,0,0,0.147570069065164,0,0,0,0.00303226442674669,0.000999556119562502,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0676066048639269,0,0,0,-0.0282356178473456,0,0.154597789041564,0,0,0,0.0916665153845193,0,0,0,0,0,0,0,0.0999453839604992,0,0.0353702769329129,0,0,0.174221246136997,0,0,0,0,0,0,0,0,0,0.133993177807762,0,3.46944695195361e-18,0,0,0.235373262098348,0,0,0,0,0,0,0,0,0,-0.0124487623890485,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111786257988482,0.029612299130164,0,0.279513762968932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252600500786841,0,0,0,0,0,0,0,0,0,0,0,-0.00701388252660799,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19788233106304,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0620589169991098,0,0,0.0940870608071763,0,0,0,0,0,0,-0.0122756603494665,0,0.139314302038718,0,0,0,-0.00900737547241715,0,0,0,0,0,0,0.0496580332528244,0.00694342991751777,0,0,0,0.171705165651369,0,0
X600660.SH,0,0,0,0,0.0924998336914699,0,0,0,0,0,0,0,0,0,0.0739825514761347,0,0.28447166865122,0,0,0,0,0.279447682172163,-0.252210838633275,0,0,0.0587184253486141,0,0,0,0,0,0,0,0,0,0,0,0,-0.00983417935689462,0,0,0,0,0.0948829716776986,0.0549871220772707,0,0,0,0,0,0,0,0.0227267778347375,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0488428821526569,0,0,0.205637536220329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163549977736541,0,0,0,0,0,0,0,0,0,0,0,0.304261668508737,0.0999491564441549,0,0,0.0744909842566059,0.0480280729502071,0,0,0,0.0401251393942832,0,0.054671741628322,0.145390859186575,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.094015995895278,0,0,0,0,0,0,0,0,0.121739244216841,0,0,0.00584224355305801,0.314797205017736,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.00206899665927336,-0.018197546994834,0,0,0,0,0,0,0,0.0287915120320782,-0.00711728678092183,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0.0619831448980065,0,0,0.0611128019007983,0,-4.33680868994202e-19,0,0,0.0303363209091172,0,0,0,0,0,0,0,0,0,0,0,0.0186864129139325,0,0,0.0258242318342237,0,0,0,0.0299813764470035,0,0.100469785698989,0,0,0,0,0.00619357371650712,0,0,0,0.198568364497687,0,0.00508648787343252,0.0351893233266036,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567386156244461,0,0,0,0.0471645593792522,0,0,0,0,0,0,0,0.184203889034251,0,0,0,0,0,0.0129552970206947,0,0,-0.122253127362439,0,0.228006500003354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302113742026313,-0.0205116421197198,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0315793089262436,0,0,0,0,0,0,0,0,0,0,0,0,0.067423480064276,0.0362287508213404,0,0.268933691243638,0.0257354623993868,0.0128159793308365,0,0,0,0,0,0,0.152105714864574,0,0.0773667577796515,0,0,0,-0.00849324949146108,0,0,0,0,0,0,0,0,0,0,0.0166859279371379,0,-0.0127067671212625,0.000558003309466221,0,0,0,0,0,0
