,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X300072.SZ,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600299.SH,X002466.SZ,X600623.SH,X000792.SZ,X601158.SH,X000709.SZ,X002075.SZ,X000898.SZ,X000723.SZ,X000983.SZ,X600583.SH,X000408.SZ,X000883.SZ,X600352.SH,X600549.SH,X000959.SZ,X000027.SZ,X000539.SZ,X600176.SH,X002470.SZ,X000060.SZ,X000630.SZ,X600021.SH,X000012.SZ,X601699.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0548242324316777,0.0507804659861128,-0.0105949410063359,0,0,0.000982708688226088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494076419513881,0,0,0,0,0,0,0,0,0,0.0105177822175099,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0149099732793693,0.0300238480547202,0,0,0,0.0193833043200759,0,0,0,0,0,0,0,-0.0409583392335862,0,0,0,0,0.0086714704998889,0,0,0,0,0,0,0.0719777990945831,0,0,0,0,0.0412417480348448,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110299478412824,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.129839954761293,0.107565468123175,-0.0166240736122163,0,0,0,0,0,0,0,0,0,0.0131999208519523,0,0,0,0,0.040622098343259,0.0175366051941732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505214533846161,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0312968263565176,0,0.106039008418363,-8.67361737988404e-19,0,0,0.0243419783239447,0,0,0,0,0,0,0,0,0,0,0,0.0280219929799284,0,0.0511366189221063,0,0,0,0,0,0,0,0.0706087472549846,0,0.054344384056919,0.106834300919566,0,0,0,-0.0539141212180783,0,0,0,0,0,0,0,0,-0.00852879051794561,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0230315240027975,0,-0.00659787176572768,0,0,0,0,0,0,0,0.168738178543094,0,0,0,0,0,0,0,0.00262640152627062,0,0,0,0,0,0,0.0813056689605321,0,0,0,0,0.0925673259443199,0,0,0,0,0,0,0,0,0.0305613704691358,0.0625183965992126,0,0,-0.00489316233696418,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0450343070997401,0,0,0,0.0547488598216021,0.128085595012648,0,0,0,0,0,0,0,0,0,0,0.126449390414736,0,-0.0394184327624477,0.161723599288962,0,0,0.121457671396325,0,0,0,-0.121977620788267,0,0,0,0,0,0,0,0.109303360301565,0,0,0,0,0,0,0,0,-0.0154763896229477,0,0,0,0.0294441360614853,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0308869201067107,0,0,0,0,0,0,0,0,0,0,-0.0413585365895553,0.0269805098301767,0,0,0,0.00908718449726217,0,0,0,0.0026805510701152,0,0,0,0,0,0,0,0.0234933779162765,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698281804847094,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079632452582013,0,0,0,0,0,0,0.0847752660851366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360570549924938,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0573481553107953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242625849000627,0.0549572832790543,0,0,0.0404646567108699,0,0,0,0,0.0094274364368983,0,0,0.145556725197136,0,0,0,0,0,0,0,0,0,0.0576323050918063,0,0,0,-4.33680868994202e-19,0.0588958566231212,0.0984261992359916,0,-0.0109144466914301,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,-0.0164094143659198,0,0,-0.098242585621031,0,0,0,0,0,0,0,0,0,0,0,0,0.0269551185511582,0,0,0,0,0,0,0.634277462271091,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.130385891097461,0.354959577748859,0,0,0,0.0592518556661229,-0.0159765776708954,0,0,0.0195734979038391,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622200532807187,0.181608976489617,0,0,0,0,0,0,0,0,0,0,-0.236635397869691,0,0,0,0,0,0,0,0,-0.111837585875006,0.0368308966433653,0.0845617092709681,0,0,0,0,-0.0273048057014381,0,0.0993057697569109,0.14191096289633,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0093081761963775,0,0,0.0168062165724879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450399606157133,0,0,0,0,0,0.0638779307659799,0,0,0,0.0628686801550342,0.0494242385553114,0,0,0,0,0.010038151223609,0,0,0,0,0.0535688721742957,0,0,-2.43301865734437e-05,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.000570028263351064,0,-6.93889390390723e-18,0,0,0,0.0422938238179937,0,0,0,0,0,0,0,0,0.0117514481859418,0,0,0.0312588540279597,0,0,0,0,0,0,0,0,0,0,0,0,0.105380760634473,0,0,0,0,0,0.120014923775988,0,0,0.0183451617259985,0.220614185702098,0,0,-0.0528723183169173,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.0485461338746117,0,0,0,0,-0.464891027560537,0,0,0,0,0,0,0,0.185774066941681,0,0,0,0,-0.165652957711044,0,0,0,0,0,0,0,0,0,0,0,0.174893333445115,0,0.291119457400739,0,0,0,0,0,0.214613732184043,0.0448486599452225,0,-0.0492608995717761,0.0467643436048237,-0.0277635267100559,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516390928156333,0,0,0,0,0,0,0,0,0,0.0516435362244947,0,0,0,0,0.0491381126270203,0.18019645995804,0,0,0,0.0300222537879711,0,0,0,0,0.0839845665706054,0.0328494886760606,0,0,0,0,0,0,-0.0322682004351258,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,-0.0307982468711182,0,0,0,0,0,0,0,0,0.304034110853492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130295384104707,0.0595731307704127,0,0,0,0,0,0,0,0.0166836938312051,0,0,0.00925288976278189,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653284474343938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080657252065713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311170266598005,0.404339275675629,0,0,0.130146457049388,0,0,0.013537274600329,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0368034022999548,-0.0409938664695538,0,0,0,0,0,0,0,0.0946287522821479,0,0,0,0,0,0,0.0304510148550417,0,0.0710674203295578,0,0,0.0516144527116337,0,0,0,0,0.0290859128461709,0,0,0.0458383929246187,0.0252428570034733,0,0,0,0,0,0,0,0,0.235152989452821,0,0,0,0.0162238614193933,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0691447498693502,0,0,0,0.181338182945287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777457123516163,0,0,0.0187689485140281,0,0,0,0,0,0,0,0.24515356825054,0,0,0,0,0,0.295598964465118,0,0,0,0.0141968895065727,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110690952250606,0,0,0,0,0,0,0,0,0.108870511784705,0,-0.0522015851056054,0,0,0,0,0,0,0,0,0.0272613974908203,0,0,0,0.0212914418130431,0,0,0,0.15328717319434,0,0,0,0,0.0990329900730714,0,0,0.0181132070012486,-0.0792779714973107,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0603906527681851,0,0.108824058059998,0,0.0103636847928933,0,0,0,0,0,0,0.103650590192297,0,0,0,0,-0.117145378077432,0,0,0,0,0.147073004580834,0.0144922275919856,0.047192017165961,0,0,0,0,0.0293229634560341,0,0,0,0,0.0306124525453163,0,0,0,0,0,0.0100582253303614,0,0,0,0.0578074754783114,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.159276675436123,0,0,0.630729894096771,0,0,-0.0131627851901983,0,0,0.335606469634526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243113969996181,0,0,0,0,-0.0309693242988096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990447279469253,0,0,0.061506973166305,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0513723068857685,0,0,0,0,0,0,0,0,0,0,0.202169671666831,0,0,-2.16840434497101e-19,0.0651752247243679,0.110300149046507,0,0,0,0,0,0,0,0,0,0.0362127299568401,0,0,0,0,0,0,0,0,0,0.126631113957724,0,0,0.0125742043205738,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0559508410923309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196288338553783,0,0,0,0,0,0.046044424026984,0,-0.0353137677395955,0,0,0,0.0565851567114114,0,0,0,0,0,0,0,0.11670932940011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0985804238895278,0,0,0,0,0,0.027210608179701,0,0,0,0,0,0.10663606110069,0,0.210371998778345,0,0,-0.0290827729001667,0,0,0,-0.0487183692953339,0,0.0974033559496942,0,0,0.151327241615207,0,0,0,0,0.104833810091656,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120854461276527,0,0,0,0,0,0,0,0,0,0,0,0.0720381970589779,0,0,0,0,0,0.0331278986580708,0,0,0,0.0222014174971973,0.487053804023161,0,0,0.0685631870660812,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,-0.107299980197352,0,0,0.0330678000906856,0,0,0,0,0,0,0,0,0.167581026381885,0,0,0,0,0,0,0,0.226757426674992,0,0,0,0,0.29283318671031,0,0.13083197255056,0.0302781593878144,-0.035503067740677,0,0,0,0,0,0,0,0,0,0.169875507647796,0,-0.0472685492895609,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,-0.0676999624864637,0,0,0,0,0,0,0,0,0,0.0888141584541614,0,0,0,0.136747752696557,0.131477930952081,0,0,0.155591837250207,0,0.0145864524819148,0,-0.0741024847801407,0,0,0,0,0,-0.0419992876964641,0.16346455356136,0.155075954516373,0,0.0279944594131117,0,3.46944695195361e-18,0,0,0.277130759899191,0.0948214106195672,0.287484140412099,0,0.0410496233453597,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034292217613209,0,0,0,0.0557550944442228,0.216063134707947,0,0,0,0.0878142371774839,0,0,0,0,0,0,0,0,0,0,0.0350040472260498,0.0396279093245016,0,0,0.0498058218179667,0.075313893030565,0.0396787112149746,0,0,0.0399342590079045,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0385800877999046,0,0.178089773040388,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0274286853290512,0,0,0,0,0.232229408382866,0,0,0,0,0,0,-0.00323682480473171,0.249614468640821,0,0,0,0,0,0,0,0.066442104273293,0,0,0,0,-0.107312402616815,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.23063000067068,0,0,-0.101608278192011,0,0,0.336869292315629,0,0,0,0,0,0.209239066922202,0,0.0771349163298562,0.209992646607487,0,0,0,0.1760912141185,0,0.10667715739949,0,0,0,0,0.313285091562196,0,0,-0.0540543988010976,0,0,0,0.419903665766805,0,-0.00980488674281666,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.146291444339389,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,-0.0255410835068338,0,0,0,0,0.00484222932211388,0.0276071724962418,0,0.0313550669712271,0,0,0,0.19611594885581,0,0.0734790577978245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00428805855998163,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,-0.0153786807132416,0,0,0,0.0139922774960334,0,0,0,0,0.183003361983337,0,0,0.0956871700996012,0.0153330002361872,0,0,0,-0.0288210427026976,0,-0.109785415542824,0,0,0,0,0,0,0,0,0,0.0455605563596352,0.082185606754462,0,0,0,0,0,0,0,0,0,0,0,-0.0268964216324145,-0.000722467849447439,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0.606459477714506,0,0,0,-0.0334576872854324,0,0,0,0,0,0,0,0,0,0.0429059021599748,0.0808106373806587,0.0260861229568677,0,0.0870364165207,0,0,0.0835655331678458,0,0,0,0,-0.0608010545720013,0,0,0,0,0,0,0.0412540285242672,0.0835243089490034,0,0,0,0,0.14837205909842,-2.16840434497101e-19,0,-0.0155630686846343,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115688429360591,0,0,-0.00769257548022799,0,0,0,0,0,0,0.127894704556314,0,0.0419869328862899,0,0,0,0,0,0,0,0.107906263482696,0.0661993063147704,0,0,0.0273391636423222,0,0,0,0,0,0.0131352696764793,0.0769689728176307,0,0.0194577323259831,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219451547414084,0,0,0,0,0,-0.121034229862348,0,0,0,-0.16481911746035,0.136301384059511,0,0.0354762510092756,0.166748699937197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249209719063274,0,0,0,0,0,0,-0.0931720110051638,0.0522290510024506,0.177977944855826,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0.0745922300250999,0,0,0,0,0,0,0,0,0,0,0,0.0586780827288069,0,0.0834408021717321,0,0,0,0.016912497057897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115044519465034,0,0,0.0402772023470364,0.00333395623450663,0,0,0,0.0292955101546921,0,0,-0.0256465949060851,0,0,0,0,0,0,0
X600352.SH,0,0,0,0.118927446592653,0,0,0,0,0,0.0888605526492714,0,0,0,0,0,0,0,0,0.147266855365445,0.221535917327838,0,0,0.037863476973154,0,0,0,0.0997706044708789,0,0,0,0,0,0,0.00819179938263852,0,0,0,0,0.0317016632160014,0,0,0,0.181334522662618,0,0,0,0,0,0,7.2413555305844e-05,0,-0.0132506865697533,0.00581804914933479,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247470425465543,0,0,0,0.106812811546535,0,0,0.000595758331086801,2.16840434497101e-19,0.133026672712553,0,0,0,0,0,0,0,0,0,0.18585719730998,0,0.00350212775916152,0,0,0,0,0.230207476649045,0,0,0.195930741145668,0,0.113255622167336,0,0,0.0256696256992737,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0.191111863662382,0.0500463526585874,0,0,0,0,0,0.00227858327550605,0,0,0,0,0,-0.0412788509234478,0,0,0,-0.0324725944596029,0,0,0.114343063839409,0,0,0,0,0.12993730687653,0,0,0,0,0,0,0,0,0,0.229295472915123,0,0,0,0,0,0,-0.0118334182287782,-0.0615120040350085,0,0,0,0,0,0
