,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600886.SH,X601600.SH,X600010.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600027.SH,X002271.SZ,X600111.SH,X000786.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600299.SH,X600176.SH,X002460.SZ,X600516.SH,X600583.SH,X000898.SZ,X002353.SZ,X601158.SH,X600489.SH,X000883.SZ,X600426.SH,X000709.SZ,X600219.SH,X600612.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0717546579830729,0.0782682659052786,0,0,0,0,0,0,0,0,0.0124767474817976,0.101996793674439,0,0.0401074010593387,0,0,0,0,0.0142249105041036,0,0,0,0,0.0310906674797126,0.0282535013711177,0,0.0441243782122974,0,0,0,0.0573758593109778,0,0,0,-0.0254935772469807,0,0,0,0,0,0,0,0,-0.0267583001767802,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0526101145217368,0,0,0,0,0,0,0,0,0.0400905813058657,0,0,0,0.00728840020544826,0,0,0,0.120984531034903,0,0,0,0,0,0,0,0.010252157891362,0,0,0,0,0,0,-0.0426056330084306,-0.0420509177477297,0,0,0,0,0,0,-0.013369276962529,0,0,0.0135924465809963,0,0,0,0.0136905331696791,0,0
X601088.SH,0,0,0,0.158687938748442,0,0.345898292202647,0,0,0,0.106212694478972,0,0,0,0,0,0,0,0,0,0,0,0,0.0183380303851807,-0.037319420733631,0,0,-0.00862323735863796,0,0,0,-0.0514646936055475,0,0,0,-0.0769993835840419,0,0,0,0,0,0,-0.157915960865273,-0.031751505482002,0,0.0880452412172318,0,0,0,0,0,0,-0.0322613885674166,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0100237090308482,0,0,0.019771417708551,0,0,0,0,0,0,0,0,0,0,0.396251896758555,0,0.0168454568282551,0,0.0481552461830344,0,0,0.0209489356417372,0,0,0,0,0,0,-0.00301745549182287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00782182703179515,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0338769261014114,0,0,0,0,0.02056832880399,0,0,0,0,0,0,0,0.154414386954024,0,0,0,0.0317393591759501,0.00859913468689564,0,0,0.137797839412027,0,0,0,0,0,0,0,0.0259573137515577,0,0,0,-0.0238454161502061,0,0,0,0,0,0,0,0,-0.0407999992985746,0,0,0,0,-0.0165422045324557,0,0
X600019.SH,0,0,0.246129133825004,0,0,0,-0.0612915529089179,0,0,0.0300762639820856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196765162558865,0,0,0,0,0,0.0741835955451315,0,0,0,0,0,0,0,0,0,0,0,0.0206428846498759,0,0,0,0,0,0,0.0296606319301337,-0.0121896137238631,0,0,0,0.0350069116564652,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107540247578474,0,0,0,0,0,0,0,0,1.24564627826254,0,0,0,0,0.0554255659961919,0.0852840086374001,0,0,0,0,0,0,0,0,-0.0277555352510394,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0720231336444197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230688845812654,0.0805117842750488,0,0.103997208536183,0,0,0,0,0,0,0,0.00366543630702139,0,0.0643488103885379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127325305061977,0,0,0,0,0,0,-0.0267828449430676,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.112811907017619,0,0.0992159761682786,0,0,0,0,0,0,0,0,0,0,0,0,0.0260027054668932,0.11234993445781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040854152681775,0,0,0,0,0.0217851712541552,0,0
X000708.SZ,0,0,0.279998790557852,0,0,0,0.1026810219932,0,0.0574410142698859,0,0,0,0.256551928790891,0,0.247492321209686,0,0,0,0.0890880171282241,0,0.182507907983955,0,0,0,-0.0415962654180949,0,0,0,0.134963314559555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255297791178931,0,-0.0324951882099473,0,0,0,0,0.0342517385412031,0,0
X600886.SH,0,0,0,0,0,0,-0.164119955821578,0,0.0734437140209253,0.123449452954267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937652651859828,0.0621838629698905,0,0,0,-0.113285643511396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240826473959456,0,-0.0341435259663778,0,0,0,0,0.0187184021320753,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0114948524216955,0,0,0,0.11739835018712,0,0,0,0,0,0,0,0,0.0190541114994231,0,0,0.0787145929989452,0.133571848754274,0.00512914719561408,0,0,0,0,0,0,0,0,0,0,0.0223657629457669,0,0,0,0,0,0.213969700883156,0,0,0,0.0416508678996135,0,0,0.00994661487930802,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.190668230493245,0,0,0,0,0,0,0,0,0,0,0,0,0.034790744028264,0,0,0,0.08875637199537,0.0374145422586811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117861902841572,0,0,0,0,0.0497787966220314,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0378334302889484,0.0656182660532086,0,0,0,0,0,0,0,0,0,0,0.187323128706501,0,0.0245949152964638,0,0.0323724765784311,0.00168692444677607,0,0,0.125992505167187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135463761007965,0,0.013835885263743,0.00830288739385039,0,0,0,0.0476330119703023,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0693800501476328,0.0251112046794427,0,0,0,0,0,0,0,0,0,0,0,0,0.0225207612146667,0,0,0.0352610588287825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585494260769439,0,0,0.285752748039478,0,0,0,0,0,0.020363921024644,-0.0343490424405719,0,0,0,0,1.38003690344109e-05,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0417318657068354,0,0,0,0,0,0,0,0,0,0,0,0,0.0343101290557788,0,0,0.0910110673232078,0.0642343152983681,0,0,0.032172318219678,0,0.122246560926048,0,0,0,0,0.0716963258111601,0,0,0,0,0,0,0,0,0,0,0,0.0375700652201399,0,0,0.00166489222902473,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0221881650440032,-0.00889618739064138,0,0,0,0,0,0,0,0,0,0,0,0.0186103960944114,0,0,0,0.000599596816132751,0.0531706880984226,0.105175203989781,0.113445281253719,0,0.0398586019207626,0,0,0,0,0,0,0,0,0,0,0.00279648106980494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303043917756346,0,0
X600795.SH,0,0,0,0,0.0653967616902408,0,0,0,0,0.0225641473042758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215709944412444,0,0,0,0.0938200385840157,0,-0.0136717913849948,0,0,0,0,0,0.0363411791329738,0,0,0,0,0,0,0.0413361090008252,-0.00214667113542671,0,0,0,0,0,0,0.0086416492732335,-0.00745196236923637,0,-0.00825375431639137,0,0,0,-0.00370965060268143,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.0322061552000886,-0.190719272901577,0,0,0,0,0,0,0,0,0,0,0,0.0506178251558861,0,0,0,0.33594547822491,0,0,0,0,0,0,0,0.0642829183853846,0,0.170471014768973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02388823851264,-0.00794909801357969,0,0,0,-0.0205701737739696,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761913900612899,0,0,0,0,0,0,0,0.0972174646687192,0.0134859246590981,0,0,0,0,0,0,0.0552159497491828,0,0,0,0,0,0,0,-0.0195625152919302,0,0,0,0,0,0,0,0,0,0.0468109581602145,0,0,0,0,0,0
