,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600010.SH,X002466.SZ,X000301.SZ,X601600.SH,X600188.SH,X002271.SZ,X000708.SZ,X600660.SH,X600011.SH,X601898.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600886.SH,X600219.SH,X000786.SZ,X000825.SZ,X000408.SZ,X600803.SH,X002080.SZ,X000959.SZ,X000723.SZ,X600795.SH,X601991.SH,X000932.SZ,X000898.SZ,X000807.SZ,X600295.SH,X000983.SZ,X600399.SH,X600808.SH,X600801.SH,X600027.SH,X600516.SH,X002326.SZ,X002192.SZ,X600096.SH,X000831.SZ,X600157.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0699528431132063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111187536297842,0,-0.0661102863325186,0,0,0.0559381494473646,0,0,0,0,0,0,0,0,0,0,0,0,0.008281220012338,0,0.0208603438639703,0,0,0.0695342340150543,0,0,-0.0506318505389833,0,0,0,0,0,0
X600028.SH,0.28798323467546,0,0,0,-0.00345265608157075,0,0,0,0,0.00687904550992472,-0.0868731273143282,0.0603827648343646,0,0,0,0.00880490213660737,0,0,0,0,0,0,0,0,0,0,0.00612182463752856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584866040547044,0,0,0,0,0.0289059315357324,0,0,0,0,-0.00826004129234639,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.0350186463550264,0,0.0708419749025328,0.0897245142180434,0,0,0,0,0.150545093447497,0,0,0,0,0,0.018938280449439,0.0243837861695719,0,0,0,0,0,0,0,0,0,0,0.0275346229009699,0,0.0542493225635387,0,0,0,0,0,-0.00775676922544349,-0.00331215099599263,0.00112226232255129,0.00656875216826348,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468631701144215,0.00225467757120328,0,0,0,0,0,0,0.0321917389652927,0,0,0.0266999430554791,0,0,0,0,0.026074184636744,0,0,0,0,0,0,0,0,0,0.0264055918209567,0,0,0,0.00491392949899378,0.0633067482106445,0,0,0,0,0,-0.0245481265151101,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.140685641648526,0,0.303107035159498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115169005593552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156230907951696,0.0178648633580289,0,0.100109310854057,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0206875109484411,0,0,0,0,0,-0.071519699498816,0,0,0,0,0,0,0,0,0.0591618905687754,0.0423226035755443,0,0,0,0,0,0,0,0,0,0,0.00350792256647521,0,0,0,0,0.658175409679786,0,0,0,0,0,0,0,0,0,0.0232710788319908,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.178055755445827,0,0,0,0.0180011437540227,0,0,0,0,0,-0.0491213412471434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215740730291151,0,0,0,0,0.224480356734443,0,0,0,0,0,0,0.0290864329222969,0,0,0,0,-0.0310120199466513,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399601407615523,-0.0299447597416959,0.0748989638028242,0,0,0,0,0,0,0,0,-0.0849330767340448,0.0494550545468443,0.00707259301711448,0,0,0,0,0,0,0,0,0,0,0,0,0.0541639610129747,0.0845059505002604,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.277850527492174,0,0,0,0,0.256512997604155,0,0,0,0,0,-0.0630330884181755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170496863500119,0,0,0,0,0,0,0,0,0.143553006634476,0,0,0,0,0,0.170122987386536,0,0.167405159995838,0,0,0,0.0277387125050519,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.322272476675255,0.010038008911681,0.28948550796672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.157702386666105,0,0.0280692743322954,0,-0.0297532084656994,0,0,0,0.0423637443822994,0,0.0247817077335259,0.0795808309018901,0.0244851700221325,0,0,0,0.0201790826895845,0,0,0,0,0,0,0
