,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X000807.SZ,X600219.SH,X601699.SH,X601991.SH,X600795.SH,X000786.SZ,X600096.SH,X000983.SZ,X600803.SH,X002353.SZ,X002080.SZ,X600801.SH,X000825.SZ,X000630.SZ,X600489.SH,X600141.SH,X600688.SH,X000932.SZ,X600027.SH,X000960.SZ,X600157.SH,X300073.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156486567505665,0,0,0,0,0,0,0,0,-0.0294837803188955,0.113047875815784,0,0,0,0,0,0,0,0,0,0,0.11792663496821,0,0,0,0,0,0,0,0.0167290603207624,0,0,0,0,0,-0.0179392901765816,0,0,0,0.0253019676932614,0,0
X601088.SH,0,0,0,0,0,0,0.0802064009231495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241180805119699,-0.0285418243922433,0,0,0,0.135768568141995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187313700503967,0,0
X600028.SH,0.111535179100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596630693647084,0,0,0,0.0839901538432239,0,0.031029795853828,0,0,0.0483474389881423,0,0,0,0,0,0,0,-0.0308739015723235,0.0209682572348534,0,0,0,0.00946020351287895,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125392084260695,0.0432289764728618,0,0,0,0.176295376770174,0,0,0.012533233094808,0,0.00654943609965519,0,-0.0499234310945554,0,0,0,0,0,0,0,0,0.0410520144239539,0.0348698311060666,0,0,0,0,0,0.148382403666267,0,0,0,0,0,0,0,-0.0135321446482786,0,0,0,0,0.00425198361302995,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129816968121938,0,0,0,0,0,0.434626676607465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170474505146402,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.414772393833147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838451151184451,0,0,0,0,0,0,0,0,0.133870473829091,0,0,0,0,0.119968570501034,0,0,0,0,0,0.132977014636275,0,0.0389763776795546,0,-0.00366416955695922,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.074721393802695,0,0,0,0,0,0,0,0,0,0,0.0568355838530091,0.101393812209914,0,0,0,0,0,0,0,0,0,0.0564664524225613,0,0,0,0,0,0,0.504418474274087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03108265276032,0.0833043590985938,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.246016901952522,0,0.474825515111404,0,0,0,0,0,-0.0321183027378703,0,0,0,0,0,-0.0964248687045444,0,0.265257007750374,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0464673740652413,0,0,0.0252540969905046,0,0,0,0,0,0,0,0,0,0.0150363283770277,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.128707590000992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.228148479475478,0.0370105846690118,0,0,0,0,0.257907112859463,-5.42101086242752e-20,0,0,0,0.0291102867227055,0,-0.00420414978427047,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.348033299171527,0,0,0,0,0,0,0,0.113246401798944,0,0,0,0,0,0,0.0600823843404085,0,0,0,0,0,0,0.0637930461198775,0,0,0,0,0,0.0761818210658472,0,0,0,0,0,0,0,0,0.0683538595518341,0,0,0,0,0,0,0,0,0.0117819279790283,0,0,0,0,0,0,0
