,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600795.SH,X600688.SH,X601991.SH,X300072.SZ,X601600.SH,X600660.SH,X600309.SH,X600547.SH,X600188.SH,X600886.SH,X600362.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X601158.SH,X600299.SH,X600008.SH,X000883.SZ,X600352.SH,X600176.SH,X600219.SH,X600578.SH,X002271.SZ,X000723.SZ,X000630.SZ,X600583.SH,X002460.SZ,X600021.SH,X000408.SZ,X000539.SZ,X000792.SZ,X000027.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256281746132021,0,0,0,0,0,0.0273533226598825,0,0,0,0,0,0.142830311020853,0,0,0,0,0,0,0,0,0,0,-0.00699523169551533,0,0,0,0,0,0,0.00401240681487075,0,0,0,0,0,0,0,0,0,-0.0122291754075635,0,0,0,0,0,0,0,0,-0.0121526584302269,0.00177343828494546,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0378417721592681,0,0,0,0,0,-0.133088572053478,0.00737445788793171,0,0,0,0,0,0,-0.0647001764452514,0,0.0854905773074015,0,0,0,0,0,0,0,0,0,0,0.0261425881756477,0,0,0,-0.0443663552049858,0,0,0,0,0,0,0,0,-0.00543192612126167,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0149153463521591,0.127312500948652,0,0,-0.0271752221484075,0.0190000751055802,0,0,0,0.00666143519406393,0,0.111934347475702,0,0,0,0,0,-0.00781997465393666,0,0.0860780841009098,0,0,0,0,0,0,0,0,0,0,0.0170896638534114,0,0,0,0,0,-0.059732429775528,-0.0221250415963162,0,0,0,0,0,-0.0114994281578387,-0.000838843019839688,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078044352868057,0,0.0877222190550555,0,0,0,0,0.0695130628630944,0,0.345812879692593,-0.039496781301025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120873514982335,0,0,-0.00185784839402754,-0.0134716246463147,0,0,0,0,0,0
X600011.SH,0,0,0.168567452813482,0,0,0,0,0,0,0,0,0.0715777012064595,0,0,0,0,0.0160314757488708,0,0,0,0.374106003131523,0.0572015990250805,0,0.0210518616221544,0.0297400008511773,0,0,0,0,0,0,0.0666734323756806,0,0,0,0,0,-0.0453054494008963,0,0,0,0,0,-0.0161101997950198,0,0,0,0,0,0,0.0617704404111813,-0.0414573675850411,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.161011972956727,0,0,0,0,0,0,-0.0063700132814575,0,0,0,-0.0738531160631385,0,0,0,0,0,0,0,0.10209887729614,0,0,0.0551074439695862,0,0,0,0,-0.0409395428190803,0,0,0,0,0,0,0,0,0,0,0,0.0844020626897986,0,0,0,0,0,0,-0.00994644516234314,-0.00193800110347828,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601717972094259,0,0,0,0,0,3.46944695195361e-18,0,0.00847711458653032,0,0,0,0,0.206827919714388,0,0,0,0,0.0891336173835696,0,0,0,0,-0.02024629321339,0,0,0,0,0,0,0,0,0,0.171267221281103,0,0,0,0,0.0206645567227751,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.0418437963907926,0,0,0,0,0,0,0,-0.116641673687823,0,0,-0.143983439605455,0,0,0,0,0,0.667165285488633,0,-0.161363404633037,0,0,0,0.192669115941773,0,0,0,0.375389085403271,0,0,0,0,0,0.139541117483253,0,0,0,0,0,0,0,0,0,0,0,0,0.000945441775147769,0.0872811520677561,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462817362004781,0,0,0,0.323127071441811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708949946595806,0,0,0,0.0731919550612196,0.0294296015678207,0,0,0,0,0,0,0,0,-0.0328718409112799,-0.00671329441268227,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.115416415979024,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0472343590765093,0.0259562158159778,0,0,0,0,0.042960932102782,0,0,-0.0130153399404851,0,0,0,0,0,0,0,0,0,0,0,0.0325421553179667,0,0,0,0,0,0,-0.0632229430041408,0.0801008560307081,0,0,0,0,0,-0.00317195776449685,0.0213791776090903,0,0,0,0,0,0
X600688.SH,0.279773135733672,0.308719657362469,0,0,0,0,0,0,0,0,0,-0.0562459986140705,3.3881317890172e-21,0,0,0,0,0,0,0,0,0.00471417549257524,0,0,0,0,0,0,0.000769558767059364,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203016594202231,0,0,0,-0.0152859503603265,0,0,3.46944695195361e-18,0,-0.0107797758555646,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.238761346505919,0,0,0,0,0,0,0,0,0,-0.045011458821744,0,0,0.106544507820348,0,0,0.0779088368539763,0,0,0,0,0,0,0,0.0397322018800493,0,0,0.0221703631126639,0,0,0,0,0.0879803282755293,0,0,0,0.00778813837077587,0,0,0,0,0,0,0,0.0462570976486481,0,0.027673842253794,-0.0414829415522349,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.425429402014888,-0.0547089374206174,0,0,0,0,0,0,0,0,0.464144928422395,0.655280038171608,-0.0621978583201855,0,0,0,0,-0.036317102358035,0,0,0,0,0,0,0,0,0,0.263534295155786,0,0,0,0,0,0,0,0,0,-0.137123862856356,0,0,0,0,0,0,0,0,0.0990184553713491,0.0342368647200968,0,0,0,0,0,0
X601600.SH,0.0329191417353197,0,0,0,0,0,0,0.0328680508845927,0,0,0,0.0352960049700323,0,0,0,0,0,0,0,0.294057813506667,0.293792708572685,0,0,0.0305792993037938,0.0439348865300738,0,0,0.016654761795505,0.113036610202773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287095979381913,0.00962090726829075,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.299478921366196,0,0,0,0,0,-0.0317903434517023,0.0816285441469249,0.0390471776706856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852002784912105,0,0,0,0,0,0,0,0,0,0,-0.0675169653144024,0,0.0150433063702,-0.0121198116408435,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.116591380713775,0,0,0.236390631574178,0,0,0,0.0514083147546242,0.069474090124664,0,0,0,0.0293640113134923,0,0,0,0,0,0,0.0167444763070084,0,0,0,0,0,0.1551896146994,0,0,0,0,0,0,-0.0290117506452212,0,0,0,0.44767490717246,-0.0400566624662634,0,0,0,-0.0169423709806062,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108904881164825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215443191260542,0.181449974124202,0,0,0,0,0,0.0563409433468107,0,0,-0.291840210473154,0,0,0.0770929156664792,0,0,0,0,0.122227232940514,0,-0.0191566864950904,0.0482440631734616,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.01421563132487,0.126392949582124,0,0,0,0,0,0,0,0,0,0,0.148201805925402,0,0.143324692769357,0,0,-0.0263489612080186,0,0,0,0,0,0,0,0,0,0,0,0.0605350749000552,-0.0915191154777267,0,0,0,0.0192003863597639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0898437375796047,0,0,-0.0954413721499495,0,0.204847970761051,0,0.00480611301746788,0.0799165947603412,0,0,0,0,-0.0177333315530322,0,0,0,0.0661401944003758,0,0,-0.078122731995524,0,0,0,0,0,0,0.0799320408608829,0,0,0,0,0,0,0,0,0,0.0432327830031595,0,0.10750772271607,0,0,-0.0466497039466169,0,-0.118124041175073,0,0.0156286785741114,-0.0191496994044961,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,-0.176408299296726,0,0,0,0,0.00900479193097404,0.0240221712736023,0,0,0,0,0,0.194030160839587,0,0,0.300222905237131,0,0.0586178268664743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433986743607989,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.246030937387724,0,0,0.0266840112296433,0,0,0,0.0722547882717651,0,0.0904361917124101,0,0,0,0,0,0,0,0.00894731718693632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245086534079326,0.0242541348906921,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.237838664425115,0,0,0.129248055647183,0,0,0,0,0,0,0,0.0160520706984966,0,0.147087426264796,0,0,0,0,0,0,0,0,0,0.509822304474991,0,0,0,0.260925399528668,0,0,0,0,0.202107285590924,0,0,0,0,0,0,0,0.244015591483686,0.381237930593061,0,0,-0.214818649285974,0,-0.013647932008222,-0.0158079708554021,0,0,0,0,0,0
