,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600516.SH,X600111.SH,X600886.SH,X600176.SH,X000898.SZ,X000786.SZ,X600352.SH,X000709.SZ,X002271.SZ,X000825.SZ,X600027.SH,X000792.SZ,X000553.SZ,X600299.SH,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X000883.SZ,X000959.SZ,X600426.SH,X000830.SZ,X002110.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.109255890322283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159263372289247,0,0.0343062136831336,0,0,0,0,0,0.0250379525124563,0,0,0,0,0,0.0484705103440308,0,0,0,0,0,0,0,0,0.108297879643558,0,0,0.057161932199142,0,0,0,0,0,0,-0.0103809508093117,0,0,0,0,0,0,0
X600028.SH,0.303744598755484,0,0.13225558020348,0,0,0,0,0,0,0.0520234926207095,0,0,0.0763701333134561,0.0320666951455164,0,0,0,0,0,0.105023443158332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147482414840394,0,0,0,0,-0.013556030221932,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.302563087860301,0,0,0,0,0,0.0513262771469907,-0.0320225396069963,0,0,0.0340477256110312,0,0,0,0,0,0.0270351361679019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124003015316839,0,0,0,0,0,0,0,0,0,0,0.0862584288880774,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.33434461955941,0,0,0,0,0.221111720436983,0,0,0,0,0,0,-0.00983408667105936,0,0,0,0,0,0,0,0.155738012432218,0,0,0,0,0.070145961945641,0,-0.056691690447999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419875336997566,-0.0436802364441291,0,0,0,0,0,0
X600585.SH,0,0,0,0.147523564926108,0,0,0,0,0,0.194633339295319,0,0,0,0.0627631415814423,0,0,0,0,0,0,0,0,0,0.0117111836169137,0,0.279608233138635,0,0,0,0,0,-0.0824631101496058,0,0,0.0223564736515023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578651266786231,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499341183025648,0,0,0,0.0815563601879197,0,0,0,0,0.0823560069793954,0,0,0,0,0,0,0,0,0,0,0,0.0498454629005981,0,0,0.0455434231547586,0,0,0.0222182163733906,0.057801924804774,0,0,-0.00245194475531922,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0220334791692532,0,0,0,0,0.161363385044142,0,0,0,0,0,0,0.0513176319933566,0,0.0195996971679008,0,0,0.0580235381447525,0,0,0,0,0,0.0396162814774513,0,0,0,0,0.0516474094029483,0.103619226272621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236145415540239,0,0,0,0,0,0,0
X601600.SH,0,0.0592223436427579,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411766393492783,0.00577460777979426,0,0,0,0,0,0,0,0.115963141364596,0,0,0,0.106847069429157,0,0,-0.146413261699482,0,0,0.288186216831261,-0.368344638955917,0,0,0,0,0,0,0,0.0604664193142067,-0.0563609536568338,0,0,0,0.218644124600442,-0.332994220142183,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.106797282947627,0,0,0,0.210928861868248,0,0,0,0.0843606853477799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112147305711924,0,0,0.184351391215958,0,0,0,0,0,0,0,0,0,0,0.0374657149365031,0,0,0.00454344989538446,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810104295889991,0,0,0,0,0,0,0,0,0.561241914096913,0,0,0,0,0,0,0,0,0.10112073755451,0,0,0,0,-8.67361737988404e-19,-0.0118103035510709,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395728181169378,0,0,-0.0980430833339356,0.236957238514858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508912308945598,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157247839240506,0,0,0,0,0,0,0.0248979551484498,0,0,0,0,0.231645445418516,-0.112111147767127,0,0,0.185377894944388,0.184251267711396,0,0,0,0,0,0,0,0,0,0,0.159231937691931,0,0,0,-0.0188168889745954,0.0204253964269095,0,0,0,0,0,0
X600688.SH,0,0.291878615593504,0,0,0,0,0.0629735648817684,0,0,0,-0.0537776880717354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499599068489803,0,0,0,0,0,0,0,0.048501596912463,0,0,0,0,0,0,0.0496634367414418,0,0,0,0,0,0,-0.0289408520258333,0.0134851266775613,0,0.0405983850318781,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280596215266694,0,0,0,0.0420522625867996,0,0,0.0322112097172795,0,0,0.186465058277879,0,0,0,0,0.13941397356436,0,0.327343871412344,0,0,0,0,0,0,0,0,0,0,0,-0.0430670391454958,0.0228522750302844,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0586501789584044,0,0,0,0,0,0,0,0,0,0,0,0.0131052761564238,0,0,0,0,0,0,0.0804652491888403,0,0,0,0,0,0,0.100435735823,0.0138079430909911,0,0,0,0,0,0.0211587397162859,0.023934651236336,0,0.0910359515844493,0,0,0.0138426927325808,0,0,0,0.0098077334545937,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121502330213789,0,0,0,0,0,0.105536761878483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219194178296969,0,8.67361737988404e-19,0,0,0,0.00174927634943897,-5.42101086242752e-20,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.763934681864765,0,0,0,0,0,0,0,0,0,-0.0112690347867494,0,0,0,0,0,0,0,0,0.200165656628373,0,0,0,0,-1.73472347597681e-18,0.0847024905305537,0,0,0,0,0,0,0,0,0.136158856065611,0,0,0,0,0.0016954520869341,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.142441749757068,0,0,0,0,0,0,0.236346667928775,0,0,0,0,0,0.164458453945637,0,0,0,0.0248294584734507,0,0,0,0.0579373073245927,0,0.167426175860755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724697542392831,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500213574510863,0,0.15575809396197,0,0,0.0665563151855224,0.102121493729373,0,0,0,0,0,0,0,0,0,0,0.0108334840630286,0,0.041345823175278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.140362228075335,0,0,0,0,0,0,0,0,0,0,0,0.100364192683328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307685454956434,0,0,0,0,0,0,0,0,0,0.65492072998494,0,0,-0.0261107010293353,0,0,0.0253665895154162,0,0,-0.00526777260617507,0,0,0,0,0,0,0
X600516.SH,0,0,-0.345025051032174,0,0,0,0,0,0,0,0.343992388567267,0,0,0,0,0,0,0,0.296345855062354,0,0,0.32564127706076,0,0,0,0,0,0,0,0,0,0.185414801648309,0.188738650815942,0,0,0,0,0,0,0,0,0,0.021039954087717,0.165863655975313,0.18840788823868,0,0,0,0,-0.0112067535921992,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06751154744024,0.0461625382022999,0,0,0.126921044636381,0,0,0,0,0,0,0,0.105306751648414,0,0,0.154874703347966,0,0,0,0,0,0,0.331182548471622,0,0,0,0.000119488293857377,0,0.00304194002078859,0,0,0,-0.00787321039106937,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0242772588862315,0.0482349695870586,0,0,0,0,0,0.0618450087114848,0,0.113487835627032,0,0,0,0,0,0.0218333795445075,0,0,0.121523301359813,0,0,0.0335299073875714,0,0,0,0,0,0,0,0,0,0.0134191946019771,0,0,-0.0116026625408737,0,0,0,0,0,0,0.000230637097023768,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0.169223493134077,0,0.0538849827406723,0,0,0,0.0345210812298259,0,0,0,0,0,0,0,0.36613591783259,0.0203878204032945,0,0,0,0,0,0,0,0,0.154148042242356,0,0,0,0,0,0,0,0.0138580432932053,0,0,0,0,-0.0344533056289923,0,0,0,0,0,0,0
