,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X000301.SZ,X600188.SH,X600660.SH,X000877.SZ,X000708.SZ,X600011.SH,X002271.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X000723.SZ,X600426.SH,X002080.SZ,X600803.SH,X300073.SZ,X000408.SZ,X600219.SH,X002326.SZ,X300037.SZ,X600688.SH,X601991.SH,X000959.SZ,X000831.SZ,X000786.SZ,X600399.SH,X600141.SH,X600795.SH,X600096.SH,X600516.SH,X000155.SZ,X000825.SZ,X600157.SH,X600352.SH,X600801.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00674983698994975,0.1300975633137,0,0,0,0,0,0,0,0,0,0,0,0,0.154469795094221,0,0,0,0,0,0,0,0.0179020601449987,0,0,0.028285727527527,0,0,0,0,0.182354169154423,0,0.00421715716284254,0,0,0,0,0,0,0,-0.0185759386428714,0,0,0,0,-0.0144114737363891,0,0
X600028.SH,0.0997963642119373,0,0,0,0,0,0,0,0,0,0,0,0.057546706490929,0,0,0,0.0314739853927015,0,0,0,0.0421591286838615,0,0,0,0,0,0,0,0,0,0,0,0,0.0894717386131147,0,0,0,0,0,0,0,0.00627628237211195,0,0,0,0.0707115083883013,0,0.0366052175627919,0,0,0,-0.0212931093321468,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0429152762720855,0,0.234788476759173,0,0,0.0557243176931836,0.0537723334749703,0,0,0,0.485336842020115,0,0,0,0,0,0,0,0,0,0.0379592282509941,0,0,0,0,0,0,0,0,-0.00102448565332289,0,0,0,0,0,0,0,0,0,0,0,-0.016505486694603,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0452338280523672,0,-0.0295588950139363,0,0.00845970787245962,0,0,0,0,0,0,0.249930104095244,0.103830692376538,0,0,0,0,-0.0725886305270558,0,0,0,0.0163536953486653,0.0162977843859782,0.155764403356479,0,-0.0790322254832123,0,0.0413960421633582,-0.021341175162512,0,0,0,0,0,0,0,0,0.00948574882184102,0.0207289892334923,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.557461229300928,0,0,0,0.0265907289045655,-0.034225160956987,0.215611079243017,-0.041413155066248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955744038964323,0,0,0,0,0,0,0.0162524231729522,0,0,0.0850808159492319,0,0,0,0,0,0,0,0,0,0,0,-0.000136561729723178,1.0842021724855e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0462294313054378,0,0,0,0,0,0,0,0.022313955333753,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162269039698747,0,0,0,0,-0.0138336041520555,0,0,-0.0343489738477533,0,-0.109652390719853,0,0,0,0,0,0,0,0,0,0,0.669591332601831,0,0,0,0,0.0244233886436897,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.107039284897225,0,0,0.292377543719085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214640260312775,0,0,0,0,0,0,0.172997710061868,0,0.209747108271677,-0.026345767878083,0,0,0,0,0,0,0,0,0,0,0,-0.00999878462282677,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.486688294573421,0,0.0322275542695309,0,0,0,0.0994055598635405,0.0561002249354095,0,0,0,0,0,0,0,0,0,0.0298579211600428,0,0,0,0,0,0,0,0.156465493544616,0,0.00818369727868066,0,0,0,0,0.0639094661927081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0892500978359034,0,0.11658075431039,0,0,0,0,0,0,0,0,0,0,0,0.0462253597373913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.065282305586545,0,0,0.229743505417902,0,0,0,0,-0.0202319319521068,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.100449658760035,0,0,0.231341054590131,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0959154007050593,0,0,0,0,0,0,0,0,0,0.255938987574678,0,0,0.000290968602553288,0,0,0,0,0,0,0.296317277025727,-0.191644764302382,0,0,0,0,0,0,-0.0469927215075966,0,0,0,0,0,0,0
