,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X000898.SZ,X600309.SH,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X002353.SZ,X002470.SZ,X000792.SZ,X600489.SH,X600863.SH,X600547.SH,X600098.SH,X600022.SH,X000629.SZ,X600623.SH,X600307.SH,X300072.SZ,X600808.SH,X600578.SH,X601918.SH,X600612.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.80838070839509,0.0233834488856834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479405422987686,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158114234682908,-0.00547941940201979,0,0,0,0,0,0,0,0,0,0,0,0,0.0640032670132137,0,0,0,0
X600028.SH,0.532844511240461,0,0.116963966260993,0.0234892634707229,0,0.0780246824005146,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0288433263220127,0,0.00353384909914993,0,0,0,0,0,0,0.0833787692731225,0.0267190227355289,0,0,0,0,0,0,0,0,0,0.0205748261747151,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0122122656619257,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.184209781985051,0.17017395534131,0.391084632680308,0,0,0,0,0,0,0,0,0,0,0,0.144727009988864,0,0,0,0,0,0,0,0,0,0,0,0,0.055819780518608,0,0,0,0,0,0,-0.129316592505425,0,0,0.0147516340665816,0,0,0,0,0,0,-0.00337254137723693,0.0212691847040011,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0547982593457279,0,0,0,0.458754529194395,0,0,0,0,0,0,0.145726215192182,0,0,0.0247961979896205,0,0,0.097924052845888,0.0871443883384483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0.0213790398030838,0,0,0,0.205626147882123,0,0,0,0,0,0,0,0,0,0,0.384660606829116,0,0,0,0,0.183208968117199,0.0356515717402967,0,0,0,0,0.0664571079883535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,3.46944695195361e-18,0,0,0.196677040088294,0,0.0235461199799179,0,0,0,0,0,0.0901333301016254,0,0,0.114378618691414,0,0.0401108528145355,0,0.017395396015175,0,0,0.0860533908477537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.309827833367034,-6.93889390390723e-18,0,0,0,0.117051656407351,0,0,3.46944695195361e-18,0.0470945965675066,0,0,0,0,0,0.138848398055046,0.0211560013981682,0,0.02715619864285,0.0354122734522402,0,0,0,0,0,0,0.0205814789923991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483808315746486,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.604487902452444,0,0,0,0,0,0,0,0,0.220169806083154,0.131240167618573,0,0,0,0,0,0,0,0,0.000206828951339229,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.139241379402003,0,0,0,-0.0471589021127012,0.0417102486153682,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0754973668646494,0,0.210745920949847,0,0,0,0.156803260421685,0,0,0,0.177840553197806,0.0670176375798404,0,0,0,0,0,0,0.00582759857361643,0,0,0,0,0,0.0880163713204307,0,0,0,0,0,0,0,0,0.0840229223762923,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.140375021779821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157216709491983,0,0,0,0.0353130781536133,0.0127853056265547,0,0.304818497337103,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.36979430473393,0,0,0.0633022304078771,0,0.0405581592441582,0,0,0,0,0,0,0,0,0.226172712780486,0,0,0.0916600304826833,0,0,0,0,0,0.011436782187838,0,0,0,0,0,0,0,0,0,0,0,0,0.0348269960897273,0,0,0,0.0248147967985348,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730428831555919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856752316344956,0,0,0,0,0.375996883979039,0,0,0,0,0.032828278678633,0,0,0,0,0,0,0,0,0,0,0
