,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X000708.SZ,X600660.SH,X601600.SH,X002271.SZ,X600010.SH,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600160.SH,X600378.SH,X000408.SZ,X600219.SH,X000933.SZ,X000723.SZ,X600096.SH,X600489.SH,X000831.SZ,X002080.SZ,X600348.SH,X000932.SZ,X600801.SH,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.194336021295536,0,0,0,0,0,0,0,0,0,0.00829549826816613,0,0,0,0,0.129079162007586,0,0.0205062690740684,0.0320875577926382,0,0,0,0,0,0.0612977104972109,0,0,0,0,0,0,0,0,0,-0.0462683936509764,0,0,0,0,0,0,-0.00405328743374629,0,0,0,0,0.0265412921003281,0,0,0,-5.42101086242752e-20,0.0111494677070469,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.241734687157011,0,0,0,0,0.0284877520704137,0.0441163945972552,0,0,0,0,0,0,0,0,0,0.0187120978743692,0,0,0.0332070261438885,0,0,0,0,0,0,0,0,0,0,0,0,0.00449340246556538,0,0,0,0,0,0,0,0.00139619708904461,0.0119381844928616,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0410046450716972,0,0,0,0,0.0447533288690394,0.12714320211045,0,0,0,0,0,0.0298355106964012,0,0,0,0,0,0,0,0,0.120887163846839,0,0.0775983490156957,0,0,0.0370408807074255,0,0,0,0,-0.0114173874070108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006541278565658,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0437898909510634,-0.108623522513194,0,0.0790707051648922,0,0,0.140333746087299,0,0,0,0.187578341907236,0.106384200780007,0,0,0,0,0,0,0,0,0,0,0.121161459865691,0,0,0,0,0,0,0,0,0,0,0,0,-0.156499964671368,0,0.100988892744023,0,0,0,0,0.0221085703638938,-0.0213393945026685,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345551463648476,0,0,0,0,0,0,0,0,0,0,0,0.127339418040226,0,0,0,0,0,0,0,0.155453248653365,0,0,0,0,0,0,0,0.135233227188821,0,0,0,0,0.00483416671116465,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.115852264578042,0,0,0,0,0,0,0,0,0,0.0972090047787032,0,0,0.145102422942229,0.132015622838083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260526480220639,0,0.0201875697100505,0,-0.0272374159665389,0,0.150532884419384,0,0,0,0,-0.0157540381490995,0,0.00601088452162806,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0193919906404933,0,0,0,0.586126997688944,0,0,0,0,0,0,0,0,0,0,0.010785619806826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123540719994534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143825634315796,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17404067507179,0.115573564428257,0,0.0881807030753803,0,0,0,0,0,0,0,0.0499382854032489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946064456066466,0.0630918062574255,0.0923714214398228,0,0,0,-0.00604276567453775,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0134516859991679,0,0,0.294666236601815,0,0,0.100437049823461,0,0,0,0,0,0,0,0,0,0.0117184081424034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478255974430224,0,0.108683019804357,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0395683636620435,0.543062750260708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15066338664139,0,0,0.0616781349598873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162217820997465,0,0.0200764494425107,0,0,0,0,0,0
