,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X300072.SZ,X600660.SH,X600362.SH,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X601991.SH,X600516.SH,X600111.SH,X000898.SZ,X600176.SH,X600886.SH,X000786.SZ,X000709.SZ,X000792.SZ,X000553.SZ,X002460.SZ,X600157.SH,X600352.SH,X002271.SZ,X600027.SH,X601699.SH,X600489.SH,X600299.SH,X600219.SH,X600808.SH,X000408.SZ,X000959.SZ,X002092.SZ,X000983.SZ,X002110.SZ,X600583.SH,X600426.SH,X601158.SH,X000883.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347405299878026,0,0,0,0,0,0,0,0,0,0.0688624105656879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153709650952044,0,0.000878633928741598,0.00294783846703252,0,0,0,0,0,0
X600028.SH,0.210001185943351,0,0,0,0,0,0,0,0,0,0.313184948217658,0,0,0.00908425152734663,0,0,0,0,0,0,0,0,0,0,-0.0261229170119504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159962678523006,0,0,0,-0.0772034519587741,0,-0.0040415622271582,0.00280150158390817,0,0,0,0,0,0
X601088.SH,0,0,0,0.0997112659963397,0.143724254963436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844193604890358,0,0,0,0,0,0,0,0,0.0512605892996825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150666011836086,0,0,-0.00297471919013314,0,0,0,0,0,0
X600019.SH,0,0,0.156213843752768,0,0.140785098365832,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0234125825449266,0,0.40279226639,0,0,0,0,0,0,-0.106146056987673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512172667432261,0,0,0,0,0,0,0.0147807010118075,-0.0063271193174954,0,0,0,0,0,0
X600585.SH,0,0,0.221573513639984,0,0,0,0,0,0.22766242049228,0,0,0,0,0.228468131960363,0,0,0,0.0579801483678384,0,0,0,0,0.114469969127733,0,0.135783880206244,0,-0.245825376422278,0.293862541618263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020310211018832,0,0,0,0,0,0,-0.0457079517825127,0.0729573740188738,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0867788597822486,0,0,0,0,0,0,0,0,0,0,0.0100482430245381,0.209601030127692,0,0,0,0.022458331538625,0,0,0,0.0123190149431286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705374394955687,0,0.00591259430786464,0.00331725443031267,0,0,0,0,0,0
X600309.SH,0,0,0.0843336000224756,0,-0.0710427820314617,0,0,0,0,0,-0.18912910844315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19666017709317,0,0,-0.0495604207536234,0,0,0,-0.0452676538801498,0,0,0,0,0,0.0900135575746973,0,0,0,0,-0.0331949333347555,0,0,0,0,1.73472347597681e-18,0,-0.044412782702457,0.067416951280531,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.00967315949718692,0,0.0409899842898077,0,0,0,0,0.0676908764727291,0,0,0,0,0,0,0,0,0,0,-0.0741195012088301,0,0,0,0,0,0,0,0,0,0.0189061691369026,0.000110037875388839,0,0,0,0,0,0,0,0,0.080020263350995,-0.0135299696316713,0.00595606228791321,0,0,0,0,-0.00206199729995766,0,0,0,0,0,0,0
X600188.SH,0,-0.12486546160097,0,0,0.177791366681127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701728364820269,0,0.0417644449319734,0,0,0,0.204283437340757,0,0,0,0,0.333263495848554,0,0,0,0.0573829145742625,0,0,0,0,0.0777760255626546,0,0,0,0,0,0,0.0187826077893692,-0.0113748992977144,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0194013978337455,0,0,0.163244934726193,0,0,0,0,0,0,0,0,0,0,0.00875105697952991,0,0,0,0,0,0,0.0357909282218238,0.0101618314572718,0,0,0,0,0,0.0996349435814885,0,0,0,0,0,0,0.0517643740528671,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0100058682474119,0,0,0,0,0,0
X600688.SH,0.199080500834172,0.270963346792897,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572528388856079,0,0,0,0,0,0,0,0,0,0.0602552738225285,0,-0.0425241003120546,0,0,0,0,0.0780998423966911,0,0.025543460012813,0,0,0,0,0,0,0,0,-0.0273458979977255,0,0,0,0,0,0,-0.0135726240809004,-0.0050984953475176,0.0341464647169417,0,0,0,0,0
X300072.SZ,0,0,0,-0.0406258187727082,0,0,0,0.199984416995241,0,0,0,0,0,0,0,0,0,-0.092556508970576,0,0.00624952574145223,0,0,0.144064982129765,0,0.0413574843496953,0,0,-0.0281722494954103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073816166368968,0,0.12464819198795,0,0,0.0463019981525521,0,-0.0180243736940113,0.0241813225822743,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14909100289594,0,0,0,0,0.113411907423765,0,0,0,0,0,0,0.00336393903712011,0,0,0,0,0,0,0,0,0,0,0,0,0.140206626897259,0,0,0,0,-0.0137393406330801,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.296276842844652,0,0,0,-0.0169606481817363,0.102304465216298,0,0,0,0,0,0,0,0,0,0,0.0581806698436788,0.35286616549357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021118501902375,0,-0.00493631410154534,-0.0464229171705621,0.0752150933470685,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0175976282620947,0,0,0,0,0,0,0,0.0555093647130315,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.10499555664069,0,0,-0.122826829308845,0,0,0.0794634437647552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110275384294526,0,0.00142898875225313,-0.00590983220649754,-0.206974930440544,0,0,0,0,0
X600795.SH,0,0,0,0.184945291914935,0,0,0,0,0.0181224467164768,0,0,0,0,0,0.0202033130674659,0,0.0592809259012344,0,0,0,0,0,0,0,0,0,0.0325482930207019,0,0.104432299898772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00105178616780435,0.0272871845278547,0,0,0,0,0,0
