,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X600111.SH,X600010.SH,X600489.SH,X002460.SZ,X000708.SZ,X002466.SZ,X600803.SH,X600160.SH,X600027.SH,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X002128.SZ,X600176.SH,X000408.SZ,X000630.SZ,X600096.SH,X000877.SZ,X600985.SH,X601168.SH,X000933.SZ,X600378.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600995.SH,X000883.SZ,X600352.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.340366066797137,0,0.161328621684594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360262884256712,0,0,0,0,0,0,0,0,0,0,0,0,0.0650773935141455,0,0,0,0,0.0183525504732337,0,0,0,0,0,0,0.109787473061952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0189998542305747,0,0.0225730567317563,0,0.2726791257505,0,0,0,0.0614394053384535,0,0,0,0,0,0,0,0,0,0,0,0,-0.060421508686607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163791341556495,0,0,0,0,-0.0131812248790762,0,0,0,0,0,0,0,-0.0253097959570494,0,0,0,0,0,0
X600028.SH,0.389231641959065,0,0,0,0.159912578884366,0.10528925636433,0,0,0,0,0,0,0,0,0.137669569627489,0,0,0,0,0,0,-0.0844029585722828,0,0,0,0,0,0,-0.014471934248732,0,0,0,0,0,0,0,0,0,0.0434079837125967,0,-0.00328377331908317,0,0,0,0,0,0,0,0,0,0,0,0,0.042722263082212,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140845685145411,0,0,0.145276107744772,0,0,0,0,0.0484243518399078,0,0.394080640301604,0,0,0,0,0,0,0,0,0.00614485762157548,0,0,0,0,0.0917779835293818,0.0347613506574017,0,0,0,0,0,0,-0.111918691119868,0,0,0,0,0,0,0
X601898.SH,0.144621634829177,0.55209630427275,0.11210518607043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131314832302922,0,0,0,0.0165381053762877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137494369001243,0,0,0,0,0.0706529417328144,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.17796847440618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107083545194673,0,0,0,0,0,0,0,0,0,0,0.43884526587783,0,0,0,0,0,0,0,0,0,0.258208774523441,0,0,0.0283084713908139,0,0,0,0,0,0,0,0.0908759011779366,0,0,0,0,0
X600660.SH,0,0,-0.124350793966192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.305159925071379,0,0,0.063484740906706,0,0,0,0.232107419671516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283904182846188,0,-0.0182409731565808,0,-0.184740017256357,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02604337854849,0,0.049132922748111,0,0,0,0.0900743557303678,0.190308534440337,0,0,0.442883432512397,0,0.0242557505840337,0,0,0,0,-0.0141378374529923,0,0.33484494831121,0.146008520716428,0,-0.0226555471330725,0,0,0,0,0,0,0,0,-0.0325326968310372,0,0,0,0.000427617329148165,0,0
X600019.SH,0.0972110707422161,0,0.178186976336029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119514737979863,0,0,0.298557513627453,0,0,0,0,0,0,0,0,0,0,0.0887503725512425,0,0,0,0,0,0,0.056269222877797,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285232445580535,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.169256214458538,0,0,0,0,0.139861780213904,0,0,0,0,0,0,0,0,0,0,0,0.0579216712643467,0,0.225523560265071,0,0,0,0,0,0,0,0,0,0,0.231364764134588,0,0,0,0,0,0,0,0,0,0,0,0,0.00516646063274962,0.0214796577655527,0,0,0,0,0,0
