,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X601699.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600219.SH,X600160.SH,X000408.SZ,X600688.SH,X000629.SZ,X300037.SZ,X000932.SZ,X600612.SH,X600096.SH,X000539.SZ,X600157.SH,X000933.SZ,X600985.SH,X002080.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.489248470111064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00496612166069668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332471882731778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148613074170434,0,0,0,0,0.0928446579938017,0,0,0,0,0,0,0
X600028.SH,0.709876171657731,0,0,0,-0.101335693397348,0,0,0,0,-0.0883415777782545,0.0756672552412753,0,0.0547519746475524,0.03057518159327,0,0,0,0,0,0,0,0,0,0,0,0.0282279365144349,0.0785710847843415,0,0,0,-0.0471888479104473,0,0,0,-0.0958766144999207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264241499244073,-0.0348346753770214,0,0,0,0,0,0
X601088.SH,0.0245100995509978,0,0,0,0,0,0,0,0,0,0.0823594379703042,0,0,0.0861072559277857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130881652216107,0,0,0,0,0,0,0,0,0,0,0,0.169845157308232,0,0,0,0,0.11157922521614,0,0,0,0,-0.008908878238309,0,0,0,0,0,0,0
X600309.SH,0.0181455994682726,0,0,0,0,-0.0468244259589177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536782216297947,0,0,0.203445292335324,0,0,0,0,0,0,0.0664714415186876,0,0,0,0,-0.0477807287616631,0,0,0,0,0,0,0,0,0.0499594011801357,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.136944681006276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176758239489163,0,0,0,0,0,-0.0264186474686276,0.151054991541555,0,0.246803272628746,0,0.00263177306133193,0,0,0,0,0,0,0,0,0.0230110605742263,0,0,0,-0.0781111766729132,0,0.105599557372395,0.151616981614812,0,0.0241076452937488,0,-0.0613576865750065,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0544425057124223,0,0,0.145405579397435,0,0,0,0,0,0,0,0,-0.0620424383649329,0.43937260365998,0,0,0,0,0,-0.140289221209519,0,0.0134104833758983,0,-0.0572912677432465,0,0,0,0,0,0,0,0,-0.165193782950545,0,0,0,0,0,0.0495212049061235,0,0,-0.00894790818773931,0,0,0,0,0,0,0
X600019.SH,0,0.037915225807638,0,0,0,0,0,0,0,0,0,0,0,0.0329250863083284,0,0,0,0,0,0,0,0,0.0468182779673651,0,0.00629072733092468,0,0,0,0,-3.46944695195361e-18,0.12343571439999,0,0,0,0,0,0.0167736881267973,0,0,0,-0.0549414631526893,0,0,0,0,0,0,0,0,0,0,0.15794404197738,-0.0344756297764396,0,0,0,0,0,0
X600585.SH,0,0,0,0.016567495138568,-0.0194216311349455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324453890593011,0,0.124831031205503,0,0,0,0,0,0,0,0.157690009656256,0,0,0,0,0,0,-0.0332017733682944,0,0,0.00869471548742233,0,0,0,0.0175718953171823,0,0.0920148128646691,0,-0.0551467164402599,0,0,0.00836090704277492,0,0,0,0,0,0,0
X002460.SZ,-0.0301481135983372,0,0,0,0,0,0,0,0,0.717447628861594,0,0,0,0,0,0,0,0,0,0,0.174330241227923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166852510303932,0,0,0.0823649540858402,0,0,0.0141465114028874,0,-0.045743142423761,0,0,0,0.0396361248504174,0,0,0,0,-0.00526651963878633,-0.0107542922716626,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.051249454272256,0,0,0,0,0.530969340316656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885142243519358,0,0,0.0510388878531441,0,0,0,0,0.0278555455245286,0,0.058412472342311,0,0.126694977019967,0,0,0.0188410796448259,0.000140892684176147,0,0,0,0,0,0
X601898.SH,0,0.107199883104008,0.16783826991229,0,0.160601858745421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345034668986071,0,0,0,0,0,0,0.0575254551104655,0,0,0,0,0.0190713861416138,0,0,0,0,0,-0.0656136617869925,0,0,0,0,0,0,0,0,0,0,0.0752392716761095,-0.0487820212765103,0,0,0,0,0,0
