,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X600583.SH,X000709.SZ,X000539.SZ,X601158.SH,X600309.SH,X601992.SH,X000027.SZ,X000898.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X600022.SH,X000792.SZ,X601918.SH,X600307.SH,X000629.SZ,X600863.SH,X002470.SZ,X600098.SH,X600808.SH,X600578.SH,X600489.SH,X600623.SH,X000825.SZ,X000060.SZ,X000878.SZ,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.783429491068233,0.0164661895507746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729523264093643,0,0,0,0,0,0,0,0,0.0312715129447826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145894552971005,-0.0149259822518708,0,0.0293501171523262,0,0,0,0
X600028.SH,0.402620696791823,0,0,0,0,0,0,0.19083129706457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192281157804922,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0324945136623506,6.93889390390723e-18,0,0.144612664165495,0,0,0,0,0,0,0,0,0,0,0,0.00505383133813682,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.250661749444511,0,0,0,0,0,0.251562845712129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568758703817561,0,0,0,0,0.116630478565335,0,0,0,0,0,0,0,0,0,0,-0.00525007688820697,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.52934014828689,0,0.275312225346708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.20192572551711,0,0,0,0,0,0,0,0,0.141266258206505,0,0.281058449764991,0,0,0,0.0162900246502929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163517321092251,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150815585965956,0,0,0,0,0.00792172190266211,-0.0126450539439556,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56861092312076e-06,0,0,0,0,0,-0.0253339396171562,0.0253205292392065,0,0,0,0,0,0
X600585.SH,0,0.034685818496046,0,0.0490274180440251,0,0,0,0.137302798835132,0,0,0,0,0,0,0,0,0,0.18757581306788,0,0.00627186709663231,0,0,0,0.113338155928364,0.0500941691232728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210493842168269,0,0,0,0,0,0,0
X600019.SH,0,0,0.209749548897928,0.135016421693409,0,0,0.0333688993971785,0,0,0,0,0,0.0643850601681266,0.0407575330491085,0,0,0,0,0,0,0,0,0,0,0,0,0.357849466132538,0,0.012678988593257,0,0,0,0,0,0,0,0,0,0.048664661144978,0,0,0,0,0,0,0,0,0,-0.00142792437152839,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.171960243677392,0,0,0,0,0,0,0,0,0,0,0.0180143375767968,0,0,0,0,0,0,0,0,0,0,0.180639179424561,0,0,0,0,0,0,0.0937151649145536,0,0.272713099472012,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0975398502802546,0,0.0363311814100182,0,0.0211513102980754,0,0,0,0,0,0,0.0645784165754648,0,0,0,0,0.0452699567122608,0,0,0.0648693194245202,0,0.018526261568413,0,0,0,0,0,0,0.159278203846471,0,0,0.022542515932724,0.190415160689955,0,0,0.140599755207423,0,0,0,0,-0.00956566172104172,0,0,0,0,0,0,0
