,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600111.SH,X600886.SH,X600516.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X002271.SZ,X000709.SZ,X600027.SH,X600299.SH,X000553.SZ,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600549.SH,X000883.SZ,X600583.SH,X600315.SH,X600808.SH,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.288605215321957,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-1.73472347597681e-18,0,0,0.145070197133021,0,0,0,0,0,-8.67361737988404e-19,0,0.0392285288652312,0,0,0,0,0,0,0,0,0,0.0463686834507207,0,0,0,0,0,0,0,0.0535203766384383,0,0.0344242835697976,0,0,0,0,0.0183060345689987,0,0,0,0,0,0
X600028.SH,0.16076093865842,0,0.0765955522697457,0,0,0,0,0,0,0,0,0,-0.00918529017586373,0,0.07744397645077,0.199854579798185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.0202251829864793,0,0.319831605395856,0,0,0,0,0,0,0,0,-0.00980640192787079,0,0,0,0,0,0,0,0,0,-0.013284930245297,0,0,0,0,0,0,0,0,-0.0788458140351755,0,0,0,0,0,0.357940566397208,0,0,0,0,0,0,0,0,0,0,0,0.0276428896550847,-0.023968305673058,0,0,0,0,0,0
X600019.SH,0,0.0930429747205863,0.177517607680531,0,0.0526913832141686,0,0,0,0,0.0824403479270974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580862758873208,0,0,0,0,0,0,-0.00555810991868156,0,0,0,0,0,0.0988414215801479,0,0,0,0,0,0,0,0,0,0,0,0.026961128928703,-0.0572475811030591,0,0,0,0,0,0
X600585.SH,0,0,0.316850560499946,0.224601118397432,0,0,0,0,0,0.0867256558856234,0,0,0,0,0.0819272776574429,0,0,0,0,0,0,0,0,0.0109295042508086,0,0.1556989828442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278462174413716,0,-0.0226952202468583,0.0161866280790413,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0332845766417544,0,0,0,0,0,0,0,0,0,0,0.135297352749204,0,0.00695600202298787,0,0,0,0,0,0,0,0,0,0,0,0,0.0497836492232104,0,0,0,0,0,0,0,0,0,0.0681399737511837,0,0.0286009582794832,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.216481049285853,0,0,0,0,0,0,0,0,0,0,-0.00513571846639626,0,0,0,0,0.0793286834005096,0,0,0,0,0,0,0,0.0483008078961008,0,0.280851687217702,0,0.173416953702077,0,0,0,0,0.119650158547321,0,0,0,0.0119549535054358,0,0,0,0,0,0,0,0,-0.020446923975219,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.120399023560802,0,0,0.370484516789447,0,0,0,0,0,0,0,-0.428150911569246,0,0,0,0,0,0,0,0,0,-0.208083715730367,0.0613939740825697,0,0,0,-0.169546793925048,0,0,0,0,0,-0.410606700011217,0,-1.38777878078145e-17,0,0,0,0,0,0,0.307862726183554,0,0.0629993325316385,-0.14103899885983,-0.635599017081668,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0490650433268648,0,0,0.125822018600168,0,0,0,0,0.276674444303817,0.0121908737458824,0,0,0,0.0379373685182233,0,0,0,0,0,0,0.0853523030995401,0,0,0,0,0,0,0,0,0,0,0.041271711890697,0,0,0,0,0,0.0689507768814202,0,0.0662681352768574,0,0,0,0,-0.00644174720106194,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109580936119055,0,0,0,0,0.170891387279825,0.262859081137684,0.196931577322008,0,0.0214001304076304,0,0,0,0,0,0,0,0.0517238091542929,0,0.431681440168196,0,0,0,0,0,0,0,0,0,0.000263746441928517,0,0,0,0,0,0,0,0,0
