,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X000539.SZ,X600111.SH,X600362.SH,X600188.SH,X002075.SZ,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X000883.SZ,X002353.SZ,X600021.SH,X000027.SZ,X600660.SH,X000629.SZ,X600808.SH,X000878.SZ,X000792.SZ,X600863.SH,X000959.SZ,X002470.SZ,X000060.SZ,X600307.SH,X000825.SZ,X600578.SH,X300072.SZ,X600098.SH,X600489.SH,X000012.SZ,X600547.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.605094014173202,0.037146400514614,0,0.0325302612925618,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106063892830892,0,0,0,0,0,0,0,0,0,0,0,0,0.0518108462835048,0,0,0,0,0,0,0,0,0,0,0,0.00609844454543487,0,0,0,0,0,0,0
X600028.SH,0.0162352823017065,0,0,0,0,0.11888836534066,0,0,0.0670920290019378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0427811477967167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00241716917546108,0,0,0,0,0,0,0
X601088.SH,0.0159951980630522,0,0,0.154476142896227,-8.67361737988404e-19,0.112887472284085,0,0,0.145298891978607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297445746315427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195813183612509,0,0,0,0,0,0,0,0,0,0,-0.0195916995693552,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0305098091443165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877042422512807,0,0,0,0,0.107673062476637,0,0,0.149383844936328,0.220614606097535,0,0,0,0,0,0.251713122418155,0,0,0,0,0,0,0.0353288829238802,0,0,0,0.00911619198812343,0.0168030605074125,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0443588708789262,0,0,0.139140043415593,0,0,0.137103659740734,0,0,0.0655124318815632,0,0,0,0,0.00814290814704119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429067803732835,0,0,0,0,0,0,0,-0.00456550542182853,0.00337533512653914,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.156750822566695,0,0,0,0,0,0,0,0,0,0.122452033755344,0.0324272110753762,0,0,0,0,0,0,0,0,0.333898931162642,0,0,0,0,0.00366754669247657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.109106305191562,0,0.0427107425138782,0.113841845383822,0,0.0561087854524934,0,0,0.0396943520337656,0.0474021433457913,0,0,0,0,0,0,0,0,0,0.0298429999707399,0,0,0.132025725797379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194943307932879,-0.0197527884611361,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.00599202364655257,0,0.0678800881226353,0,0.00198419365085266,0,0.0858839177710605,0,0,0,0,0,0,0.0246211250841623,0,0,0,0,0,0,0,0.173243055989373,0,0,0,0,0,0,0.297151102207651,0,0,0,0,0,0.0937263228491803,0,0,0,0.0128661102088413,0,0,0,0,0.00278379713602439,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.208304168600269,0.338691588602606,0,0,0,0,0,0,0,0.2704551740266,0,0.0221845606919073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211584644843918,0,0,0,0,0,0,0,-0.0240754035890023,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.163087502494897,0,0,0,0,0,0,0,0.101846768414562,0,0,0.279159447037431,0,0,0,0,0,0,0,0,0,0,-0.0876381716306632,0,0.0875016315071789,0,0,0,0,0,0,0,0,0,0,0,0,0.0552687974580487,0.0164245416051779,0,0,0,-0.0254313433151249,0,0,0.00305481433220885,-0.0134698535892515,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0339909238276002,0,0,0,0.135614669370998,0,0,0,0.0636623617111093,0,0,0,0,-1.0842021724855e-19,0.0687546654146383,0,0,0,0,0,0.0534287728015191,0,0.115784686295153,0,0,0,0.0823615826978186,0,0,0.0487917943534724,0,0,0,0,0,0.00488335578480129,0,0,0,0,0,0,0,0,0,0,-0.0129758813511735,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.125075574014341,0.140897573402477,0,0,0.219370971965614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787312021812472,0,0,0,0,0.1060624230211,0,0,0.0581450192249199,0,0,0,0,0,0,0,0,0,0.0386008231125346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0136304762222379,0,0,0,0,0,0,0,0,0,0,0,0,0.453635121023424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228556057548968,0,0,0,0,0,0,0,0,0
X000709.SZ,0.0537370461608078,0,0,0,0,0.112039485691268,0,0,0,0.219671751784594,0,0,0,0,0.076552810956169,0.199906784563952,0.0617936173808377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067461381364042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153397870519894,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0395957776597258,0,0,0,0.125143275087949,0,0,0,0,0,0,0,0,0,0,0,0,0.0551858268565679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528990204326422,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101210821135886,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224899449408155,0.0232713556796304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979411348452688,0.214012705846116,0,0,0,0,0,0,0,0,0.0724246612462279,6.93889390390723e-18,0,0.0903526342958433,0,0.120075103847191,0,0,0,0,0,0,-0.0101515944004773,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0.0507768013545326,0,0,0,0.0441118555824605,0,0,0.0765350641342399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591164286804473,0,0,0,0.0320303409483613,-0.0205741437789578,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0470595487478585,0,0.0372733100661738,0,0,0,0,0,0,0,0.0482843980826758,0.108249061963469,0,0,0,-1.73472347597681e-18,0.0583184961113236,0,0.0080442925088247,0,0,0,0.0692705223175795,0.105160784687438,0,0,0,0,0,0,0,0,0,0.173481370991573,0,0,0,0,0,0,0,0,-0.0128540699454272,-0.0124656926452205,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793492249244968,0,0,0,0.0509441935340766,0,0,0,0,0,1.73472347597681e-18,0.0129239687887146,0,0.210522794100877,0.0930681688252189,0,0,0,0,0,0,0,0,0.0537655586886677,0,0,0,0,0.317660656399999,0,0,-0.0213624809359005,-0.00597775458975293,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.118775797137817,0,0,0.0217364558931803,0.0735456320269475,0,0,0,0,0,0,0,0,0.368951001035168,0.171684876509318,0,0,0,0,0,0.0167551028839001,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.118046192197957,0,0,0,0,0.00979360636597569,0,0,0,-0.0125233431907588,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404296368916878,0,0,0,0.423869566796115,0,0,0,0,0,-0.0284677669599264,0.0284091135709024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15503069558222,0,-0.136172448438377,0,0,0.0373235643995043,0,0,0,0,0,0,0.0157635322630447,0.0202038674202961,0,0,0,0,0,0
