,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X000807.SZ,X601991.SH,X600176.SH,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X300037.SZ,X600688.SH,X600612.SH,X000629.SZ,X600801.SH,X600096.SH,X002128.SZ,X000959.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.975721911872337,0.0245268022491872,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0592045363289942,0,0,0,0,0,0,0,0,-0.146205391196236,0,0,0,0,0,0,0,0,-0.0319157178609176,0,0,0,0,0,0,0,0,0,0.063425400131972,0,-0.136656881847666,0,0,0,0,0,0.0033593367188717,0.0048450301433914,0,0,0,0,0,0
X600028.SH,0.537942386294496,0,0,0,0,0.118266053194679,0,0,0.00817838063265274,0,0,0,0,0,0,0,0,0.0586621220658639,0,0,0,0,0,0.0230152332797084,0,0,0.0125611140866816,0.0733596455708591,0,0,0,0.0524661454490641,0,0,0.0143281673471326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125876365720531,0,0,0,0,0,0,0
X601088.SH,0.0556763522221851,0.0535943559766747,0,0,0.115945142507793,-0.0102777036636352,0,0,0.234792779917261,0,0,0,0,0,-0.0199373481520297,0,0,0,0,0,0,0,0,0,0,0,0,0.0278817484761795,0,0,0,0,0.1404870706019,0,0,0,0,0,0,0.00501682205520962,0,0,0,0,0,-0.0229283222469002,0,0,0,0,0,0.00716644875904691,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0523069542956515,0,0,0,0,0.167512385805693,0,0,0.0192741372626895,0,0.0587363443251275,0,0.088973144641423,0,0,0,0,0,0,0,0.088717232733753,0,0,0.0606330501527739,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673504570462137,0,0,0,0,0,0.0305210416439776,0,0,0,-0.0714331289428968,0.0151898000258541,0,0,0,0,-0.250442640565111,0,0
X600188.SH,0,0,0,0,0,0.123681949459632,0,0,0.207807088945053,0,0,0,0,0,0,0,0,0,0,0,0.00307691607133595,0,0,0,0,0.00172633034849599,0,0,0,0.477613639360871,0,0,-0.134596149757268,0,0,0,0,0.0695581476997396,0,8.67361737988404e-19,0,-0.0341546317885912,0,-0.0455935672712209,0,0,0,0,0,0,0,0.00389454868810846,-0.00549533515766269,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0472395771591523,0,0,0,0,0,0,0,0.143451325964908,0,0,0,0,0.0678573468198539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214547409972162,0,0,0,0,0.285308090608627,-0.0518195471610742,0,-0.0986796673358453,0,0.102957224657303,0,0,0.104570707887613,0,-0.0873422668270648,-0.0160875513405435,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453631810063823,0,0,0,-0.0247760869543468,0,0,0,0,0.0772173219955126,0,0,0,0.0638831126213487,0,0,0,0,0,0,0,0.470737116437162,0,0,0,-0.026874728657539,0,-0.000617891259461497,0,0,0,0,0,0,0
X600011.SH,-0.0317839118074977,0,0,0,-0.0962638543538352,0,0,0,0,0,0,0,0.306500050481648,0.0555842605583486,0,0,0,0,0,0,-0.133458935686344,0,0,-0.000485923003315958,0,0,0,0,0.773426454994941,0,0,0,0.0753406323433554,0,0.104658909056237,0,0,0,0,0,0,0.0378529066370215,0,0,0,0,-0.0774313709551862,0,0,0,0,-0.00595267304719617,0,0,0,0,0,0,0
X601898.SH,0.0533617282646192,0,0,0,0.183464381181582,0.020193588098817,0,0,0,0,0,0,0,0,0.0619419280605857,0,0,0,0,0,0,0,0,0,0,0.244499037442503,0.112021362375139,0.0493790471986267,0,0,0,0,0,0,0,0,0,0,0,0.0704551264338452,0.0796705367782711,-0.0147588343952985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125316724995716,0,0,0,0,3.46944695195361e-18,0.025702104463845,0,0,0,0,0,0,0,0.426301587063771,0,0.0398483545869674,0,0.0505474457370926,0,0,0,0,0,0,0,0,0,0,0.0925161908887487,0,0.081084101081822,0.0307129072241583,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0278058230722591,-0.0175362942088485,0,-0.138544839834217,0,0,0,0,0,-0.00330103819706414,0,0,0,0,0,0,0,0,0,0.0977546965650673,0.0920893865705116,0.503351652209811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494153769576996,0,-0.018445862951722,0,0,0.228280853877882,0,0.0257120802639879,0,0,0,0,0.0770532906416218,0.08287805672903,0,0,0,0,0,0,0,0,-0.0579127419765635,0,0.0183106246474493,0,0.107289359112134,0,0,0,0
X600886.SH,0.0703850566839908,0,0,0,0,0.021847068801351,0,0.261080499510336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236217928422784,0.0720129614080954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162180330081989,0.0500162143712903,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.136857222474035,0,0,0,0,0,0,0,0,0,0.334213684375053,0,0.0154809421047044,0,0,0,0,0,0,0,0,0.00429282647710545,0,0,0,0,0.000804532184742386,0,0,0,0,0,0,0,0,0.0151973766113861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750647595547278,0,0,0,0,0,0,0,0,0.0647977555749164,0,0.0100785176590041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0220713911358777,0,0,0,0.0625249405694959,0,0,0.00208584492066283,0,0,0,0,0,0
X002460.SZ,0.00627297587007797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801336708913381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354621186128898,0,0,0,0,0,0,0,0.0938818921263383,0,0,0,0,0,0,0,0,0.0619463019863638,0.0190526251041558,-0.0261555597519017,0,0,0,-0.0810914139575428,0,0
X600111.SH,0,0,0,0,0,-0.0280625938679318,0,0,0,0.189065550781933,0,0,0,0,0.355473896989844,0,0,0,0,0,0,0,0,0,0,0,0.0501482256586407,0,0.0315183074274026,0,0,0,0,0,0.023284312286276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213785352779305,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.167737031221267,0,0.00203630664246542,0,0,0,0,0,0,0,0.0317548622742806,0,0,0,0,0,0.117411244421054,0,0,0.238931743202402,0,0,0,0,0,0,0,0.00710299871470367,0,0.0570733714346082,0.117843193276743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105397275899276,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107218027608529,0,0.277215599737857,0,0,0,0,0,0,0,0,0,0.0363477123805427,0,0,0,0,0,0,0,0,0.000392848052019087,0,0,0,0,0,0,0,0.019908770515973,0,0.0148358313021366,0,0,0.123462675146787,0.0302249197188437,0,0.0215833482796511,-0.0241076096068809,0,0,0,0,0,0
X000301.SZ,0.0217569193320703,0,0,0,0,0,0,0,0,0.0750962558653379,0,0,0,0,0.245352993474184,0.0157167877165997,0,0,0,0,0,0,0.0920674141779412,0,0.0654679207958974,0,0,0,0.00552628469914544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498471516816745,0,0.100393570713964,0,0,0,0,0,0,-0.01471070395923,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.0671653885809363,0.0630811592454402,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0149418302596935,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.171593687032025,0,0,0,0,0,0.044174542874334,0,0.0820961793606686,0.202157808755696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00429361463709689,0,0,0,0,-0.254172578787721,0,0
X600795.SH,0,0,0,0,0.0309638596488431,0,0,0,0,0,0,0,0,0,0,0.0926300231716563,0,0.112010811438448,0,0,0,0,0,0,0,0,0,0,0.226056894758262,0,0,0,0,0,0,0,0,0.0275671982406325,0,0,0,0.122685037516728,0,0,0,0,0,0,0.0675056208323239,0,-0.128601429577639,0.0088029782916611,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.110927084629176,0,0,0,0,0,0.0695196064633262,0,0,0,0,0,0,0,0,0,0.163936480497345,0,0,0,0,0,0,0.0500191222403838,0,0,0,0.0180129081552439,0,0,0,0,0,0,0,0,0,0,0,0,0.0381179086572888,0,0,0,0,0.156123503618271,0,0,0,-0.00114565023545564,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,-0.0468669026594905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532848043466663,0,0,0.109746435061218,0.0802187658385431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339768586481238,0,0,0,0,0,0.021798772727549,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.187789663290218,0,0,0,0,0,0,0,0.098717953675366,0,0,0,0,0,0,-0.174665244358135,0,0,0,0,0.0212229236994875,0,0,0,0,0,0,0.0905902373082878,0,0,0,0,0,0.0152886252358042,0,0.154573094318264,0,0,0,0.336610714223549,0,0,0,0,0.104926928176722,0.00631619239917809,-0.00585478074132288,0,0,0,0,0,0
