,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X600886.SH,X300072.SZ,X601992.SH,X600111.SH,X000898.SZ,X600176.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X000792.SZ,X600299.SH,X000709.SZ,X000825.SZ,X600426.SH,X000408.SZ,X002271.SZ,X000830.SZ,X601158.SH,X601699.SH,X600315.SH,X600157.SH,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600583.SH,X600339.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0859125977694774,0.200391601962337,0,0,0,0,0.0292363470805365,0,0,0.0385981015162817,0,0,0,0,0,0.0684203394252438,0,0.0280657237937574,0,0,0,0,0,0.0722937040555143,0,0,0,0,0.0266249654179994,0.0689462047497927,0,0,0,0,0.0224270506275031,0,0,0,0,0,0,0,0,0,0.00674935694941656,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0.204342816461784,0,0.220437465677744,0,0,0,0,0,0,0,0,0,0.477561761214806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102938133851207,0,0,0.105265088161491,-0.0288432107702534,0,0,0,0.0711041265536981,0,0,0,0,0,0,0,0,0,0,-0.0226624205825319,0.00648906283996293,0,-0.111165899177558,0,0,0,0
X601088.SH,0,0,0,0.282695795461759,0.0801591497852202,-0.0809459924440602,0,0,0,0,0,0,0.0404879288039019,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381842815429162,0,0,0,0,0,0,0,-9.98606079080791e-05,0,0,0,0.362745461134733,0,0,0,0,0,0,0,0.0588714986598435,0,0,0.00954771200703787,-0.0046461062284831,0,0,0,0,0,0
X600019.SH,0,0,0.295713058909547,0,0,0,0,0.188512600847355,0,0,0,0,0,0,0,0,-0.128829521368551,0,0,0,0,0,0,0,0,-0.0487521033119958,0,0,0,0,0,0,0.22608507713114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174850198228347,0,0,0,0,0,0,0
X600585.SH,0,0,0.240989653764252,0,0,0,0,0.10843870687821,0,0,0,0,0,0,0,0,0.0842575058698535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360461071961478,0,0,0.217142406087636,0,0,0,0.0635683905014092,0,0,0,0,0,0,-0.0553897229157868,0,0,0.0629588921173466,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.049100193620269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758873689121168,0,0,0,0,0.238743282659511,0.00107550474270876,0,-0.233042089921873,0.0222872392508538,0,0,0,0,0.241717855183593,0,0,0,0,0,0.0133654730217915,0,0,0,0,0,0.0519170796261199,0,-0.030320154692975,-0.00959441419328423,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105798786831062,0,0,0,0.157840961309529,0,0.00903566271584452,0,0,0,0.0334554124354428,0,0,0,0.0939410808135445,0,0.0995612038412943,0,0,0,0,0.0217710305996598,0,0,0,0.0433931666392371,0,0.0499543035622653,0.0848234479282912,0,0,-0.00938674978674147,0.00951290736060089,0,0,0,0,0,0
X600188.SH,0,0,0,0.120404027274131,0,0,0,0,0,0.15695457595479,0.087542029423004,0,0,0,0,0,0,0.0210932420512398,0,0,0,0,0,0,0.163736910266106,0,0,0,0,0,0,0,0,0,0,0,0.0265333896801565,0,0.313466605931521,0,0,0,0,0,0.0525776904638539,0.317182408019538,0.116568270263066,0,0,-0.0255649278238266,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0970483012097718,0,0,0,0,0,0,0,0,0.00940057516614167,0,0,0,0,0.0244657004414223,0.0113153700083125,0.133274739520685,0,0,0,0,0,0,0,0,0,0,0,0,0.0364264562696464,0,0,0,0,0,0,0,0,0,0.00217937122575632,0,0,0,-0.0138687747771206,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0624315430337224,0,0,0,0,0,0,0,0,0,0.469959222708062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103631307091591,0,0,0,0,0,0,0,0,0,0,0,0,0.029541781147959,-0.001186484783853,0,0,0,0,0,0
