,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X600516.SH,X002271.SZ,X600489.SH,X000786.SZ,X000898.SZ,X600176.SH,X600299.SH,X002460.SZ,X002466.SZ,X000709.SZ,X601158.SH,X600426.SH,X000883.SZ,X600612.SH,X000629.SZ,X600219.SH,X002353.SZ,X600583.SH,X000630.SZ,X000027.SZ,X000553.SZ,X000825.SZ,X000401.SZ,X601699.SH,X600985.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239172978266598,0,0.0720788944894515,0.062443201785944,0,0,0,0,0.0109937294462631,0,0,0,0,0.027630136199536,0.0703714517031925,0.000797910127255567,0.00995826174173158,0,0,0,0,0,0.0534053247195321,0,0,0,0,0,0,0,0,0,0.0255313007980836,0,0,0,0,0,0,0,-0.0139197851349536,0,0
X600028.SH,0,0,0.0328391089878869,0,0.0766320978457229,0,4.33680868994202e-19,0,0,0,0,0,0,0.0568072690346107,0,0,0.0177996289348317,0,0,0.0264682627780594,-0.0424015295544623,0,0,0,0,0,0,0,0,0,0.0510001198432466,0,0,0,0,0,0,0,0,0,0.0297177945886412,0,0,0,0,0,0,0,0,0,0,-0.0233629473032939,0.0227221969286085,0,0,0,0,0,0
X601088.SH,0,0,0,0.262100632231698,0,0,0,0,0,0,0,0,0,0.155476861991452,0,0,0.0606010011043962,0,0,0.0206432670216269,0,0,0,0,0,0.100668171475054,0,0,0,0,0.00886024946302542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.00973137912448416,0,0,0,0,0,0,0,0.0658267703534784,0,0.140172039977876,0,0,-0.0743036607228764,0,0.390256057660425,0,0,0,0.190607957346645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130516385105443,0.00356079085283342,0,0,0,0.0250889863282634,0,0
X600309.SH,0,0,0,0,0,0,-0.00781661411394451,0,0,0,0,0,0,0,0,0,0,0,0,0.120166508947319,0,0.0622628128084977,0,0,0.131497437371889,0,0,0,0,0,0,0.111495194351832,0,0,0,0,0,0,0,0,0,0,0,0,0.160566467253677,0,0,0,0,-0.0577966213670009,0,-0.0219189648244552,0.0535047353585356,0,0,0,-0.0209356015204054,0,0
X600019.SH,0,0,0,0,0.0472891760918197,0,0,0,0,0,0,0,0.130247589924097,0.0221061722599041,0,0,0.0414352781105264,0,0,0.0313798523807526,0,0,0,0,0,0,0,0,0,0,0,0.0225079079102382,0,0,0,0,0,0,0,0,0,0,0,0,0.151374941832852,0.0323287554212425,0,0,0,0,0,0,0.00554315459371871,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.296377791167727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733486612181121,0,0,0,0,0,0,0,0,0,0,0.070668024836314,0,0,0,0,0,0,0,0,-0.0747498548319145,0,0,-0.0444966892673957,0,0,-0.0209504935694775,0,0,0,0.0375287538389598,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804520777398031,0,0,0,0,0.0744454855691008,0.449977671076305,0,0,0,0,0,0,0,0,0,0.0135567575303247,0,0,0,0,-0.044819566377252,0.0239494207878875,0,0.0989743876747566,0,0,0,0,0,0,0,0,0,0,0,-0.00362614641948409,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0100653811761474,0,0,0,0,0,0.0021752983626762,0,0,0,0,0,0,0.119773153319926,0,0,0,0,0.0540471835573523,0,0,0,0,0,0,0.0255443421348861,0,0,0,0,0,0,0.0364394565336526,0,0,0,0,0,0,0,0,0,0.23591926371937,0,0,0,0.00360956575614266,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0187412926425011,0,0,0,0,0,0,0.16709519593206,0,0,0.105021002343948,0,0,0,0,0,0,0,0.0242785512338925,0,-0.0177905116983116,0,0,0,0.0362172857724495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451878833966146,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247330517582715,0.0191412381830046,0,0,0,0,0.033788755969677,0,0,0,0,0,0.059338494445079,0,0,0,0,0,0,0.0376662659828202,0,0,0,0,0,0,0,0,0,0.0332761738078134,0,0,0,0.0141342788593634,0,0,0,0,0,0
