,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X000708.SZ,X600010.SH,X600803.SH,X600027.SH,X600160.SH,X600111.SH,X002460.SZ,X601991.SH,X600426.SH,X000301.SZ,X000983.SZ,X000807.SZ,X002466.SZ,X000877.SZ,X601699.SH,X600219.SH,X000630.SZ,X002128.SZ,X000786.SZ,X000933.SZ,X601168.SH,X600176.SH,X600985.SH,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000027.SZ,X002409.SZ,X002271.SZ,X000932.SZ,X600282.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.641248333714802,0,0,0,0,0,0,0.0855175954682199,0,0,0,0,0,0.0614197689332959,0,0,0,0,0,0,0,-0.0567894467446385,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493500581628398,0,0
X601088.SH,0.310947350638986,0,0,0,0.0404112199749442,0,0.179010510946397,0,0,0,0,0,0,0,0,0,0.0199977873549492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994302793658817,0,0,0,0,0,0,0,0,0,0,0,0.0135880084472315,0,0.0115966737614054,0,0,0,0.0370914949731536,0,0.0273292620959741,0,0,0,0,0,0,0
X600028.SH,0.506801833313129,0.0236917985080232,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268241061629154,0,0,0,0,0,0.0089376354377272,0,0,0,0.0338191533146582,0,0,0,-0.0202151390421852,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.210319108711408,0,0,0,0,0,0,0,0,0,0,0.13239520591273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802864880484929,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0719247065135399,0,0,0,0,0,0.0687682093503247,0.00456646846283652,0,-0.0154335812779483,0,0,0.203887723094377,0,0.0235836811076286,0,0,-0.0117415333352035,0,0,0,0,0.00692813111611892,0,0
X601898.SH,0,0,0,0,0,0,0.130149002064311,0,0,0.0442553601027113,0,0,0,0,0,0,0,0.0657270050516559,0,0,0.0323037479518325,0,0,0,0,0,0,0,0,-0.0188599685872701,0,0.261157187471625,0,0,0.0270002409255234,0,0,0,0,0.196921285294657,0,0,0.0103349688362244,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.135041068107082,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.187664791631386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503632332981833,0,0,0,0.0555567971541762,0,0,0,0,0,0.248745710957779,0,0,0,0.0230374055460395,0.0337256516157506,0,0,0,0,0,0
X600188.SH,0.170070190040014,0,0,0,0.203994628918822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293304098705456,0,0,0,-0.0590633920807911,0.00931140993264771,0,0,0,0,0,0,0,0,0,0,0,0,0.230648654025023,0,-0.041447395950363,0.00279587237109794,0,0,0,-0.0400305811179179,0,0
X600011.SH,0.0523835142824664,0,0,0,0,0,0,0,0,0,0,0,0,0.161840132835994,0,0,0,0,0,0,0.198951781535418,0,0,0,0.344381343626554,0,0,0,0,0,0,-0.0511627213859002,0,0,0.0392308315139288,0,0,0,-0.00256823931411666,0,0,0,0.0501124065752475,0,0,0,0,0,0,0,0,0.0517268330096286,0,0,0,0,-0.0786746547021334,0,0
X600886.SH,0,0,0,0,0,0,0,0.111105164745782,0,0,0,0,0,0.112118312146479,0,0,0,0,0,0,0,-0.127128007915845,0,8.67361737988404e-19,0.0202758788368887,0,0,0,0,0,0,0,0,0,0,-0.0519182815586651,-0.0340987296538584,0,0,0,0,0,0.134188825635169,0,0,0,0,0,0,0.0132455519933045,-0.105216474115567,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120067332130449,0,0,0,0,0,0,0.264456560882736,0,0,0,0,0.26124613836379,0,0,0.285552579302291,0.0537768425526878,0,0,0,0,0.103496510782608,0,0,0,0,0,0,0.026446122175923,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.108359253582819,0,0,0,0,0.10844031680459,0,0,0,0,0,0,0,0,0,0,0,0.0515884939868057,0,0,0,8.67361737988404e-19,0,0.0467589184470187,0,0,0,0,0,0.0860497158575549,0,-0.0573555075213573,0.0634721667902466,0,0,0,-0.0313696625927023,0,0,0,0,-0.0327279928248809,0.0302971126781935,-0.0102800877246719,0,0,0,0.0503016788836406,0,0
X600660.SH,0,0,0,0,0,0,-0.118278973520459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140182672015728,0,-0.0569176804869946,0,0.0555033704629385,0,0,0,0,0,0,0,0,0,0.0028682027754623,0,0,0.0346851065286018,0,0,0.0505650919197373,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00662004406288921,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710469270815314,0.0180967737924805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181960894769106,0.151416819160221,0.015332303251821,0,0,0,0,0,0,0,0,-0.0715470887866157,0,0,0,0,-0.0532398164683815,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.384905143104312,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0306807946391357,0.328868109700547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091653740506577,-0.0240320734690373,-0.00992528893111104,0,0,-0.00795630997452725,0,0,0.0473268717656408,0,0,0,0,0,0,0,-0.0252758236670029,0,0,0,-0.0091723764348438,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812013599671069,0,0,0,0,0,0.0382894801623656,0,0.237260638212078,0,0,0,0,0,0.0464264831718062,0,0,0,0,0,0,0,0.0544192474109161,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421587492183523,0,0,0,0,0,0,0
