,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X600188.SH,X601600.SH,X300072.SZ,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000723.SZ,X000408.SZ,X000898.SZ,X600583.SH,X600352.SH,X000883.SZ,X600549.SH,X000983.SZ,X000027.SZ,X000539.SZ,X000959.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X000012.SZ,X002460.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0627333420792853,-0.0132067843332288,0,0.0189562442456677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408193715445755,0,0,0,0,0,0.00981237427682728,0,0,0,0,0,0.0384518668610148,0,0,0.0101717500813406,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.00381217757044493,0.0250197637639553,0,0,0.0256000485831294,0,0.00705884992971712,0,0,0,0,0,0,-0.0438259653753029,0,0,0,0,0,0,0,0,0,0,0,0.0219880746003861,0,0,0,0,0.0396546890313957,0.0712913274761232,0,0,0,0,0,0,0,0,0,0,0,0,-0.00917722840702814,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.156757261781156,-1.73472347597681e-18,0,0.0769113567847061,0,0,0,0,0,0,0.0476894699506373,0,0,0,0,0,0.00449766444459722,0,0.0360904551892222,0.00454416209393704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325970380813703,0,0.0552795050023977,0,0,0.061032070574609,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.125603813349924,0,0.00132736404934066,0,0.064000251285329,0,0.0280530096755614,0,0,0,0,0,0,0,0,0,0,0,0,0.0343842961383394,0.0162373510756233,0,0,0,0,0,0,0,0.111435060992139,0,0.141653552180537,0,0,0,0,-0.0776639175172235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00677514104129846,0,-0.0237465155320726,0,0,0,0,0,0,0,0,0.145459685053401,0,0,0,0,0,0.015232616007268,0,0,0.0348036688689415,0,0,0,0,0,0,0,0,0,0.0907088671888244,0,0,0,0,0,0,0,0,0,0,0.0088123378082102,0.137253386509386,0,-0.00497826302976524,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0058337634424273,0,0.132570436657423,0,0,0,0,0,0,0,0,0,0.124401878269816,0,0.132721366361688,0.134704558104636,0,0,0,-0.0908696984572503,0,0,0,0,0,0,0,0,0.0890322670625039,0,0,0,-0.0209831189135656,0,0,0,0,-0.0219659989503365,0,0,0,0,0.015359929344258,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0481769025016798,0,0,0,0,0,0,0,0,0,0,-0.0287319648245361,0,0.0230838178465746,0,0.00567294156079002,0,0,0,0.00132187493511136,0,0,0,0,0,0,0,0,0.02876435066633,0,0,0,0,-0.00558185398382571,0,0,0,0,0.00687096384053465,0,0,0,-0.0640956481627196,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735319543278674,0,0.0572755594183555,0,0,0,0.0906688363981613,0,0,0,0.0739519176238901,0,0,0,0,0,0.0856293613387214,0,0,0,0,0,0,0,0.00352545208868443,0,0,0.405625052666364,0,-0.00401542617827471,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.126139314020976,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419307985633777,0,0,0,0.0414837735907061,0,0.0168609522069163,0,0.0230129558566394,0,0,0,0,0,0,0,0,0,0.167506874026658,0,0,0,0,0.0946242169233632,0,0,0,0.0730532947319454,0,0,0,-0.00512607801573884,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656128007784014,0,0.104240152454204,0,0.141606821315279,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176283788347177,0,0,0,-0.155336352587892,0.0972646687699436,0,0,0,-0.0991056432483785,0,0,0,0.029852268400109,0.144744501251248,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,-0.00928400957394592,0,0,0,0.0167529783578231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442615429767304,0,0,0,0,0,0,0,0.0630004611417491,0,0.0493481056796135,0.0638734745739219,0,0,0,0,0.0100648124017995,0,0,0,0,0,0.0536789932584124,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.219359959574186,0,0,0,0.0173384946281924,0,0,0,-0.0666842304758104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000499149747979523,0.624493280359067,0,0,0,0,-0.106201279704784,0,0,0.165631611472893,0,0.134819974454451,0,0,0,0.0292951673569447,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.000851316473125153,0,0.0687592227266915,0,0,0,0,0,0,0,0,0.0171927211275121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112278104281129,0,0,0,0.0101162989975757,0,0,0,0,0.0023954826039037,0,0.140541818338648,0.212420498471129,0,-0.0597570257971899,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244263531072446,0,0,0.0684363536285635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375836389465573,0,0,0,0,0.0546815220740131,0,0.195691818370152,0,-0.0258416148967369,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171657707213725,0,0,0,0,0,0,0,0,0,0,0.0183415271584465,0,0,0,0,0.200511362904429,0,0,0.0278959506965279,0.0489942319742829,0,0,0,0,0.120870007262077,0,0,0,0,0.0185260459527915,0,0,-0.0230555109292861,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,-0.0307992786133812,0,0,0,0,0,0,0,0,0,0.304033423704984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130242290177691,0,0.0595710540894792,0,0,0,0,0,0,0.016681703897697,0,0,0.0092532330299617,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0584729086754906,0,0,0,0,0.0506218798213419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392641489008206,0,0,0.310086542483532,0.130464581972259,0,0.0106399978853321,0,0,0,0,0,0,0
