,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X002466.SZ,X600362.SH,X600795.SH,X600688.SH,X600111.SH,X600188.SH,X002460.SZ,X600547.SH,X601991.SH,X300072.SZ,X600516.SH,X600660.SH,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X600489.SH,X000959.SZ,X000983.SZ,X600549.SH,X000723.SZ,X600219.SH,X600352.SH,X002092.SZ,X000408.SZ,X601699.SH,X000630.SZ,X000807.SZ,X000553.SZ,X601158.SH,X000825.SZ,X000883.SZ,X000792.SZ,X600008.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837268033002435,0,0.0149324481827235,0,0,0,0,0.0177330087208389,0,0,0,0,0,0,-0.00575400821182193,0,0,0,0,0,0,0,-0.0280535551217872,0.0104658539702449,0,0.0738305671864306,0.00805367569628775,0.0818049156069441,0,0,0,0,-0.00842042655328441,0,0,-0.00623073734151569,0.0121621686809973,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.120836304804762,0,0,0.0243179554839465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148283362651107,0.0887791165044745,0,0,0,0,0,0,0,0,0,0,-0.000472416293293793,-0.0520387073478196,0,0.00785183279514442,0.000947061610551672,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127367506971568,0,0,0,0,0,0.25471002836102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106827446653829,0,0,0,0,0,-0.0206922645804689,0.00386703132395386,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241633002027527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221992831229063,0,0,0.0201562491971964,0.0581402098853839,0,0,0,0.0163494672704073,0,0.050299869343496,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0134678771807909,0.00672021796387437,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0362772835334909,0,0.138788197554596,0,-3.46944695195361e-18,0,0,0,0,0.168419612527711,0,0,0,-0.12308142986184,0,0,0,0.0896188908337531,0,0,0.0321712557070555,0,0,0,0,0,0,0,0,0,0,0,0,0.11399067608632,0.0552118451593912,0,-0.0408127011822406,0,-0.18803937745102,0,0,0,0,-0.0150577934000852,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086369709505984,0,0,0,0,0,0.105908635235094,0,0,0.0664109714686527,0.106994300675047,0,0,0,0,0,0,0,0.174334341824906,0,0,0.217180570071308,0,0,0,0,0,-0.028602415799147,-0.00581196529503444,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0197709047613197,0,0,0,0,0,0,0,0,0,0.0234740833272861,0.106688557546585,0,-0.0209814984970149,0,0,0,0,0,0,0,-0.0403660939949435,0,-0.0931872324001121,0,0,0,0,0.0904701119906798,0.129679984425473,0,0.0442485409877563,0,0,0.0291421871345815,0,0,0,0,0,0,0,0.0180573033523968,0.00921010566874533,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0945159059490713,0,0,0,0.141000168770852,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119876138731429,0,0,0,0.0162311220144437,0,0,0,0.051562463708107,0,0,0,0,0,0,0,0,0,0.0139877940188094,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0510088955198065,0,0,0,0,0,0.0561089021760255,0,0,0,0,0,0,0,0,0,0,0.316041424359553,0,0,0,0,0,0.0250127116599409,0,0,0.126098177188077,0.067208161162321,0,0,0,0,0,0,0,0,0,0,0.0703059120994972,0,0,0,0,0,-0.0107328310076536,0.00792858271302616,0,0,0,0,0,0
