,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600010.SH,X000301.SZ,X002271.SZ,X000708.SZ,X601600.SH,X600660.SH,X600188.SH,X601898.SH,X600011.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X600219.SH,X000786.SZ,X000723.SZ,X600803.SH,X000408.SZ,X600295.SH,X000959.SZ,X000825.SZ,X000932.SZ,X000898.SZ,X601991.SH,X000831.SZ,X600399.SH,X000807.SZ,X600795.SH,X002080.SZ,X000983.SZ,X600808.SH,X600516.SH,X002192.SZ,X601699.SH,X600801.SH,X300037.SZ,X600352.SH,X000683.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.128458989428597,0,0,0,0,0,0,0,0.00545775549559977,0.0038323329057583,0,0,0,0.00524111545149057,0,0,0,0,0,0,0,0,0,0,0,0.043811511508868,-0.0687806472189585,0,0,0,0.00981889226389446,0,0,0,0,0,0,0,0,0.00942368720887462,0,0,0,0.0603422227579749,0,0,0,0,0.0266690067725649,0,4.33680868994202e-19,-0.0439459959461371,0,0,0,0,0,0
X600028.SH,0.287062469654086,0,0,0,-0.0157696850711502,0,0,0,0,-0.0750372307523403,0,0.0620965310385328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131752942453245,0,0,0.0251747255718215,0,0,0,0,0,0,-0.0039919980799447,0,0,0,0,0,0,0,0,0.0655889098085543,0,0,0,0.0206418196116812,0,-0.00023064217789952,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319170964269964,0,0.100498006917596,0.0275466493450203,0,0,0,0,0,0,0.0110743401075753,0.0243284908946234,0.00987013457950138,0,0,0,0,0,0,0,0,0.012685084270223,-0.000639470158959796,0.0810058084283604,0,0,0.0654566928290108,0,0,0,0,0,-0.130642527585084,0,-0.0196048041600655,0.00834875726992162,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.101155223488456,0,0,0,0.085958932265745,0,0,0,0,0,0,0,0,0.158869850589245,0,0.00171736929405787,0,0.0221007695182738,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0429573800663406,0,0,0,0,-3.46944695195361e-18,-0.00332838153325301,0,0,0,0,0,0,0,0,-0.00521832535534094,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.292504221406361,0.243691695507494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712532616676656,0,0,0.0415129164128683,0,0.137621876641811,0,0,0,0.0452673658399027,0.00883360546136665,0,0,0,0,0,0.00263064973302321,0.0640741949936504,0,0,0.0425965907474143,0,0.217338488585044,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0274990717568465,0.00557794515431556,0,-0.074082855371314,0,0,0,0,0,0,0,0,0,0,0.0513311847578925,0.0399869171023177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672881440850442,-0.0144547895673069,0,0,0,0,0.0306226748021754,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.121491102721518,0,0,0,0,0,0.0905004005105918,0,0,0,0,0,0,0,0,0,0,0,0,0.0359303611898279,0.0887369065124849,0,0,0.244020013416375,0,0,0,0,0,0,0,0.107398172197803,0,0,0,0,0,0,-0.0138663963361319,0,0,0,-0.0617592683489191,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448481117549377,0,0,0,0,0,0,0,0,-0.166766418740217,-2.71050543121376e-20,0.0680038172437869,0.0639481834635131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101596344877241,0,0.0372948814317085,0.0878039043259614,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.321609972415552,0,0,0,0,0,0.371158954221381,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102319840911711,0,0,0,0,0,-0.0563070899203233,0,0,0,0,0.221950818301091,0.217195244120432,0,0,0,0,0,0,0.163510201459873,0,0,0.0334765348827356,0,0,0,0,0.0291953685968488,0.0025425920885236,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.307869245733673,0,0,0,0.172693768412703,0,0,0,0,-0.10638731523844,0.207284708115493,0,-0.148539884710362,0,0,0,0,0,0,0,0.125705383311019,0,0,0,0.29986278642784,0,0,0,0,0,0,0,0.0887259571993708,0,0,0,0,0,0,0.0923809135358187,0,0,0,0,0,-0.0237464753004814,0,-0.0503121332621583,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0689612623163504,0.263618659719805,0,0.366863494060608,0,0,0,0,0,0,0,0,-0.0482936196025152,0,0,0,0,0,0,0,0,0,0,-0.0502898453394132,0,0,0,0,0.197683017790619,0,0,-0.0366239029388371,0,0,0,0.0502218084734226,0,0,0.0200006392953972,0,0,0,0,-0.0417313896709554,0.0199153135034747,0,0.0297815150969002,-0.0649187458222234,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265866982825244,0,0,0,0,0,0,0.249988589117075,0,0,0,0,0,0,0,0.261298588594309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3037991086683,0,0,0.255341108574101,0,0.0773657495967945,-0.102467583695083,0,0,0,0,0,0
