,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X002460.SZ,X600176.SH,X600111.SH,X600299.SH,X000709.SZ,X300072.SZ,X000629.SZ,X000825.SZ,X600339.SH,X600352.SH,X600808.SH,X600583.SH,X000553.SZ,X600801.SH,X002110.SZ,X000786.SZ,X600426.SH,X000301.SZ,X601158.SH,X000883.SZ,X600219.SH,X000792.SZ,X000932.SZ,X000408.SZ,X600489.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.164366475997836,0,0,0,-0.0656724694111405,0.0863434567231881,0,0,0,0,0.0651229742753524,0,0,0,0,0,0,0,-0.0654417888730989,0,0,0,0,0,0,0,0,0,-0.0462682812288318,0,0.154487999065404,0,0,0.0616328268790291,0,0,0,0,0.0720537891305436,0,0,0,0,0,0,0,0,0,-0.0759582060207539,0.0149828325913746,0.00742068933386631,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00388544612600158,0,0,0.0324041200671216,0,0.148727550345751,0,0,0.0906455478901157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434073662350769,0,0,0.0845312705417204,0,0.087331174812001,0,0,0,0,0,0,0,0,0.0306048241874851,0,-0.00418108606385006,-0.0168068376508939,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0184332566545042,0.0237226633686421,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467821462417315,0,0,0,0,0,0,0,0,0.00845740660917258,0,0,0.41461005255782,0,0,-0.0139491520097053,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.123546655588132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843528766767451,0,0,0,0,0,0,0.0504528204401044,0,0,0,0,0.321509558804687,0,0.289324173779766,0,0,0,0,0,0,0,0,0,0,0,-0.0153618049062597,-0.0299815827577911,0,0,0,0,0,0
X600019.SH,0,0,0.0627089975344955,0,0,0,-0.0447112504945559,0,0,0,0,0,0,0,0,0,0,0.22615244756585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122624224081229,0.151744373938095,0,0,0,0,0,0,0,0.282854887402672,0,0,0.0324084610789978,0,0.00519387978516424,-0.00590536386440385,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162942030725757,0,0,0.261814706145018,0,0,0,0,0.124596386402728,0,0,0,0.147998218013287,0,0,0,0.0241604824033153,0,0.0588082273499583,0,0.0712102794113388,0.249875123626772,0,0,0,0,0,0,0,0,0,0,0.0021139615356157,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.010941897723839,0,0,0,0,0,0,-0.0139474322446827,0,0.789497258462935,0,0,0,0,0,0,0,0,-0.022540820746825,0,0,0.0813909533190183,0,0,0,0.017561462969695,0,0,0,0,0,0,0,0,0,0,-0.0986601423894126,0,0,0.0121255990040365,0.0285018296811198,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.307729632177419,0,0,0,0,0,0,0,0,0.0448907889515339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031812032422327,0,-1.35525271560688e-20,0,0,0,0,0,0,0.0028051766995566,0,0,0,0.236075614658293,0,-0.00985590375067306,-0.00730783976151518,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392582166671223,0,0,0,0.081839986753502,0,0,0,0.0211861387764636,0.173159238856061,0,0,0,0.027893968229204,0,0,0,0.0454010778029568,0,0,0,0,0,0,0,0.0224705839784169,0,0,0,0,0,0.0489279368338102,0.117417770200848,0,0,0,0,-0.00174778834195554,0,0,0,0,0,0,0
X600688.SH,0,0.304881103284002,0,0,0.0116035655579282,0,0,0,0,0,0.0154808569944215,0,0,0,0,0.0681945921096591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00914830946251091,0.0845534581271107,0.0181922172478879,0,0,0,0,0.0264788340529384,0,0,0,0,0,0,0,0,0,0,0.00659374806194618,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.144536137469796,0.111293268596213,0,0,0,0,0.0190967477558314,0,0,0,0,0,0,0,0.168936579481082,0,0,0,0,0,0,0,0,0,0,0,0.0900784904344604,0,0,0.0734191131440531,0,0,0,0,0.0078487499844656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.179027432750226,0,0,0,0,0,0,0,0.0455893558249999,0,0,0,0,0,0,0,0,-0.085662297891557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883185030064114,0,0,0,0,0,-0.00810424102048439,0.00622067733403621,0,-0.0592271475394341,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217501188042005,0,0,0,0.00149555922961082,0,0,0.00204982932064075,0,0,0,0.0872239493798909,0,0,0,0,0.03178638056474,0,0,0,0,0.264936240690605,0.0954451578915818,0,0,0,0,0,0,0,0.00635307456867004,0,0,0,0,0.136385922362989,0,0.00124308836077546,4.33680868994202e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.177347644855177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774077022941019,0,0,0,0,0,0,0.0459139597584565,0,0,0,0.118463472028162,0.0957641631986594,0,0,0,0,0,0,0.06561019201194,0,0,0.396622192410781,0,0,-0.00259559354842384,0,0,0,0,0,0
X600886.SH,0,0.0904477528512097,0,0,0,0.0631326285710105,0.175861769767909,0,0.125085593010327,0,0,0,0.110329550545488,0,0,0,0,0,0,0,0.0555938874258234,0,0,0,0.025182070755415,0,0.0858554561071174,0,0,0,0.0520297878790127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560022646378679,0,0,0,0,0.0023288072531277,-4.33680868994202e-19,0,0,0,0,0,0
