,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X601991.SH,X600801.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X002460.SZ,X600027.SH,X600111.SH,X002271.SZ,X601992.SH,X002466.SZ,X000723.SZ,X600176.SH,X600583.SH,X600516.SH,X002353.SZ,X000898.SZ,X600299.SH,X600489.SH,X600426.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000792.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0520279600085189,0,0.0273269744436801,0.12897125656251,0,0,0,0,0,0,0,0,0,0.113028440534308,0,0,0,0.0762034549425442,0,0,0,0,-1.73472347597681e-18,0,0.0775731046048521,0.0360545477802685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671343415077694,0,0,0,0,0,-0.0116669014528682,0.00646655246377272,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0386078939262802,0.04146202949973,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151252303846145,0,0,0,0,0,0.135132787108333,-0.0148985154063556,0.0181874304065102,0,0.0258971635901585,0,0,0,0.0173846616146818,0,0,0,0,0,0,0,0,-0.0306873494738196,0,0,0,0,0,0,0,0,0,0,0.00756551294933427,0,0
X601088.SH,0,0,0,2.16840434497101e-19,0,0.0424702504623408,0,0,0,0,0,0,0,0,0,0.185417541992797,0,0.0450510556629926,0,0.0202480461421597,0,0,0,0,0,0,0,0.0225199940797591,0,0.0313658354898652,0,0.0260728973574586,0,0,0.0792096733397289,0.0239372893862648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163699313644313,-0.00176256592830229,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0626791196179534,0,0,0,0,0,0.0223776241483584,0,0,0,0,0,0,0.382711105410261,0,0,0,0.0775669813641786,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118773204277682,-0.029885704270899,0,0,0,0,0,0
X600309.SH,0,0,0,0.101632609449151,0,0,0,0,-0.104096389788911,0,0,-0.0666845949248919,0,0,0,0,0,0.13515984152772,0,0,0,0,0,0,0,0.198997171190642,0,0,0,0,0,0.100214709030905,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862552150852629,0,0,0,0,0,-0.0378281542064649,0.0171833844833031,0,0,0,0,0,0
X600019.SH,0,0,0.20342962288738,0,0,0,0,0,0,0,0,0.110552302176202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047103459385984,0.00729171626842625,0.16447185776864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424480982218727,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.034801431751406,0,0,0,0,0,0,0,0,0,-0.0798290392483011,0,0,0,0,0,0,0,1.23468564357147,0.311108802347924,0,0,0,0,0.143266446724274,0,0,0,0.124721983670471,0,-0.133061149335553,0,0,0,-0.0299393586177175,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0712880532833954,0,-0.0337494721436487,0,0.0191959810541673,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0167700121092921,0,0.195329326628025,0,0.0384515306025328,0,0,0,0,0.152691087394657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133261503184291,0.0193128989815389,0,0,0,0,0,-0.0076109282703642,0,0,0,0,0.00157342644616326,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.233212831996092,0,0,0,0,0,0.0388257381423488,0,1.38777878078145e-17,0,0,0,-0.114494643508984,0,0,0,0,0.390468191999204,0.151994566059249,0.0617359315014118,0,-0.0925440574046712,0,0,0,0.105127069257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317528739015019,0,0,-0.0376986699616938,0,0,0,0,-0.0813825488983601,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0631177647494354,0,0,0,0,0,0,0.445992758859598,0,0,0,0,0,0,0,0,-0.10446746108115,0,0,0.15912838373681,0,0,0,-0.0295788122163052,0,0,0.0281055854980481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491264952431011,0.0342374834126336,0,0,0,0.019654882278334,0,0
