,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X600352.SH,X600299.SH,X600516.SH,X000709.SZ,X600489.SH,X002460.SZ,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000539.SZ,X000883.SZ,X000825.SZ,X600612.SH,X000786.SZ,X300072.SZ,X000408.SZ,X000553.SZ,X000301.SZ,X600583.SH,X600021.SH,X002110.SZ,X000027.SZ,X002470.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.199354823861527,0,0,0,0,0,0,0,0.0496677947181938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190840395543206,0,0,0,0,0,0,0,0,0.00443453603958008,0.198514027544644,0,0.0699134793679299,0,0,0,0,-0.011540931988991,0,0,0,0,0,0,0
X600028.SH,0.185631679704426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116633410007016,0,0,0,0.120262193343332,0,0,0.137788291563536,0,0,0,0,0,0,0,0,0,0.0927180167170524,0.124956141842296,0,0,0.228235164550155,0,0,0,0,0,0,0,0.00658365146778181,0.118976450715102,0,0,0,0,0,0
X601088.SH,0.192789905059853,0,0,0.252448330201427,0,0,0,0,0,0.266754683532236,0,0,0,0,0,0,-0.0134207876098213,0,0.125855055819243,0,0,0.066287787334069,0,0,0,0,0,0,0,0,0,0.0440673444823991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118503014808394,-0.00522865587295291,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.103742464336752,0.0604596055654785,0.00219074512108195,0,0,0,0,0.0293133090113956,0,0,0,0,0,0,0,0,0,0,0,0.186373840139482,0,0,0,0,0,0,0,0,0,0.52860599704632,0,0,0,0,0,0,0.00236330257525056,0,0,0,0.00631852629189963,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0220267691276247,0.149465802675422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321075196987917,0,0,0,0,0,0.105030881926379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0444212334582761,0,0,0.145804730084998,0,0,0,0,0,0,0,0,0,0.752210943168023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213859265134139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192095468805984,0.0481553811147305,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.277461503550489,0,0,0,0,0,0,0,0,0,0,0,0,0.263396959306355,0,0,0,0.078101414284693,0,0,0,0,0,-0.224532111877503,0,0,0,-0.0942123068432655,0,0,0.162992611446838,0,0,0,0,0,0,0,0,0,0,0.27454908305473,0,0,0,-0.116070876993641,-0.0391018137063624,0.117935521454862,0,0,0,0,0,0
X600010.SH,0.141200510811999,0.134084231472571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162497588974335,0,0,0,0,0,0,0.0972556499502919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0059076320563416,-0.0201938384544595,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.00894302220758146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388610276854934,0,0,0,0.0219204560823156,0,0.566004507873965,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0989016259059288,0,0.00367645943274573,0,0,0,0,0,0.0379212047475015,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.154552514276517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288466967108573,0,0,0,0,0,0,0.0184957807424208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099840650085703,0,0,0.225015803092141,0.0857106313209897,0,0,0,-0.00819898740676683,0,0,0,0,0,0,0
