,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X600426.SH,X600299.SH,X601158.SH,X600612.SH,X000883.SZ,X002466.SZ,X000629.SZ,X600219.SH,X000027.SZ,X000630.SZ,X600315.SH,X002353.SZ,X600583.SH,X601699.SH,X000553.SZ,X600985.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332799258753158,0.0221215655969088,0,0,0,0,0.0191845712429979,0,0.024285850089447,0,0,0,0.0506933488791829,0.0165961039725638,0,0,0.0126473907684227,0,0,0,0,0.0645756281145984,0,0,0,0,0,0.132021480233386,0,0,0,0,0,0,-0.001536533244646,0.00478149995293594,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0431759458123767,0,-0.00858903557478451,0,0,0,0,0,0,0,0,0,0.0621164583227633,0,0.0281627794490003,0,0,0,0.00640096714887349,0,-0.00571298327602916,0,0,0,0,0,0,0,0,0.0557117916381914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195487932309957,0.0203457872248163,0,0,0,0,0,0
X601088.SH,0,0,0,0.237877440536576,0.0338122848468072,0,0,0,0,0,0,0,0,0,0,0,0.164331382559928,0,0.0909380913664266,-0.0168606718313365,0,0,0,0,0,0,0.00598722350735013,0,0,0,0,0,0,0.0414972172558295,0,0,0,0,0,0,0,0,0,-0.0694980808443036,0,0,0,0,0,0,0,-0.00260783418252884,0.0180127848986477,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823610662857042,0,0,0.350324576946643,2.16840434497101e-19,0,0,0,0.280659368642735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014997228865288,0,0,-0.00560845979937104,0.00135045853006888,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.35185063846381,0,0,0,0,0,0,0,0,0,0,0,0,0.26128042852253,-1.73472347597681e-18,0,0,0.000298861432959679,0,0.157236085893697,0,0.0275781770383097,0,0,0.0540444702038328,0,0,-0.0453741565060581,0,0,0,0,0,0,0,-0.0925540471349957,0,0,0.124254943276132,0,0,0,0,-0.0146234295525428,0.0209261826705364,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.076837267849857,0,0,0,0.0117371815792467,0,0.0982170599599116,0,0,0,0.0421891414351678,0,0,0,0,0.028689631979899,0,0,0.0622051562440053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773797856090998,0,0,0,0,0,0.0010874088238938,0,0,0,0.0266263910974942,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.122053769650392,0,0,0,0,0,-0.0661140414000154,0,0,0,0,0,0.71887524613002,0,0,0,0,0,-0.0236987302984644,0,0,0,0,0.0489993729286173,0,0,0,0,0,0,-0.139059872482801,0,0,0,0,0,0,0,0,-0.0439344859674203,0.0349676139626827,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0637029704934415,0,0,0,0,0,0,0,0,0,0,0,-0.146149332664493,0,0.460571612488289,0,-0.00601043234032989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028403077336334,0.0556168432993013,0.105631734437883,0,0,0,0.0159358575590061,0,0,0,0,0,0,0,0.069170926097814,-0.0145461098978582,0,0,0,0,0.18429091671209,0,0
X600010.SH,0,0,0,0,0.0775766133988184,0,-0.00868830675741847,0,0,0,0,0,0,0,0,0,0,0,0,0.131748088206139,0,0,0.0802832937153215,0,0,0.0563277184400242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160181742483338,0,0,0,0.00256764945348445,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11837311389187,0,0,0,0,0,0,-0.0085497015648846,0,0,0,0,0,0.00970365717728633,0,0,0,0,0,0,0,0,0,0,0,0,0.0901129454890401,0,0,-0.00257580772244471,-0.0141619069022727,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.02809808556599,0,0,0,0,0,0,0,0,0,0.216432840901385,0,0,0.0597605630355039,0,0,0.048220092980336,0,0,0,0,0,0,0.0773553006156793,0.040080636887966,0,0.107234340236496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150761541426458,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.00929249966573387,0,0,0,0,0,0,0,0,0,0,0,0.0813236261418644,0,0,0,0.027611136833745,0.0624399216413119,0,0,0,0,0,0,0.106375451460208,0,0,0.00164287426111573,0,0,0.0719898168075987,0,0,0,0,0,0,0.0154753505790455,0,0,0,0,0,0.0297060367794546,0,0.0252044710064498,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.00118406340224923,0,0,0,0,0,0,0,0,0,0.14892562056925,0,0.0308999258107529,0,0,0,0,0,0,0,0,0,0,0,0.0326938997374811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088659011805544,0,0,0,0.00394085656723697,-0.00962482555709548,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278482254534488,0,0.00310226488681088,0,0,0,0.0442571672590975,0.166946138798748,0,0,0,0.0901362414604293,0.04566409159535,0.0735144983926709,0,0,0,0,0,0,0,0,0.0059232933149941,0,0,0,0.0233485907510995,0.0210466661645985,0,0,0,0,0,0,0,0.020040886538678,0,0,0,0,0,0,0
