,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X000877.SZ,X002271.SZ,X002466.SZ,X600547.SH,X600010.SH,X601600.SH,X600011.SH,X000708.SZ,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000786.SZ,X000723.SZ,X000983.SZ,X600803.SH,X600096.SH,X601699.SH,X000408.SZ,X600219.SH,X600795.SH,X000807.SZ,X000630.SZ,X600295.SH,X600801.SH,X000932.SZ,X601991.SH,X600141.SH,X600489.SH,X600985.SH,X000825.SZ,X600486.SH,X000959.SZ,X002353.SZ,X002080.SZ,X600688.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153454183613708,0,0,0,0,0,0,0,0,0.150439595803228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051772181973482,0,0.0800846574956435,0.180967590244317,0,0,0.0984577184203782,0,0,0,0,0,0.0229084237471604,0,0,0,0,0,-0.016824908821913,0,0,0,0,0,0
X601088.SH,0.0983884004759087,0,0,0,0,0.108038504589894,0,0,0,0,0.0657482626873434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403412304613496,0,0,0.260380614458945,0,0,0,0,0,0,0,0,0,0,0,0.022874788193895,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0273735695232497,0,0
X600028.SH,0.047599916053193,0,0,0,0,0.0358909685098679,0,0,0,0,0.00215399440268629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282735733325793,0,0,0,0,0,0,0.0294444815482783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152301242900127,0,0,-0.0171484729590861,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777233523731819,0,0.142768572559534,0,0,0,0,0,0,0,0.0408430228703997,0,0,0,0,0,0,0.0678588749798924,0,0,0,0,0,0,0,0,0,0.0305913723205323,0.0660195944194044,0,0,0,0,0,0.00210088916598415,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183078513028514,0,0,0,0.103001204747577,0,0,0,0,0,0,0,0,0.017349120594301,0,0,0.451399267969372,0,0,0,0,0,0.0201495727442229,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600188.SH,0,0.222301338130844,0,0,0,0,0,0,0,0,0,0,0,0.0873826370264044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332954405216831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787223198594864,0,0.204912698984372,0,0,0,0,0,0,0,0.0361500113360845,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.374538490970782,0,0,0,0.489446072561306,0,0,0,0,0,0,0,0,0,0,0,0,0.0387580359943706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346460977533226,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0816337376500489,0,0,-0.0194026606249183,0.394701086785091,0,0,0,0,0,0,0,0,0,0,0,0,0.257772188132617,0,0,0.0829879730427594,0,0,0,0,0,0,0,0,-0.0504819931790191,0,0.232222540263035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639230403501624,0,0,0,0,0,0,0,0,0,0.0456224042438909,0,0,0,0,0,0,0,0,0.0692200454770774,0.269435682181269,0.238581563859678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152370078371204,-0.0119796788065781,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.326279275411558,0,0,0,0,0,0,0,0,0.0821492521648104,0.16729050945542,0.0409027849901916,0,0,0.21511947557698,0,0,0,0,0,0.035662552745312,2.16840434497101e-19,0,0,0,0,0.145389188659613,0,0.022695317232909,0,-0.0406178618116111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778233366123694,0,0,0,0,0,0,0
