,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600157.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X000792.SZ,X300072.SZ,X601158.SH,X600583.SH,X000883.SZ,X600549.SH,X002075.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X000027.SZ,X002460.SZ,X000630.SZ,X000761.SZ,X002470.SZ,X000012.SZ,X000060.SZ,X000983.SZ,X600021.SH,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0344148093674037,0,0,0,0,0,0.0629830602148357,0,0,0.0370354275087731,0,0,0,-0.0110616132000082,0,0,0.0427565625820533,0,0,0,0,0,0.102774774210994,0,0,0,-0.0446087388273148,0,0,0,0,-0.00216571350614937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.135170167715156,0,0,0,0,0,0,-0.0113592159687923,0,0.0640630371610071,0,0.0168838320199855,0,0,0,0,0.0603280306481611,0,0,0,0,0,0.098378775805513,0,0.0149853873011652,0,-0.0546679629732947,0,0,0,0,-0.0493978477143674,0,0,0,0,0.0132799850732235,0,0,0,0,0.0442333832141019,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.11987124574471,0,0,0,0,0,0.0175074416360475,0,0,0,0.0348744293908603,0,0,0,0,0,0,0,0.018046443497332,0,0,0,0,0.0410657991476476,3.46944695195361e-18,0.0783436185628902,0,0,0,0,0,0,0,0,0,0,0,0,0.0580361702310022,0,0,0,0,0.00166462317336501,0.0158352148105698,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.151494182900743,0,0,0,0,0,0.0471712012300001,0.0184207971293766,-0.0650863440330273,0,0.0931177106283712,0,0.0142539983502136,0,0.0335999250948397,0,0,0,0,0,0,0.18266248327885,0,0,0,-0.0333019515198859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188524801432575,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.086518476030585,0,0,0,0.299095550052196,0,0.0167067616191705,0,0,0,0,0,0,0.000922412962006985,0,0,0,0,0,0,0,0,0.114877377280729,0,0.0431500999180033,0,0,0,0,0,0,0,0,0,0,0,0,0.0131112151432753,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0231485889247122,0,0,0,0,0,0,0,0,0,0,0,0.0609168596935647,0,0,0,0,0,0,0.0883641584934761,0,0,0.0298956214177996,0.0478401110219394,0,0.0855773750294165,0,0,0.207555393419112,-0.0111302295925034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235667942435752,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0556552966331117,0,0,0,0,0,0,0,0.150134185306901,0,0.0929551754984634,0,0,0,0,0,0.0299270675382205,0,0,0,0,0,0,0,0,0,0.08320795510674,0,0,0,0,0,0,-0.00462862708057961,0,0.115918103938398,0,0,0,0,0,0,0,0,0,0,0,0,0.0754534391809149,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169213634183971,0,0,0,0,0,0,0,0,0.235481035592043,0,0,0,0.0144978868902719,0.210433389279473,0,0,0,0,0,0,0,0,0,0,0.0223157852160212,0,0,0,0,0.101593491869887,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0204209341740587,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.212033203742914,0,0,0,0,0.0177438651014814,0,0.0234822976860763,0,0,0,0,0,0,0,0.0188706988549263,0.0215555397537686,0,0,0,0.239174473323503,0,0.0642610810336393,0.0895689259576306,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0739099849483454,0.101079468456779,0,0,0,0,0,0,0,0.0397114995927068,0,0,0.0410231876499726,0,0,0,0,0.0294637423647645,0,0,0,0,0.191136375523304,0,0,0,0,0.0443880607674774,0,0.0473627778420629,0,0.0262027819412568,0,0,-0.0462479192859854,0,0,0,0,0,0,0.184425679683983,0,0,0,0,0,-0.0114704599183998,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0561107024770053,0.0306016084464208,0,0,0,0,0,0.0302341693452482,-2.16840434497101e-19,0,0,0,0.00907374582032511,0.00724787203678103,0,0,0,0,0,0,0,0.00658287648595116,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386952247965388,0,0.0383494509615495,0.0625434934765949,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0305512235146645,0,0,0,0,0,0,-0.00980312046252821,0,0,0.0149563076317262,0,0,0.0266794603217365,0,0,0,0,0.0525970269338026,0,0,0,0,0,0.00671554229465535,0.158213107923479,0,0,0,0,0,0,0.0517399080815144,0,0.0233309083511744,0.171796096175369,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0295977631329273,0,0,0,0,0,0,0,0,0,0,0.00303996418630619,0.0317972330595295,0,0,0,0,0,0,0,0,0.0772486826254475,0,0,0.0300113894709025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031341649356608,0,0,0,0,0,0,0.0439980637403598,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.584549431094722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035687453292278,0,0,0.0819516220607852,0,0,0,0,0,0,0,0,0,0.20976703388941,0,0,0,0,0,0,-0.0242912478737691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
