,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600111.SH,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X000629.SZ,X000408.SZ,X601991.SH,X600348.SH,X600096.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X002080.SZ,X600160.SH,X600027.SH,X600219.SH,X600141.SH,X600378.SH,X601699.SH,X600549.SH,X002353.SZ,X600157.SH,X002407.SZ,X600801.SH,X002192.SZ,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0209684302043919,0,0.0904421178376929,0,0,0,0,0.0684019615939766,0,0,-0.00859488944057247,0,0,0,0,0,0,0,0.00258382597897607,0,0,0,0,0,0,-0.0811448231350468,0,0,0,0.201105606466695,0,0,-0.16819472687867,-0.00325967123756756,0,0,0,0,0,0,0,0,0.149086945192404,0,0,0,0,-0.0200965165964553,0.00141917185522901,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.034625030358765,0.259418126507391,0.362449645868899,0,0,0,0,0,0,0,0.000201337418583953,0,0,0,0,0,0,0,0,0.0168651336302637,0,0,0,-0.0810119774223421,0,0,0,0,0,0.0950903828723074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.161124896389501,0,0,0.0178383014995325,0,0,0,0,0,-0.00792930455423017,0,0,0,0,0,0,0,0.0112256511994649,0,0,0,0,0,0,0,0,0.0290814292529988,0,0,0,0,0,0.0294562633198599,0,0,0,0,0,0,0,0,0.0108041384456997,0,0,0.0169225081768589,0.0426190715239991,0,0,0,0.0144300354399606,0,0.00232970454757018,0,0,0,0,0,0,0
X600309.SH,0,0.100505010108998,0,0,0,0,0,0,0,-0.0743711704619825,0,0,0,0,0,0,0,0,0.133527031950495,0,0,0,0,0.0254498428521353,0,0,-0.0120049042326997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508678793095874,0.0877208828045124,0,0.0448034665444615,0.0266463276153187,-0.0139506794421873,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.361290859579867,0,0.1664815501254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170127207452663,0,0,0,0.0322613535666597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273427093511399,0,0.150915023257845,0,0,0.0136483714602253,0,0,0,0,0.0136898229168113,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.489196786353691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192802373466066,-2.16840434497101e-19,0,0.151774775855856,0,0,-0.037715345886218,-0.00855462925138096,0,0,0,0,0,0.174476294259301,0,0,0,0,0,0,0,0,-0.103063337154842,0,0,0,0,0,0,0
X002460.SZ,0,0.0631360188992559,0,0,0.0495059895524397,0,0,0,0.279451456418438,0,0.00791487578587363,0,0,0,0,0,0.0150385857107714,0.0393802569789991,0,0,0,0,0,0,0,0,0,0,-0.0830939600250311,0,0,0.101684205010595,0,0,0,0,0,0,-0.0284360273721136,0,0.169183850508192,0,0,0,0,0,0.0453780323949538,0,0,0,0,0,0,0,0,0,0.0497316005492385,0,0
X600585.SH,0,0,0,0.0491495581775012,0,0.0441272819323136,0,0,0,0,0,0,0,0,0,0,0,0.124888748243317,0,0,0,0,-0.0159982279478081,-0.0272766274431768,0,0,0.0194331453409945,0,0,4.33680868994202e-19,0.0313348319941124,0,0,0,0.0976998169875812,0.056308825400279,0,0,0,0,0,0,0,0,0,0,0,0.301743168405829,0,0,0,-3.46944695195361e-18,-0.0241933477065605,0,0,0,-0.00990803240722364,0,0
X000792.SZ,0,0,0,0,0.273736402883333,0,0,0,0,0,0,0,0.0251633076629488,0.0353779169268902,0,0,0.0349911643603067,0,0,0,0,0.184855340325158,0,0,0,0,0.0281161237276263,0,0,0.119718037518406,0,0,0,0,0,0,0.0181810968928698,0,0,0.0488706010617616,0,0,0,0,0,0,0,0,0.0362161572153694,0,0,0,0,0,0,0,-0.0573773847739133,0,0
X000301.SZ,0,0,0,-0.167544621349035,0.231956992811394,-0.0688537629317457,0,0,0,0,0,0,0,0,0,0.105921177557467,0.131227906373926,0,0,0,0,0,0,0,0,0,0,0.193878482731822,0,0.0763198926627527,0,0,0,0,0.0726875443136383,-0.0738299885873816,0.0909310588644613,0,0,0,0,0,0,0,0,0,0,0,0.138361354733879,0,0,-0.170886825968809,0,0.160401506411201,0,0,0.0258060323786536,0,0
X600111.SH,0,0,0,0,0,0,0.248591629744538,0,0,0.028933348091615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123372308992573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302767163561478,0,0,0,0.189900710339843,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0639692228652694,0,0
X600019.SH,0,0.0352019263298356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310374070886473,0,0,0,0,0,0,0,0,0,0,0.114163436509094,0,0,0,0,0,0.0038436152584851,0,0,0.100725043245321,0,0,0,0.057938948074001,0,0,0.0623283654782711,0,0.137204660056774,0,0,0,0,0,0,-0.0151884096155824,0,0,0,0,0.0356858935944672,0,0
X601898.SH,0,0.0354783590764046,0,0,0,0.273133246948615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222978997686005,0,0,0,0,0,0,0,0.193179820370471,0,0.203771632978185,0,0,0,0,0,0,0,0,0,0,0,0.0847675909003366,0.169618412228321,0,0,0,-0.0541830391114665,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0242084822092236,-0.0827372421349913,0,0,0,0,0,0,0.052685050125345,0.0432385709062288,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0313681702188472,0,0,0,0,0,0,0,0,0.797692626648339,0,0,-0.0119245966440579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0102459715578693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900113558786708,0,0.0755902302526436,0,0,0,0,0,0,0,0,0,0,0,0.102051074696973,0,0,0,0,0,0.196481711743059,0,-0.046299135905996,-0.0177135516321824,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.029688547297968,0,0,0,0,0,0,0,0.0564851986019086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134467386615297,0.0793374340642782,0,0,0,0,0,0,0,0,0,0,0.0687760468209591,0,0.0108484992471677,0,0,0,0,0.0223990672312308,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0909421847609207,0.194187603325284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137871899869668,0,0,0,0,0,0,0.0922500032436814,0,0,-0.0415521530680752,0,0,0,0,0,-0.0347404587056813,0,0,0,0.0782216406899971,0,0
X002271.SZ,0,0,0,0,-0.0800108569645425,0,0,0,0,0,0,0,0,0,0,0,-0.0246619776073292,0,0,0,0,0,0,0,0,0,-0.0612128336397307,0,0,0.123265612242846,-0.0674115831495255,0,0,0,0,0.726050262633001,0,0,0,0,0,0,0,0,0,-0.13184910795674,0,0,0,0,0,0,0,0,0,0,0.0134538246904844,0,0
X000877.SZ,0,0,0,0,0,-0.016688446827102,0,0,0,-0.118396066356176,0.0439599444840481,0,0,0,0,0.0603175030185641,0,0,0,0,0,-5.42101086242752e-20,0,0.0596375853179036,0,0.0232642314952083,0.0240869761403041,0,0,0,0,0,0,0,0,0.168253907522047,0.0541644116880968,0.00273869750214448,0,0,0.142071080458347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0139715543359643,0,0,0,0,0,0,-0.0177602869693886,0,0,0,0,0.229415726143936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444425373129315,0,0.0498296071665376,0,0,0,0,0,0,0,0,0,-0.024248137346755,0,0,0,0,-0.0258265888044646,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.211612288135147,-0.0166514107358967,-0.00345667328755794,0,0,0.145654460185604,0,0,0,0.0310368011156184,0,0,0,0,0,0,0,0,0,0,0,0.00126752939592583,0,0,0,0,0,0,-0.0304387871351959,0,0,0,0,0,0,-0.0133219435208901,0,0,0,0,0,0,0,0.050067992815495,-0.0349699444097116,0,0,0,0,0,0
