,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X000301.SZ,X002271.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X300073.SZ,X600096.SH,X000408.SZ,X000629.SZ,X601991.SH,X002080.SZ,X000786.SZ,X600803.SH,X000983.SZ,X000723.SZ,X600027.SH,X600348.SH,X600160.SH,X600141.SH,X601699.SH,X600219.SH,X600157.SH,X002407.SZ,X600801.SH,X600399.SH,X300037.SZ,X600486.SH,X600378.SH,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0191902235120883,0,0,0.0319099906685812,0,0,0,0,0,0.0153064404913394,0,0,0,0,0,0,0.0999850880530699,0,0.0118028020425922,0,0,0,0,0.180757456797954,0,0,0.143980242516472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463320183180742,0,0
X601088.SH,0,0,0,0.151344745047935,0,0,0.186340245719523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359421712286054,0,0,0,-0.0166667366945155,0,0,0,0,0.162738933077852,0,0,0.111194141749509,0,0,0.0149037731412628,0,0,0,0,0,0,0,0,0,0,-0.0271198702047923,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935099072822371,0,0,0,0,0,0,0,0,0.0361614112395946,0,0,0,0,0,0,0,0,0,0,0.0750774985038886,0,0,0,0,0.0142677712930109,0,0,0,0,0,0.00273585907446232,0,0,0,0,0,0,0
X600309.SH,0,0.0588231132374575,0,0,0,0.0194978695311236,0,0,0,0,0.18055146868335,0,0.00548769496778712,0,4.33680868994202e-19,0,0.119448483628768,0,0.00711557777313437,0,0,0,0.0414717662968317,0,0,0,0,0,0,0,0,0,0.0491552362464269,0,0,0,0,0,0,0,0.00836993623925569,0,0,0,0,0.0302781985608929,0,0,0,0.0621070329940693,0,0,0,0,0,0,-0.0336035328375365,0,0
X002466.SZ,0,0,0,0,0,0.516347642245533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104198710841959,0.126256337775294,-0.0992015858671455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570030123086863,0,0.0270976672479607,0,0,0,0.201585834586281,0,0,0,0,0,0,0.0386043585886143,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.116689860506043,0,0,0,0,0,0.0379874723899367,0,0,0,0,0,0,0,0,0.0485263934491026,0,0,0,0.140172979510584,0.0415653942976169,0,0,0.0402520583469319,0,0,0,0,0,0.121151385578583,0,0,0,0,0,0,0.0122663522012146,0,0
X600188.SH,0.0877276131299578,0.147145671884761,0,0,0,0,0,0,0,0,0.395219021813159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577158130038406,0,0,0,0,0.0453585469904266,0,0,0.0623299727468807,0,0,0.168504839405491,0,0,0,0,0,0,0,0,0,0,0.0104737175696773,-0.00165071608340975,0,0,0,0,0,0
X600585.SH,0,0,0,0.111646276851068,0,0,0,0,0,0,0,0,0,0,0,0.0282703430767981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1196025676913,0,0,0,0,0.0274795225057315,0,0,3.46944695195361e-18,0,0,0,0.262202108926517,0,0,0,0,0,0,0.00478511965762883,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.260833696742369,0,0,0,0,0,0,0,0.0896176644987521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081030060471006,0,0.102654596558659,0,0.103885559205739,0.0102590606201907,0,0,0,0.0598007653246583,0.104179527214655,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197728075827668,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0763970987065417,0,0,0,0,0.041480170935043,0.0233143641249511,0,0.0653824444467799,0,0,0,0,0,0,0,0,0.0269300462541369,0,0,0.0985382223314831,0,0,0.0381271895923282,0,0,0,0,0.0844012174189968,0.0466759682036033,0,0,0,0,0,0,0,0,0,0.0328935115144374,0,0,0,0,0,0,0
