,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X000786.SZ,X600886.SH,X601898.SH,X600010.SH,X600176.SH,X600801.SH,X600362.SH,X601600.SH,X600489.SH,X600352.SH,X600188.SH,X600426.SH,X601991.SH,X600111.SH,X600795.SH,X002080.SZ,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X600803.SH,X002466.SZ,X002075.SZ,X600529.SH,X300037.SZ,X600219.SH,X600315.SH,X000027.SZ,X002353.SZ,X600486.SH,X000723.SZ,X000883.SZ,X601158.SH,X000898.SZ,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092694367684333,0,0,0,0.0460490881352735,0,0,0.0590680047895805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253000091668642,0.00873538321836773,-0.012195967719599,0,0.0883295837434759,0,0.0908298730699571,0.0244959616061998,0,0,0,0,0,0,0,0,-0.0181731019667713,-0.00124180617019155,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0224771567914305,0,0.0256566427129208,0,0,0,0,0.00899399755080626,0,0.053403440205693,0,0,0,0.031096505338547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194289629447925,-0.00662831330730312,0,0,0,0.0839030709430299,0.0180537353365768,0,0,0,0,0,0,0,0,-0.0204924454686968,0.00783609931086857,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0193493704004859,0.0711781682715396,0,0,0,0,0,0,0,0,0,0,0.0449297454303706,0.294125207611968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00953524265260948,-0.0031102186871388,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.181402068227095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110068455991774,0,0,0,0,0.00605902342502755,0,0,0,0,0,0,0,0.00480138697600782,0,0,0.00837723848468496,0,0.0472020687430338,0,0,0,0,0,0,0,0,0,0,-0.0198790706100078,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0640179998649657,0,0,0,0.0708270379101673,0,0,0,-0.165601364540666,0,0,0,0,0.191417284210977,0,0,0.0981523265772955,0,0.0628928795207347,0,0,0,0,0,0,0,0,0,0.140282255531457,0.0217840105771228,-0.114963187079236,0.175461705879959,0,0.212243553396671,0,0,0,0,0,0,0,0,0,0,0,-0.00674007854304192,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0196911565058456,0,0,0,0,0,0.0265348077816299,0,0,0,0,0,0,0,0,0,0,0,0,0.142598078127114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597426624276045,0,0,0,0,0.15670171979044,0,0,0.0110731269036791,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0911024056099402,0,0,0,0,0,0,0,0,0,0,0,0,0.489258544766499,0,0,0,0,0.0953505644823333,0,0,0,0,0.0335530856335836,0,0,0,0,0,0,0.00514744019050839,0,0.0323720449638428,0.0473618423431463,0,0,0,0,0,0,0,0.103756873767437,0,0,0,-0.0289942840607292,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0661026437221931,0,0,0,0,0,0,0.0361031714138328,0,0,0,0,0.299348242762011,0,0,0,0,0,0,0.111636603093062,0,0.010005819643168,0,0,0,0,0,0,0.103880279456367,0,0.119964363847638,0,0,0,0.217097453535509,0,0,0,0,0,-0.0294560716464699,0,0,0,0.0168666383275657,0.0275316238173426,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.112287393196304,0,0.00994633568954533,0,0,0.121100134074449,0,0,0,0,0,0,0,0,0,0,0.10745234150946,0,0,0,0,0.213396492237407,0,-0.00482173573889739,0,0,0,0,0,0.0349954605703201,-3.46944695195361e-18,0,0,0,0,0,0.15999494925298,0,0,0,0.108053187832954,0,0,0,0,0,0,-0.0656401769636529,0.0615083639457578,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.108651302620853,0,-0.051784923048863,0,0.0411949192756315,0,0,0,0,0,0.289737707163931,0,0,0,0,0,0,0.0997017574966051,0,0,0,0.440135843535852,0.0498635913468953,0,0,0,0,0.0402340285799823,0,0,-0.126559853989662,0,0,0,0,0,0.190726273289912,0,0,0,0,0,0,0,0.0349669344259874,0,0,0,0,0,0
