,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600688.SH,X600886.SH,X601991.SH,X600352.SH,X600362.SH,X600188.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X000709.SZ,X002460.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X600219.SH,X601158.SH,X000553.SZ,X600985.SH,X002353.SZ,X000401.SZ,X000630.SZ,X601699.SH,X600426.SH,X000027.SZ,X600583.SH,X000825.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817968127335114,0,0,0,0.000733413434318054,0,0.00762986145132271,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.00754035548042239,0.0165032988823239,0.0392465017894312,0.0505633926024926,0,0,0,0,0.0650084007906174,0,0,0,0,0,0,0.0418725952510418,0,0,0,0,-0.0053540772694004,0,0,0,0,0.000138237108850933,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584276522779366,0,0,0,0.0151022600265682,0,0,0,0,0,0,0.0212327264289108,0,0,0,0,0,0,0,0,0,0.054391193045822,0,0.0549634678928382,0,0,0.00879330015552195,0.100364020398273,0,0,0,0,0,0,-0.0169488335822051,0,0,0,0,-0.00393334388731064,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12598555229225,0,0.025878685871959,0,0,0,0,0,0,0.138331727410997,0,0,0.0258753323853941,0,0,0,0,0,0,0,0,0,0,0,0.0148770308076195,0,0,0,0,0,0.00568162006897451,0,-0.00581252833252507,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0590443556673734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345467917528802,0,0.0735626293158029,0,0,0,0,0,0,0.00474760089298435,0,0,0,0,0,0,0,0,0,0,0.0101331733358109,0,0,0,0,0,0,0,0,0,0,0,-0.0128674904055494,0,0,0,0,0.0262077886155225,0,0
X600019.SH,0,0,0,0,0,0,0,-0.00510404553598741,0,0,0,0,0,0,0,0.0705276628770518,0,0,0,0.142226025160428,0,0.0357691051651726,0,0,0,0,0,0,0,0,0,0.0551475230138917,0,0.0394275243562068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178729053082756,0,0,0,0,0.0163850863387825,0,0
X600309.SH,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.256233702283263,0,0,0,0,0.0658999700962254,0,0,0,0,0,0.0397928371422556,0.0877282847586181,0,0,0,0,0,0,0,0,0,0,0.132131633795852,0,0,0,0,0,0,0,0,0,0,0.00455731902968592,0,0,0,0,0,0,0.0535591989141032,0,0
X600011.SH,0,0,0,0,0,0.037811877030437,0,0,0.123840104142553,0,0,0,0,0,0,0,0,0,0,0,0,0.0355725806551326,0,0,0,-0.0762541100140696,0,0,0,0,0,0,0,0,0.242314642788393,0,0,0,-0.194751863630974,0,0,0,0,0,0,0,0,0,0,0.240403637568991,0,0,0,-0.012105912416299,-0.0733689370637913,0,-0.0303383396442803,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135436600245293,0,0.0483545979721725,0,0,0,0,0.836153972104375,0,-0.0542005182241184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594352957009322,0,0,0.0368858626776843,0,-0.0743193897236067,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.221182087044806,0,0,0,0,0,0,0.117106614978762,0,0,0.130050212915819,0.119027908791896,0.000960412381703838,0,0,0,0,0,0,0.0392927284521436,0,0,0,0,0.00514711087397063,0,0,0,0,0,0,0.00184924029369201,0,0,0,0,0,0,0,0,0.0126908807012669,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138754346574315,0,0,0,0,0.031679671458595,0,0,0,0,0,0,0.0676735547515545,0,0,0,0,0.0711152254513564,0,0,0,0,0,0,0,0.0406014281886936,0,0,0.213084749321485,0,0,0,0,0.0186795101215975,0,2.16840434497101e-19,0,0,0,0,0.0124792148925996,0,0
