,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600886.SH,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X000877.SZ,X601699.SH,X600489.SH,X600803.SH,X600027.SH,X000983.SZ,X000807.SZ,X601991.SH,X600176.SH,X000786.SZ,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X300037.SZ,X600612.SH,X600688.SH,X000629.SZ,X600801.SH,X600157.SH,X000959.SZ,X600096.SH,X002128.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.822706058017136,0,0,0.0697404355390542,0,0,0,0,0,0,0,0.0967232191798013,0,0,0,0,0,0,0,0,0,0,-0.0617264372360062,0,0,0,-0.0149264214796066,0,0,0,0,0,-0.047827949356867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830852467066312,0,0,0,0,0,0,0
X600028.SH,0.529416976927961,0,0,0,0,0.109293902161499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577931753663191,0.0632584504912722,0,0,0,0.0622581093716514,0,0,0,0.0406448832485663,0,0,0,0,0,0,0,0,0,0,0,0,-0.0774845346786544,0,0,0.011172919575566,-0.00358277615535892,0,0,0,0,0,0
X601088.SH,0.0473385902787489,0.0492406308172963,0,0,0.0966054397233902,0,0,0,0.174967037332323,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0510204279498607,0,0,0.105786690955861,0,0,0.12176636419133,0,0,0,0,-0.0215326010203175,0,0.039266633082984,0,0,0,0,0,-0.0506598306285686,0,0,0,0,0,0.0108991533054549,-0.00134943543855859,0,0,0,0,0,0
X600309.SH,0.00940534829237244,0,0,0,0.0144639038145195,0.0912815392939967,0,0,0,0,0.0950584062888073,0,0,0.00798211033000751,0,0.0660562738814751,0.153832354872358,0,0,0,0,0.0551818387161601,0,0,0,0,0,0,0,0,0,0,0,0,0.0400936819282668,0,0,0,0,0,-0.048665011369477,0,0,0,0,0,0,0,0.10842914712718,0,-0.0754602452649266,0.0106198614559862,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.110182076445896,0,0,0.261794488961139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634519417341279,0,0.101986466699527,0,0.239217648272586,0,0,0,0,0,0,0,0,0,0,0,-0.0266207935879623,-0.0565699580586903,0,0,0,0,0,0,0,0,0.00204404313529709,-0.0185981045630391,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0472297508485011,0,0,0,0,0,0,0,0,0,0,0.103027252775153,0,0.135397990299047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230250903925789,0,0,0,0,0,0.287590595449554,-0.14139629716508,-0.125470921585969,0,0,0.0936474915051782,0,0.0746044350585992,0,0,-0.0252845055544978,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172064216493643,0,0.0313396635707311,0,0,0,0,0,0,0,0,0,0,-0.0329812142743063,0,0,0,0,0.1182776262012,0,0,0,0,0,-0.054830880729878,0,0,0,0,0,0.561444985775507,0,0,0,0,0,-0.00563954708856984,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.126498403229476,0,0,0,0,0,0,0,0,0,0,0.322424343571338,0,0,0,0,-0.000795646702383762,0,0,0,0,0,0,0,0.707888664838533,0,0,0,0.0755352349112283,0,0,0.0270786217787732,0,0,0,-0.0167996260468699,0,0.0523213302001252,0,0,0,0,0,0,-0.00818991403501723,0,-0.0569433174771258,0,0,0,0,0,0,0,0
X601898.SH,0.0616395429406745,0,0,0,0.18619053130401,0.0267181045896226,0,0,0,0,0,0,0,0.0520592739690452,0,0,0,0,0,0,0,0,0,0,0,0.218070754000021,0.0433706765210693,0.109342712305744,0,0,0,0,0,0,0,0,0,0,0,0.0706409705420406,0.071611386546374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0431730818181412,0,0,-0.129878325036222,0,0,0,0,-0.0168224231254194,-0.123465357504749,0,0,0,0,0,0,0,0,0.0393763731234366,0.513043385429085,0.158439871055935,0,0.0136894237238093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00651790357349941,0,0,0,0,0,0
