,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600886.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X601992.SH,X000883.SZ,X002353.SZ,X000898.SZ,X601158.SH,X000792.SZ,X000709.SZ,X000629.SZ,X000539.SZ,X600489.SH,X600315.SH,X000831.SZ,X000825.SZ,X601699.SH,X600660.SH,X600808.SH,X000027.SZ,X600352.SH,X600549.SH,X000630.SZ,X000983.SZ,X600578.SH,X600307.SH,X000937.SZ,X000959.SZ,X600490.SH,X002470.SZ,X600863.SH,X600098.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.157720912759278,0,0.0367018290427832,0,0,0,0.00614156044242152,0,0,0,0,0,0,0.0460839358268281,0,0,0,0,0,0,0.00735301095081436,0,0,0,0,0,0,0.0214593649636644,0,0,0.0164336649626218,0,0,0,0,0,0,0,0,0,0.0349708709571457,0,0,0,0,0,0,0,0,-0.00208077128913568,-0.00130955129947294,0,0,0,0,0,0
X600028.SH,0,0,0,0.0864789414455164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548266116596499,0,0,0.00896245695592536,0.0986832266236973,0,0,0,0,0,0,0,0,0,0,0,0.0315643797564958,0,0,-0.0388187716975959,0,0,0,0.0660218628836597,0,0,0,0.0149728423604997,0,0,0,0.130603540046408,0,-0.00556162733697592,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.121026744578744,0,0,0.0813368283278304,0,6.93889390390723e-18,0,0,0,0,0.190551599797688,0,0,0,0,0,0.0124069973778907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393263526466327,0,0,0,0,0.036814979635705,0,0,0.0485788033423045,0,0.0672104311740591,0,0,0,0,0,0.0012497427196454,0,0,0,0,0,0,0
X600585.SH,0,0,0.168927124924188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183357117194376,0,0,0.12167432355945,0.00247066189886948,0.00507816614054243,0,0,0,0,0,0,0,0,0.0643488266682678,0,0,0,0,0,0,0,0,0,0.112589946575538,0,0,0,0,0,0,0,0,0,0.00544060143903267,0.00275894105172005,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0558405543811681,0,0,0,0,0,0,0.106918383873673,0,0.0669218118970453,0.164792798502065,0.013329416985339,0.0652700784460973,0,0,-0.106345966092802,0,0,0,0,0,0,0,0,0,0.261699340046725,-0.0492362552175422,0,0,0,0,0,0,0,0,-0.0485664979563778,0,0,0,0,0,0,0,0,0,0.00357231396999404,0,0,0,0,-0.0893032870585712,0,0
X600019.SH,0,0,0.0730855396328154,0,0,0,0.216454319313182,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00549393203717901,0,0.0219034724648032,0,0,0,0.180911366724718,0,0,0,0,-0.0660340743910575,0,0,0.0970406406466392,0,0,0,0,0,0,0.111105194744326,0.120049898652491,0.0955360271986341,0.0237545043524402,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0638636253272817,3.46944695195361e-18,0,0,0,0,0.0987200846100239,0.142801918159967,0,0,0,0,0,0,0,0,0,0,0,0.116686063954701,0,0,0,0.139023175194692,0,0,0,0,0,0,0,0,0,0,0,0.0292051804215523,0,0.0554475034600029,0,0,0,0,0,0.00396081996100719,-0.0114542651824626,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0112129710858359,0,0,0,0.0224165449779371,0,0,0,0,0,0,0.0444407372659263,0,0,0,0.159855779989806,0,0,0,0,0.0141736295595703,0,0,0,0,0,0,0,0,0.123055397107765,0,0,0,0.0360623108045924,0,0,0,0,0,-0.00244738083660255,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.047901553664364,0,0,0,0,0,0,0,0,0,0,0.0996169348122267,0,0,0,0.126203264598255,0,0,0,0,0,0,0,0.0835749790089857,0,0,0,0.0533831122371754,0.24352767455126,0,0,0,0.141425924121468,0.0121953071973068,0,0,0,0,0,-0.0051553224166658,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0224762134484357,0,0,0,0,0.0604081019391646,0,0,0,0,0,0.0963029841353932,0,0,0,0,0,0,0.018901814791521,0,0,0,0,0.097976615182385,0,0,0,0,0,0.234085436329668,0,0.0319620452690301,0,0,0,0,0,0,0,0,0.0635463683439454,0,-0.0108903062059257,0.00589878967443001,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072072712960832,-0.0259132500573554,0,0.0638543937700496,0,0,0.0699548437945689,0,0,0,0,0,0,0,0,0.0388720957957911,0,0,0,0,0,0,0,0,0.0327515051070976,0.0455032571554691,0.126496797753529,0,0,0,0,0.00204223020356558,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.103262590962239,0,0,0,0,0.0071109417853479,0,0,0,0,0,0,0,0,0.123110811722799,0,0,0,0,0,0,0,0.0782677468773085,0.0613336747936078,0,0,0.00380508175114661,0,0,0,0.131595229021672,0,0,0,0,0.0701237875555593,0,0,0,0,0.061832378542374,0,-0.00608154390460613,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525109596085597,0,0,0.0665014455331571,0,0,0,0,0,0,0,0.109553892902006,0,0,0,0,0,0.0898842603194265,-1.73472347597681e-18,0,0.123638554616647,-0.0398018714594501,0.125960125224947,0.0462289035466317,0,0,0,0,0,0,0,0,0,0.0107625510669904,0,0,0,0,0.00612519463305689,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0695994063163655,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.10903304405726,0,0,0,0,0,0.126579899739224,0,0,0,0.223677874522403,0.0018251187809064,0,0,0.22266350621661,0,0,0,-0.00264544532275093,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.162501095474319,0,0,0,0,0,0,0,0,0,0,0.225287205590293,0,0,0,0,0,0.0166293054698672,0,0,0,0,0,0,0,0,0,0,0.0396023648781788,0,0,0,0,0,0.443978449290184,0,-0.027618301140436,0,0.129420793489864,0,-0.0580454825550879,0,5.42101086242752e-20,0.0128180719851451,0,0,0,0,0,0
