,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X000301.SZ,X002271.SZ,X600660.SH,X000708.SZ,X000877.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600426.SH,X600362.SH,X000408.SZ,X300073.SZ,X600096.SH,X601991.SH,X600803.SH,X000786.SZ,X000629.SZ,X000723.SZ,X600027.SH,X000983.SZ,X002080.SZ,X600141.SH,X601699.SH,X600348.SH,X600160.SH,X600219.SH,X600399.SH,X600801.SH,X600157.SH,X002192.SZ,X002407.SZ,X600486.SH,X300037.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0236167552614701,0,0,0,0,0.0126896399700498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941283278814157,0,0,0,0.00575391260463986,0,0,0.186977941780233,0,0.0170217374920977,0,0.137270462775385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0603752528545418,0.0913452431573269,0,0,0.227143418445884,0,0,0,0.0443352884826048,0,0,0,-0.0298665327972589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950321448241247,0,0,0,0,0,0.246858459457121,0,0,0,0,0,0,0,0.0584040584703015,0,0,0,0,0.00913450819615735,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.014806423397263,0,0,0,0,0,0,0,0,0,0,0,0,0.0805609011776008,0,0,0,0,0,0,0,0,0,0,0.0259540456845071,0,0,0,0,0,0.0771289465034637,0,0,0,0.038401065558507,0,0.0538020656677817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0.0537450481096381,0,0,0,0.0177965882677528,0,0,0,0,0.178462171036935,0,0,-0.0186165500973961,0,0,0,0.12759473735191,0.0133121231126978,0,0,0,0.064084585848602,0,0,0,0,0,0,0,0,0.0450672641338935,0,0,0,0,0,0,0.00492989134649254,0,0,0,0.0333644009661666,0,0,0.0704223790484662,0,0,0,0.00165138971015059,0,-1.73472347597681e-18,0,0,0,0,-0.0297941397210978,0,0
X002466.SZ,0,0,0,0,0,0.445531096655284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135122870301377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119511461429435,0,0,0,0.224950611371211,0,0,0.0026354406470525,0,0,0,0.045248715017401,0,0
X002460.SZ,0,0,0,0,0.0338034321717641,0,0,0,0.0044050667250656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977355473111249,0.132180957893091,0.0263347880988402,0,0,0,0,0,0,0,0,0,0,0.342881744026872,0,0.0194042216143465,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0968789322322528,0,0,0,0,0,0,0,0,0,0,0.0509894593694598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106114213895759,0,0.0336980415442071,0,0,0,0,0,0.00798659174616709,0,0,0,0.272766408087275,0,0,0,0,0,0,0,0,-0.0184243509025907,0,0,0,0,0,0
X600188.SH,0,0.327386961838935,0,0,0,0,0,0,0,0,0.363235412710656,-0.0923056121424955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552004349044381,0,0,0,0.0460850638148635,0,0,0,0,0,0.158012000319943,0.0709153670649411,0,0,0,0,0,0,0,0,0,0,0,0.0780222820827071,-0.115147560522035,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.158727020644467,0,0,0.110950019062951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406514765482813,0,0.0272863420951573,0,0,0.131814891144382,0,0,0,-0.0468598247732044,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802829696372379,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0915082945877115,0,0,0,0,0.016313508524895,0,0.0733785316086359,0,0,0.0589926248644061,0,0,0,0,0,0,0,0,0,0.0522786653512468,0.0513327802083287,0.0919748757047815,0,0,0,0,0.0818606208969895,0,0,0,0,0,0.116724507351335,0,0,0,0,0,0,0.0291321483591447,0,0,0,0,0.0182267811929733,0,0
X601898.SH,0,0.214587046165352,0,0.102856471491947,0,0,0,0.108633175400162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210880469973666,0,0,0,0,0,0,0.260143501985697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00751343453010253,0,0,0,0,0.029439702176116,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00429192444086253,0,0,0,0,-0.240391968066558,0,0,-0.0237195272948425,0,0.115903167009297,0,0,0,0.0409474631595036,0,0,0,0,0,0,0,0,0,0,0,0.831532441387008,0,0,0,0,-0.033888538033017,0,0,0,0,0,0.0344673955863115,0,0,0,0,0,0.0102691812407657,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,-0.0242673418124272,0,0,0,0.0459045606001197,0,0,0,0,0,0,0,0,0,0,0,0.323312871039568,0,0,0,0,0,0,0.0583578273132179,0,0,0.00976622926379175,0,0,0,0,0.0943483465142696,0,0,0,0,0.00134596283705081,0,0.305008378956218,0,0,0,0.13378431662783,0,0,0,0.0239662197880818,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134237450165251,0,0,0,0,0,0,0,0.118734680990614,0,0,0,0,0,0,0,0,0,0,0,0,0.00771591871627599,0.17662068358267,0,0.072195114982034,0,0,0.192990539897656,0,0,0.0923761430135168,0.114590974762705,0,8.67361737988404e-19,0,0,0,0,0.0430645164872597,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161061908284034,0.0470954534915626,0,-0.0109278403894697,0,0,0,0,0,0,0,0,-0.174576263287209,0,0,0,0.849323755912198,0,0,0,0,0,0,0,0.0592405310457519,0,0,0,0,-0.0404764330704234,0,0,0,0,0,0,0.00244214194895945,0,0.0334080869088452,0,0,-0.0322243001679394,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717712438503005,0,0,0,0,0,0,0,0,0,0,0.102536283428471,0,0,0,0,0,0,0,0,0.0807751471012126,-0.0339041687039115,-0.0738609715128436,0,0,0,0.086844590887598,0,0,0,0,0,0.163899723117467,0,0,-0.0419513415856517,0,0,0,0,-0.0296399449524217,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0919233310156854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500351199215598,0,0,0,0,0,0.0340312419221048,0,0.182967130631917,0,0.113273090537835,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00307947485788893,0,0,0,0,0,0,0
