,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X600547.SH,X000898.SZ,X600352.SH,X000831.SZ,X000709.SZ,X600489.SH,X002353.SZ,X000883.SZ,X000539.SZ,X000630.SZ,X000027.SZ,X000825.SZ,X600008.SH,X600549.SH,X600660.SH,X600808.SH,X000629.SZ,X002470.SZ,X600315.SH,X600578.SH,X600021.SH,X000983.SZ,X601699.SH,X600863.SH,X600307.SH,X600098.SH,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.604174228585871,0,0,0,0,0,0,0,0,0.0611190248164248,0.106171783652058,0.0824749562813364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196005658800826,-0.000107827370407587,0,0,0,0,0,0
X600028.SH,0.495216453017099,0,0,0,0,0,0,0,0,0,0.00399516004802983,0.0253441667411794,0,0,0,0,0,0,0.400367759461835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400296794228685,-0.0108281660995088,0,0,0,0,0,0
X601088.SH,0,0.0709951958255448,0,0,0,0.0582696693787229,0,0.105540274401534,0,0,0,0.09991275806252,0.0691805730047058,0,0,0,0.0264297540767087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415029437432867,0,0,0,0,0,0,0,0,0.00222233866954233,0,0,0,0,0,0
X600011.SH,0,0.0979653574013786,0,0,0,-6.93889390390723e-18,0.0310152116457183,0,0.0752551937864411,0,0,0.0601437826951392,0.156810076411639,0,0,0.0881690379894166,0,0,0.0800269964367597,0,0,0,0,0.160609981565653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396348592365316,0,0,0,0,0.15156690995099,0,0,0,0,0.00357749429969073,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0958895159650488,0,0,0,0,0,0,0,0,0,0,0.0299546722971727,0,0,0.0627243726980097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135096817140637,0.105076009039136,0,0,0,0,0,0,0,0.001819963895491,0,0,0,0,0,0
X600019.SH,0.0213094016557871,0,0,0.0261347200755475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182654451354834,0,0,0.335950555380598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209770828714401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837547148462802,0,0,0,0,0.0811828852448514,0,0,0,0.54375407520106,0,0,0,0,0,0,0,0,0,0,0,0.0619716834180895,0,0,0,0,0.0336288649668136,0,0,0,0,0,0.00819681667240425,0,0,0,0,0,-0.00751547830155465,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.103211665677584,0,0.0807730649326223,0,0,0,0,0,0,0,0,0,0.0577632783597039,0,0,0,-0.0181815101541667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746536220325114,0,0,0,0,0.280189097908352,0.237290569981606,0,0,0,0.0593210188108092,0.054059590067597,0,0,-0.00193839123104949,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.113412163922037,0,0,0.276784002444974,0,0.183555551535119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597988717127283,0,0.0061371241286819,0,0,0,0,0,0,0,0.0970997086537028,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0258805353043165,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.213881509918786,0,0.259062711215597,0,0.119654401696486,0,0,0.150245299733749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370335521555323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0088091933863332,0,0,0,0,0,0
