,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600011.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600426.SH,X601699.SH,X600027.SH,X000983.SZ,X600803.SH,X600176.SH,X601991.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X000408.SZ,X600688.SH,X000629.SZ,X000932.SZ,X300037.SZ,X600096.SH,X000933.SZ,X600612.SH,X002080.SZ,X000723.SZ,X600157.SH,X600985.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.590844942352539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359647059673331,0.0214754682666279,0,0,0,0,0,0,0,0,0,0.114120747374636,0.104144627120532,0.0225576547806838,0,0,0,0,0,0.0609375538049068,0,0.108002084661019,0,0,0,0,0
X600028.SH,0.668092106834559,0,0,0,-0.0953338454317591,0,0,0,0,-0.0774801967137637,0.105367021310486,0.0643571185423259,0,0.025150294317582,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0818853794769161,0,0,-0.0635836237826187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649468727078803,-0.0738765707168963,0,0,0,0,0,0
X601088.SH,0.0215482694759085,0,0,0,0,0,0,0,0,0,0.0709268963471042,0,0,0.12396452423316,0,0,0,0,0,0,0,0,0,0,0,0.0129235751962178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14556864570632,0,0,0.0413270868197832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00907511690328229,0,-0.0306053199975769,0,0,0,0,-0.0219275410878844,0,0,0,0,0,0,0,0,0,-0.0285111952747202,0,0,0.235503487466535,0,0,0,0,0,0,0,0.109260647417091,0,0,0,0,-0.0679236015121825,0,0,0,0,0,0.0286930554402826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.0394732218751758,0,0,0,0,0,0,0,0,0,0,-0.0316006528934523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148486565904596,0,0.0569692374653303,0,0,-0.0891993302890868,0,0,0,0,0,0,0,0,0,0,0,0,0.201207268797027,0,0,0,0,0.170092423472606,0.171684113343186,0,-0.0375190863824072,0,0,0,0,0,0,0
X600019.SH,0,0.186924709792907,0.0804015490696466,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0812757665554958,0,0,0,0,0.0131761375639716,0,0.0472463733800087,0,0,0.0235920017610394,0,0,0.0364214757134042,0,0,0,0,0.114244682881118,-0.0673275861484664,0,0.0292485901826183,-0.0251105525812086,0,0,0,0,0,0,0.0734693686795931,-0.0122391634584912,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0182718051571284,0,0,0.0967944491857704,0,0,0,0,0,0,-0.0598246449658403,-0.0822743361230379,0,0,0,0,0.48736011234603,-0.140988690096148,0,0,0.0637000092884666,0.0288720187010957,0,0,0,0,0,0,0,0,0,0.0288078185652848,0,0,-0.201575927168516,0.0626736381455613,0,0,0,0,0,-0.0182121062180443,0,0,0,0,0,0,0
X600585.SH,0.00801235931291145,0,0,0.0302157098176417,-0.0309732590273948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35248865281969,0.0985807877656674,0,0,0,0,0,0,0,0.172834650780783,0,0,0.0135151125389413,0,0,0,0,-0.0491927509322515,0,0.0531583570046262,0,0.00902248703235339,0,0.0678579736653561,0,-0.0790689619971812,0,0,0,0,0,0.0100755284925958,-0.000323900922618793,0,0,0,0,0,0
X002460.SZ,-0.0202530615366776,0,0,0,0,0,0,0,0,0.712891530759264,0,0,0,0,0,0,0,0,0,0,0.191130099206093,0,0,0,0,0,0,0,0,0,0,0,0,-0.115812377161482,0,0,0,0.0611023625874696,0,0,0,0,0,0,-0.0404108283396612,0,0,0,0,0,0,0.00155805861432096,-0.0173351832030727,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0414927685077953,0,0,0,0,0.531233804020484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146939967680959,0,0,0,0.121405570585876,0,0,0,0,0,0,0.0887282347717082,0.0213744263180316,0,0.119326118102603,0.071025015705378,0,0,0,0,0.0064527493063004,0.0114293110655086,0,0,0,0,0,0
